id,entity_type,entity_id,alias,normalized_alias,language_code,source_id,is_preferred
1,category,cat-baked-noodles-ab0afe2b,Baked noodles,baked noodles,en,src-wikipedia-en,true
2,category,cat-baked-pasta-dishes-ba222166,Baked pasta dishes,baked pasta dishes,en,src-wikipedia-en,true
3,category,cat-baked-puddings-a541cf43,Baked puddings,baked puddings,en,src-wikipedia-en,true
4,category,cat-barbecue-skewers-1ac68e03,Barbecue skewers,barbecue skewers,en,src-wikipedia-en,true
5,category,cat-bean-dips-978ae030,Bean dips,bean dips,en,src-wikipedia-en,true
6,category,cat-bean-patties-8cb439b0,Bean patties,bean patties,en,src-wikipedia-en,true
7,category,cat-bean-soups-b54d6ea8,Bean soups,bean soups,en,src-wikipedia-en,true
8,category,cat-bean-stews-870649b6,Bean stews,bean stews,en,src-wikipedia-en,true
9,category,cat-beef-burgers-9c58e17d,Beef burgers,beef burgers,en,src-wikipedia-en,true
10,category,cat-boiled-dumplings-dc6fa4eb,Boiled dumplings,boiled dumplings,en,src-wikipedia-en,true
11,category,cat-braided-breads-e82e4c4d,Braided breads,braided breads,en,src-wikipedia-en,true
12,category,cat-braised-greens-505f6e2b,Braised greens,braised greens,en,src-wikipedia-en,true
13,category,cat-braises-and-roasts-6028fcc9,Braises and roasts,braises and roasts,en,src-wikipedia-en,true
14,category,cat-bread-puddings-62816464,Bread puddings,bread puddings,en,src-wikipedia-en,true
15,category,cat-bread-salads-09b18fd5,Bread salads,bread salads,en,src-wikipedia-en,true
16,category,cat-breads-and-loaves-c2814f9c,Breads and loaves,breads and loaves,en,src-wikipedia-en,true
17,category,cat-breakfast-bakes-32de95fa,Breakfast bakes,breakfast bakes,en,src-wikipedia-en,true
18,category,cat-breakfast-dishes-7ff5de50,Breakfast dishes,breakfast dishes,en,src-wikipedia-en,true
19,category,cat-breakfast-sandwiches-00986607,Breakfast sandwiches,breakfast sandwiches,en,src-wikipedia-en,true
20,category,cat-breakfast-sandwiches-81ce5a99,Breakfast sandwiches,breakfast sandwiches,en,src-wikipedia-en,true
21,category,cat-burgers-09c6dfae,Burgers,burgers,en,src-wikipedia-en,true
22,category,cat-burritos-2a9b6eae,Burritos,burritos,en,src-wikipedia-en,true
23,category,cat-butter-cakes-6e428da1,Butter cakes,butter cakes,en,src-wikipedia-en,true
24,category,cat-cakes-and-gateaux-d8e29f50,Cakes and gateaux,cakes and gateaux,en,src-wikipedia-en,true
25,category,cat-candies-d2f8c377,Candies,candies,en,src-wikipedia-en,true
26,category,cat-casseroles-and-bakes-43c0edef,Casseroles and bakes,casseroles and bakes,en,src-wikipedia-en,true
27,category,cat-cheesecakes-c5789d7e,Cheesecakes,cheesecakes,en,src-wikipedia-en,true
28,category,cat-chicken-burgers-2f0f46d4,Chicken burgers,chicken burgers,en,src-wikipedia-en,true
29,category,cat-chickpea-mains-94f3cb90,Chickpea mains,chickpea mains,en,src-wikipedia-en,true
30,category,cat-chile-dips-08c9f714,Chile dips,chile dips,en,src-wikipedia-en,true
31,category,cat-chile-sauces-04f0f00c,Chile sauces,chile sauces,en,src-wikipedia-en,true
32,category,cat-chile-stews-c3ddf724,Chile stews,chile stews,en,src-wikipedia-en,true
33,category,cat-chilled-soups-8fa0ec30,Chilled soups,chilled soups,en,src-wikipedia-en,true
34,category,cat-chip-snacks-7c92d826,Chip snacks,chip snacks,en,src-wikipedia-en,true
35,category,cat-chocolate-sweets-d19d61a1,Chocolate sweets,chocolate sweets,en,src-wikipedia-en,true
36,category,cat-chutneys-f6eca7ef,Chutneys,chutneys,en,src-wikipedia-en,true
37,category,cat-clear-soups-4a22af84,Clear soups,clear soups,en,src-wikipedia-en,true
38,category,cat-closed-sandwiches-f0867929,Closed sandwiches,closed sandwiches,en,src-wikipedia-en,true
39,category,cat-coconut-curries-ce68a9d5,Coconut curries,coconut curries,en,src-wikipedia-en,true
40,category,cat-cold-noodles-c249f52e,Cold noodles,cold noodles,en,src-wikipedia-en,true
41,category,cat-composed-salads-b4b1dc8d,Composed salads,composed salads,en,src-wikipedia-en,true
42,category,cat-confections-and-sweets-33dd665f,Confections and sweets,confections and sweets,en,src-wikipedia-en,true
43,category,cat-confits-deb60810,Confits,confits,en,src-wikipedia-en,true
44,category,cat-cookies-and-biscuits-55578132,Cookies and biscuits,cookies and biscuits,en,src-wikipedia-en,true
45,category,cat-crackers-8c593b91,Crackers,crackers,en,src-wikipedia-en,true
46,category,cat-creamy-pasta-dishes-c2439e9b,Creamy pasta dishes,creamy pasta dishes,en,src-wikipedia-en,true
47,category,cat-croquettes-cd265a20,Croquettes,croquettes,en,src-wikipedia-en,true
48,category,cat-curries-c13d2ace,Curries,curries,en,src-wikipedia-en,true
49,category,cat-curry-noodle-dishes-a072c0a3,Curry noodle dishes,curry noodle dishes,en,src-wikipedia-en,true
50,category,cat-custards-1cf2f976,Custards,custards,en,src-wikipedia-en,true
51,category,cat-custardy-egg-dishes-d4a51757,Custardy egg dishes,custardy egg dishes,en,src-wikipedia-en,true
52,category,cat-cutlets-dbb78ed5,Cutlets,cutlets,en,src-wikipedia-en,true
53,category,cat-dips-and-spreads-3b58ecf2,Dips and spreads,dips and spreads,en,src-wikipedia-en,true
54,category,cat-drop-cookies-260c1826,Drop cookies,drop cookies,en,src-wikipedia-en,true
55,category,cat-dry-curries-4c9dc499,Dry curries,dry curries,en,src-wikipedia-en,true
56,category,cat-dumpling-soups-bd716600,Dumpling soups,dumpling soups,en,src-wikipedia-en,true
57,category,cat-dumplings-and-buns-9a441702,Dumplings and buns,dumplings and buns,en,src-wikipedia-en,true
58,category,cat-egg-curries-472850b7,Egg curries,egg curries,en,src-wikipedia-en,true
59,category,cat-egg-dishes-91225177,Egg dishes,egg dishes,en,src-wikipedia-en,true
60,category,cat-egg-drop-dishes-401e621c,Egg drop dishes,egg drop dishes,en,src-wikipedia-en,true
61,category,cat-egg-rolls-7041b24e,Egg rolls,egg rolls,en,src-wikipedia-en,true
62,category,cat-emulsified-sauces-3861a9e3,Emulsified sauces,emulsified sauces,en,src-wikipedia-en,true
63,category,cat-fermented-pancakes-af66f50e,Fermented pancakes,fermented pancakes,en,src-wikipedia-en,true
64,category,cat-filled-crepes-1345fc0c,Filled crepes,filled crepes,en,src-wikipedia-en,true
65,category,cat-filled-omelets-f822ae82,Filled omelets,filled omelets,en,src-wikipedia-en,true
66,category,cat-fish-burgers-5739b076,Fish burgers,fish burgers,en,src-wikipedia-en,true
67,category,cat-fish-curries-3658a923,Fish curries,fish curries,en,src-wikipedia-en,true
68,category,cat-fish-curries-3c38ecdf,Fish curries,fish curries,en,src-wikipedia-en,true
69,category,cat-fish-spreads-aec4e03d,Fish spreads,fish spreads,en,src-wikipedia-en,true
70,category,cat-flatbread-wraps-35cf84cc,Flatbread wraps,flatbread wraps,en,src-wikipedia-en,true
71,category,cat-flatbreads-and-pizzas-f0961fe2,Flatbreads and pizzas,flatbreads and pizzas,en,src-wikipedia-en,true
72,category,cat-flourless-cakes-2a6013f8,Flourless cakes,flourless cakes,en,src-wikipedia-en,true
73,category,cat-fried-breakfasts-67120b2e,Fried breakfasts,fried breakfasts,en,src-wikipedia-en,true
74,category,cat-fried-chicken-dishes-50e30132,Fried chicken dishes,fried chicken dishes,en,src-wikipedia-en,true
75,category,cat-fried-dishes-and-fritters-31bc2558,Fried dishes and fritters,fried dishes and fritters,en,src-wikipedia-en,true
76,category,cat-fried-rice-dishes-7eac5b51,Fried rice dishes,fried rice dishes,en,src-wikipedia-en,true
77,category,cat-fried-sandwiches-cef754ca,Fried sandwiches,fried sandwiches,en,src-wikipedia-en,true
78,category,cat-fried-seafood-dishes-ddb6ed34,Fried seafood dishes,fried seafood dishes,en,src-wikipedia-en,true
79,category,cat-fritter-pancakes-fa0d09d3,Fritter pancakes,fritter pancakes,en,src-wikipedia-en,true
80,category,cat-fritter-snacks-3d8eb75c,Fritter snacks,fritter snacks,en,src-wikipedia-en,true
81,category,cat-fritters-513bb060,Fritters,fritters,en,src-wikipedia-en,true
82,category,cat-fudge-6d222744,Fudge,fudge,en,src-wikipedia-en,true
83,category,cat-glazed-roasts-fb9a4083,Glazed roasts,glazed roasts,en,src-wikipedia-en,true
84,category,cat-grain-salads-5e8d3cb9,Grain salads,grain salads,en,src-wikipedia-en,true
85,category,cat-gratins-f1293ece,Gratins,gratins,en,src-wikipedia-en,true
86,category,cat-green-salads-2c2b68fc,Green salads,green salads,en,src-wikipedia-en,true
87,category,cat-griddle-breakfasts-5f375fbb,Griddle breakfasts,griddle breakfasts,en,src-wikipedia-en,true
88,category,cat-griddled-flatbreads-91db0373,Griddled flatbreads,griddled flatbreads,en,src-wikipedia-en,true
89,category,cat-grilled-fish-dishes-85e1a886,Grilled fish dishes,grilled fish dishes,en,src-wikipedia-en,true
90,category,cat-grilled-meats-92e738d2,Grilled meats,grilled meats,en,src-wikipedia-en,true
91,category,cat-grilled-sandwiches-d00ea686,Grilled sandwiches,grilled sandwiches,en,src-wikipedia-en,true
92,category,cat-grilled-vegetables-ecfc509c,Grilled vegetables,grilled vegetables,en,src-wikipedia-en,true
93,category,cat-halva-like-sweets-9ab46694,Halva-like sweets,halva like sweets,en,src-wikipedia-en,true
94,category,cat-hand-pies-513c3b31,Hand pies,hand pies,en,src-wikipedia-en,true
95,category,cat-hand-pulled-noodles-2cc85ebf,Hand-pulled noodles,hand pulled noodles,en,src-wikipedia-en,true
96,category,cat-herb-spreads-50d24332,Herb spreads,herb spreads,en,src-wikipedia-en,true
97,category,cat-hotdish-85cae52a,Hotdish,hotdish,en,src-wikipedia-en,true
98,category,cat-jellies-5f6965b9,Jellies,jellies,en,src-wikipedia-en,true
99,category,cat-kebabs-3ded5c42,Kebabs,kebabs,en,src-wikipedia-en,true
100,category,cat-layered-casseroles-1159adbd,Layered casseroles,layered casseroles,en,src-wikipedia-en,true
101,category,cat-layered-pastries-e93ff7ae,Layered pastries,layered pastries,en,src-wikipedia-en,true
102,category,cat-leavened-flatbreads-19afc10d,Leavened flatbreads,leavened flatbreads,en,src-wikipedia-en,true
103,category,cat-lentil-curries-2c94f0bb,Lentil curries,lentil curries,en,src-wikipedia-en,true
104,category,cat-lentil-mains-a86b59e7,Lentil mains,lentil mains,en,src-wikipedia-en,true
105,category,cat-lettuce-wraps-76fde57a,Lettuce wraps,lettuce wraps,en,src-wikipedia-en,true
106,category,cat-long-pasta-dishes-49a739b5,Long pasta dishes,long pasta dishes,en,src-wikipedia-en,true
107,category,cat-meat-curries-d7145184,Meat curries,meat curries,en,src-wikipedia-en,true
108,category,cat-meat-stews-77be457d,Meat stews,meat stews,en,src-wikipedia-en,true
109,category,cat-noodle-dishes-f57723d0,Noodle dishes,noodle dishes,en,src-wikipedia-en,true
110,category,cat-noodle-salads-313293d4,Noodle salads,noodle salads,en,src-wikipedia-en,true
111,category,cat-noodle-soups-26b8bb24,Noodle soups,noodle soups,en,src-wikipedia-en,true
112,category,cat-noodle-soups-587abe8a,Noodle soups,noodle soups,en,src-wikipedia-en,true
113,category,cat-nougats-d264dbad,Nougats,nougats,en,src-wikipedia-en,true
114,category,cat-nut-spreads-4f32ca4d,Nut spreads,nut spreads,en,src-wikipedia-en,true
115,category,cat-omelets-962fec79,Omelets,omelets,en,src-wikipedia-en,true
116,category,cat-open-face-sandwiches-7a9a9464,Open-face sandwiches,open face sandwiches,en,src-wikipedia-en,true
117,category,cat-oven-roasts-52251389,Oven roasts,oven roasts,en,src-wikipedia-en,true
118,category,cat-pan-fried-dumplings-9ee10f54,Pan-fried dumplings,pan fried dumplings,en,src-wikipedia-en,true
119,category,cat-pancakes-and-crepes-283edd96,Pancakes and crepes,pancakes and crepes,en,src-wikipedia-en,true
120,category,cat-pasta-dishes-18ec3e4d,Pasta dishes,pasta dishes,en,src-wikipedia-en,true
121,category,cat-pasta-salads-b1b6f65c,Pasta salads,pasta salads,en,src-wikipedia-en,true
122,category,cat-pickles-07c0ac82,Pickles,pickles,en,src-wikipedia-en,true
123,category,cat-pies-and-pastries-eefde59e,Pies and pastries,pies and pastries,en,src-wikipedia-en,true
124,category,cat-pilafs-1960ba39,Pilafs,pilafs,en,src-wikipedia-en,true
125,category,cat-porridge-breakfasts-2c42c470,Porridge breakfasts,porridge breakfasts,en,src-wikipedia-en,true
126,category,cat-pot-roasts-cc68416e,Pot roasts,pot roasts,en,src-wikipedia-en,true
127,category,cat-potato-salads-9586e4f8,Potato salads,potato salads,en,src-wikipedia-en,true
128,category,cat-preserved-seafood-dishes-e1e2607f,Preserved seafood dishes,preserved seafood dishes,en,src-wikipedia-en,true
129,category,cat-puddings-and-custards-1664b0f1,Puddings and custards,puddings and custards,en,src-wikipedia-en,true
130,category,cat-pureed-soups-563e018c,Pureed soups,pureed soups,en,src-wikipedia-en,true
131,category,cat-quick-breads-5920cbdf,Quick breads,quick breads,en,src-wikipedia-en,true
132,category,cat-raw-seafood-dishes-37e54e14,Raw seafood dishes,raw seafood dishes,en,src-wikipedia-en,true
133,category,cat-regional-pizzas-1055a265,Regional pizzas,regional pizzas,en,src-wikipedia-en,true
134,category,cat-relishes-ce0843b3,Relishes,relishes,en,src-wikipedia-en,true
135,category,cat-rice-casseroles-b0e0d35d,Rice casseroles,rice casseroles,en,src-wikipedia-en,true
136,category,cat-rice-dishes-e5a0eea5,Rice dishes,rice dishes,en,src-wikipedia-en,true
137,category,cat-rice-porridges-7edf0bf5,Rice porridges,rice porridges,en,src-wikipedia-en,true
138,category,cat-rice-puddings-6324bef9,Rice puddings,rice puddings,en,src-wikipedia-en,true
139,category,cat-risotto-like-dishes-23c93721,Risotto-like dishes,risotto like dishes,en,src-wikipedia-en,true
140,category,cat-roasted-snacks-e92f1304,Roasted snacks,roasted snacks,en,src-wikipedia-en,true
141,category,cat-rolled-cookies-d78cdba9,Rolled cookies,rolled cookies,en,src-wikipedia-en,true
142,category,cat-salads-aa3e870c,Salads,salads,en,src-wikipedia-en,true
143,category,cat-sandwich-cookies-612c5efb,Sandwich cookies,sandwich cookies,en,src-wikipedia-en,true
144,category,cat-sandwiches-116c3e15,Sandwiches,sandwiches,en,src-wikipedia-en,true
145,category,cat-satay-84232c50,Satay,satay,en,src-wikipedia-en,true
146,category,cat-sauced-noodles-cbd00b65,Sauced noodles,sauced noodles,en,src-wikipedia-en,true
147,category,cat-sauces-and-condiments-10f97308,Sauces and condiments,sauces and condiments,en,src-wikipedia-en,true
148,category,cat-savory-loaves-a1929d59,Savory loaves,savory loaves,en,src-wikipedia-en,true
149,category,cat-savory-pancakes-3cff6872,Savory pancakes,savory pancakes,en,src-wikipedia-en,true
150,category,cat-savory-pastries-8fdaf988,Savory pastries,savory pastries,en,src-wikipedia-en,true
151,category,cat-savory-pies-73fcd89e,Savory pies,savory pies,en,src-wikipedia-en,true
152,category,cat-savory-pies-f1aa4fd1,Savory pies,savory pies,en,src-wikipedia-en,true
153,category,cat-scrambled-egg-dishes-5ab5acf6,Scrambled egg dishes,scrambled egg dishes,en,src-wikipedia-en,true
154,category,cat-seafood-dishes-67642233,Seafood dishes,seafood dishes,en,src-wikipedia-en,true
155,category,cat-seafood-rice-dishes-9f04acfa,Seafood rice dishes,seafood rice dishes,en,src-wikipedia-en,true
156,category,cat-seafood-soups-169e1879,Seafood soups,seafood soups,en,src-wikipedia-en,true
157,category,cat-seafood-stews-ee5170eb,Seafood stews,seafood stews,en,src-wikipedia-en,true
158,category,cat-shellfish-dishes-31d1f1b0,Shellfish dishes,shellfish dishes,en,src-wikipedia-en,true
159,category,cat-shortbread-f41b0a62,Shortbread,shortbread,en,src-wikipedia-en,true
160,category,cat-skewered-snacks-ce07345f,Skewered snacks,skewered snacks,en,src-wikipedia-en,true
161,category,cat-skewers-and-grilled-dishes-08780632,Skewers and grilled dishes,skewers and grilled dishes,en,src-wikipedia-en,true
162,category,cat-slider-burgers-696b8b8d,Slider burgers,slider burgers,en,src-wikipedia-en,true
163,category,cat-slow-braises-c6132510,Slow braises,slow braises,en,src-wikipedia-en,true
164,category,cat-snack-cakes-aff0db7d,Snack cakes,snack cakes,en,src-wikipedia-en,true
165,category,cat-snacks-and-street-food-7e6d6760,Snacks and street food,snacks and street food,en,src-wikipedia-en,true
166,category,cat-soup-dumplings-f47fa595,Soup dumplings,soup dumplings,en,src-wikipedia-en,true
167,category,cat-soups-58c2caa7,Soups,soups,en,src-wikipedia-en,true
168,category,cat-sponge-cakes-7f58c4bf,Sponge cakes,sponge cakes,en,src-wikipedia-en,true
169,category,cat-spring-rolls-f29d4f63,Spring rolls,spring rolls,en,src-wikipedia-en,true
170,category,cat-steamed-breads-0365d897,Steamed breads,steamed breads,en,src-wikipedia-en,true
171,category,cat-steamed-cakes-195291e7,Steamed cakes,steamed cakes,en,src-wikipedia-en,true
172,category,cat-steamed-dumplings-0f45907b,Steamed dumplings,steamed dumplings,en,src-wikipedia-en,true
173,category,cat-stews-ce00fa93,Stews,stews,en,src-wikipedia-en,true
174,category,cat-stir-fried-noodles-b9457661,Stir-fried noodles,stir fried noodles,en,src-wikipedia-en,true
175,category,cat-stovetop-puddings-e4ae2c83,Stovetop puddings,stovetop puddings,en,src-wikipedia-en,true
176,category,cat-stuffed-bakes-9feefdc3,Stuffed bakes,stuffed bakes,en,src-wikipedia-en,true
177,category,cat-stuffed-breakfasts-c4f3838c,Stuffed breakfasts,stuffed breakfasts,en,src-wikipedia-en,true
178,category,cat-stuffed-buns-669232a0,Stuffed buns,stuffed buns,en,src-wikipedia-en,true
179,category,cat-stuffed-burgers-566fb9b6,Stuffed burgers,stuffed burgers,en,src-wikipedia-en,true
180,category,cat-stuffed-flatbreads-82b7a421,Stuffed flatbreads,stuffed flatbreads,en,src-wikipedia-en,true
181,category,cat-stuffed-pancakes-3122f30c,Stuffed pancakes,stuffed pancakes,en,src-wikipedia-en,true
182,category,cat-stuffed-pasta-dishes-0bad391f,Stuffed pasta dishes,stuffed pasta dishes,en,src-wikipedia-en,true
183,category,cat-stuffed-rice-dishes-89b90366,Stuffed rice dishes,stuffed rice dishes,en,src-wikipedia-en,true
184,category,cat-stuffed-rolls-d5e020bf,Stuffed rolls,stuffed rolls,en,src-wikipedia-en,true
185,category,cat-stuffed-snacks-9bc29f85,Stuffed snacks,stuffed snacks,en,src-wikipedia-en,true
186,category,cat-stuffed-vegetables-00e0eca1,Stuffed vegetables,stuffed vegetables,en,src-wikipedia-en,true
187,category,cat-submarine-sandwiches-a0a874bf,Submarine sandwiches,submarine sandwiches,en,src-wikipedia-en,true
188,category,cat-sweet-breakfasts-1fe3d43e,Sweet breakfasts,sweet breakfasts,en,src-wikipedia-en,true
189,category,cat-sweet-loaves-db04c140,Sweet loaves,sweet loaves,en,src-wikipedia-en,true
190,category,cat-sweet-pancakes-b7570aa8,Sweet pancakes,sweet pancakes,en,src-wikipedia-en,true
191,category,cat-sweet-pies-2aa01ca5,Sweet pies,sweet pies,en,src-wikipedia-en,true
192,category,cat-syrup-sweets-526f8388,Syrup sweets,syrup sweets,en,src-wikipedia-en,true
193,category,cat-tagines-4f0a8e9b,Tagines,tagines,en,src-wikipedia-en,true
194,category,cat-tarts-2d595b74,Tarts,tarts,en,src-wikipedia-en,true
195,category,cat-tea-biscuits-36fb8ab5,Tea biscuits,tea biscuits,en,src-wikipedia-en,true
196,category,cat-tempura-1d796857,Tempura,tempura,en,src-wikipedia-en,true
197,category,cat-tofu-dishes-b91c0da0,Tofu dishes,tofu dishes,en,src-wikipedia-en,true
198,category,cat-tomato-pasta-dishes-869153d6,Tomato pasta dishes,tomato pasta dishes,en,src-wikipedia-en,true
199,category,cat-tomato-sauces-3c57c114,Tomato sauces,tomato sauces,en,src-wikipedia-en,true
200,category,cat-topped-flatbreads-b5ebb428,Topped flatbreads,topped flatbreads,en,src-wikipedia-en,true
201,category,cat-turnovers-4b902f9e,Turnovers,turnovers,en,src-wikipedia-en,true
202,category,cat-unleavened-flatbreads-dd91c50f,Unleavened flatbreads,unleavened flatbreads,en,src-wikipedia-en,true
203,category,cat-vegetable-and-legume-mains-b836795b,Vegetable and legume mains,vegetable and legume mains,en,src-wikipedia-en,true
204,category,cat-vegetable-burgers-92d6cead,Vegetable burgers,vegetable burgers,en,src-wikipedia-en,true
205,category,cat-vegetable-stews-0ef53083,Vegetable stews,vegetable stews,en,src-wikipedia-en,true
206,category,cat-whole-grilled-fish-e8a2251b,Whole grilled fish,whole grilled fish,en,src-wikipedia-en,true
207,category,cat-wine-braises-2e203542,Wine braises,wine braises,en,src-wikipedia-en,true
208,category,cat-wraps-and-rolls-dd6f3471,Wraps and rolls,wraps and rolls,en,src-wikipedia-en,true
209,category,cat-yeast-breads-705c22ef,Yeast breads,yeast breads,en,src-wikipedia-en,true
210,category,cat-yogurt-dips-da7a5bf9,Yogurt dips,yogurt dips,en,src-wikipedia-en,true
211,cuisine,cui-american-60d23958,American,american,en,src-wikipedia-en,true
212,cuisine,cui-belgian-f69a2115,Belgian,belgian,en,src-wikipedia-en,true
213,cuisine,cui-russian-0a46376e,Russian,russian,en,src-wikipedia-en,true
214,cuisine,cui-uzbek-9106fe28,Uzbek,uzbek,en,src-wikipedia-en,true
215,cuisine,cui-wd-q1036498,Iraqi,iraqi,en,src-wikipedia-en,true
216,cuisine,cui-wd-q1068545,Irish,irish,en,src-wikipedia-en,true
217,cuisine,cui-wd-q10876842,Chinese,chinese,en,src-wikipedia-en,true
218,cuisine,cui-wd-q1089120,Pakistani,pakistani,en,src-wikipedia-en,true
219,cuisine,cui-wd-q1145205,Chilean,chilean,en,src-wikipedia-en,true
220,cuisine,cui-wd-q1150262,Moroccan,moroccan,en,src-wikipedia-en,true
221,cuisine,cui-wd-q1194855,Nepalese,nepalese,en,src-wikipedia-en,true
222,cuisine,cui-wd-q1199026,Georgian,georgian,en,src-wikipedia-en,true
223,cuisine,cui-wd-q1199173,Albanian,albanian,en,src-wikipedia-en,true
224,cuisine,cui-wd-q1324207,Canadian,canadian,en,src-wikipedia-en,true
225,cuisine,cui-wd-q1328358,Cuban,cuban,en,src-wikipedia-en,true
226,cuisine,cui-wd-q1328433,Tunisian,tunisian,en,src-wikipedia-en,true
227,cuisine,cui-wd-q1346230,Egyptian,egyptian,en,src-wikipedia-en,true
228,cuisine,cui-wd-q139430,Cambodian,cambodian,en,src-wikipedia-en,true
229,cuisine,cui-wd-q1503789,Ukrainian,ukrainian,en,src-wikipedia-en,true
230,cuisine,cui-wd-q1520796,Filipino,filipino,en,src-wikipedia-en,true
231,cuisine,cui-wd-q1729345,Caribbean,caribbean,en,src-wikipedia-en,true
232,cuisine,cui-wd-q180817,Portuguese,portuguese,en,src-wikipedia-en,true
233,cuisine,cui-wd-q192087,Indian,indian,en,src-wikipedia-en,true
234,cuisine,cui-wd-q192786,Italian,italian,en,src-wikipedia-en,true
235,cuisine,cui-wd-q207965,Mexican,mexican,en,src-wikipedia-en,true
236,cuisine,cui-wd-q2234037,Sri Lankan,sri lankan,en,src-wikipedia-en,true
237,cuisine,cui-wd-q234138,Japanese,japanese,en,src-wikipedia-en,true
238,cuisine,cui-wd-q257508,Ethiopian,ethiopian,en,src-wikipedia-en,true
239,cuisine,cui-wd-q264327,Hungarian,hungarian,en,src-wikipedia-en,true
240,cuisine,cui-wd-q2915172,Jordanian,jordanian,en,src-wikipedia-en,true
241,cuisine,cui-wd-q3006881,Algerian,algerian,en,src-wikipedia-en,true
242,cuisine,cui-wd-q383096,Afghan,afghan,en,src-wikipedia-en,true
243,cuisine,cui-wd-q4119264,Syrian,syrian,en,src-wikipedia-en,true
244,cuisine,cui-wd-q42029,Austrian,austrian,en,src-wikipedia-en,true
245,cuisine,cui-wd-q47629,German,german,en,src-wikipedia-en,true
246,cuisine,cui-wd-q4855470,Bangladeshi,bangladeshi,en,src-wikipedia-en,true
247,cuisine,cui-wd-q579500,Argentine,argentine,en,src-wikipedia-en,true
248,cuisine,cui-wd-q614394,Brazilian,brazilian,en,src-wikipedia-en,true
249,cuisine,cui-wd-q622512,Spanish,spanish,en,src-wikipedia-en,true
250,cuisine,cui-wd-q62458,Israeli,israeli,en,src-wikipedia-en,true
251,cuisine,cui-wd-q647500,Korean,korean,en,src-wikipedia-en,true
252,cuisine,cui-wd-q654493,Turkish,turkish,en,src-wikipedia-en,true
253,cuisine,cui-wd-q6661,French,french,en,src-wikipedia-en,true
254,cuisine,cui-wd-q684343,Armenian,armenian,en,src-wikipedia-en,true
255,cuisine,cui-wd-q7033037,Nigerian,nigerian,en,src-wikipedia-en,true
256,cuisine,cui-wd-q707908,Taiwanese,taiwanese,en,src-wikipedia-en,true
257,cuisine,cui-wd-q744027,Greek,greek,en,src-wikipedia-en,true
258,cuisine,cui-wd-q749847,Peruvian,peruvian,en,src-wikipedia-en,true
259,cuisine,cui-wd-q756020,Polish,polish,en,src-wikipedia-en,true
260,cuisine,cui-wd-q772247,Malaysian,malaysian,en,src-wikipedia-en,true
261,cuisine,cui-wd-q783010,Australian,australian,en,src-wikipedia-en,true
262,cuisine,cui-wd-q787497,Indonesian,indonesian,en,src-wikipedia-en,true
263,cuisine,cui-wd-q826059,Vietnamese,vietnamese,en,src-wikipedia-en,true
264,cuisine,cui-wd-q841984,Thai,thai,en,src-wikipedia-en,true
265,cuisine,cui-wd-q871595,Czech,czech,en,src-wikipedia-en,true
266,cuisine,cui-wd-q909057,Colombian,colombian,en,src-wikipedia-en,true
267,cuisine,cui-wd-q918277,British,british,en,src-wikipedia-en,true
268,cuisine,cui-wd-q929239,Lebanese,lebanese,en,src-wikipedia-en,true
269,cuisine,cui-wd-q934309,Mediterranean,mediterranean,en,src-wikipedia-en,true
270,cuisine,cui-wd-q9943666,Iranian,iranian,en,src-wikipedia-en,true
271,dish,dish-a-gei-28a99e10,A-gei,a gei,en,src-wikipedia-en,true
272,dish,dish-a-simple-pho-dish-9f42e980,A simple pho dish,simple pho dish,en,src-wikipedia-en,true
273,dish,dish-aiwowo-6a0d9d80,Aiwowo,aiwowo,en,src-wikipedia-en,true
274,dish,dish-arabic-rice-2507be22,Arabic rice,arabic rice,en,src-wikipedia-en,true
275,dish,dish-arroz-chaufa-874d0063,Arroz chaufa,arroz chaufa,en,src-wikipedia-en,true
276,dish,dish-banh-kanh-063c0af4,Banh kanh,banh kanh,en,src-wikipedia-en,true
277,dish,dish-banmian-8eaca9be,Banmian,banmian,en,src-wikipedia-en,true
278,dish,dish-batchoy-505f9325,Batchoy,batchoy,en,src-wikipedia-en,true
279,dish,dish-beef-chow-fun-08ae388e,Beef chow fun,beef chow fun,en,src-wikipedia-en,true
280,dish,dish-beef-kway-teow-5b584de4,Beef kway teow,beef kway teow,en,src-wikipedia-en,true
281,dish,dish-beef-noodle-soup-4ee37510,Beef noodle soup,beef noodle soup,en,src-wikipedia-en,true
282,dish,dish-beer-in-italy-cdb8a6f5,Beer in Italy,beer in italy,en,src-wikipedia-en,true
283,dish,dish-bihun-goreng-cc7366fe,Bihun goreng,bihun goreng,en,src-wikipedia-en,true
284,dish,dish-boat-noodles-78094ad7,Boat noodles,boat noodles,en,src-wikipedia-en,true
285,dish,dish-bread-f0e6e75e,Bread,bread,en,src-wikipedia-en,true
286,dish,dish-broth-e84331df,Broth,broth,en,src-wikipedia-en,true
287,dish,dish-bun-bo-hue-f1dd5a85,Bún bò Huế,bun bo hue,en,src-wikipedia-en,true
288,dish,dish-cart-noodle-4657b1d2,Cart noodle,cart noodle,en,src-wikipedia-en,true
289,dish,dish-cellophane-noodles-d8478a38,Cellophane noodles,cellophane noodles,en,src-wikipedia-en,true
290,dish,dish-char-kway-teow-774044d0,Char kway teow,char kway teow,en,src-wikipedia-en,true
291,dish,dish-chicken-noodle-soup-80e84e19,Chicken noodle soup,chicken noodle soup,en,src-wikipedia-en,true
