dish_family_id,category_id,is_primary
fam-dan-zai-noodles-ca2e9b85,cat-noodle-dishes-f57723d0,true
fam-dandan-noodles-1697cf2d,cat-noodle-dishes-f57723d0,true
fam-hokkien-mee-2e6d199a,cat-noodle-dishes-f57723d0,true
fam-hot-and-sour-noodles-ec5fccc5,cat-noodle-dishes-f57723d0,true
fam-hot-dry-noodles-4344c226,cat-noodle-dishes-f57723d0,true
fam-hui-mian-796b70f6,cat-noodle-dishes-f57723d0,true
fam-jiangshui-noodles-8e3aa880,cat-noodle-dishes-f57723d0,true
fam-lanzhou-beef-noodle-soup-668c941c,cat-noodle-dishes-f57723d0,true
fam-liangpi-6f660477,cat-noodle-dishes-f57723d0,true
fam-luosifen-73f10469,cat-noodle-dishes-f57723d0,true
fam-mee-pok-f55a6d9a,cat-noodle-dishes-f57723d0,true
fam-millinge-3b66325a,cat-noodle-dishes-f57723d0,true
fam-misua-5bd394ac,cat-noodle-dishes-f57723d0,true
fam-noodles-with-tomato-egg-sauce-c9b214fc,cat-noodle-dishes-f57723d0,true
fam-satay-bee-hoon-2b13daee,cat-noodle-dishes-f57723d0,true
fam-shanghai-fried-noodles-54307b4e,cat-noodle-dishes-f57723d0,true
fam-suan-la-fen-6bb3c793,cat-noodle-dishes-f57723d0,true
fam-wonton-noodles-4872c2ba,cat-noodle-dishes-f57723d0,true
fam-yuntunmian-b8050086,cat-noodle-dishes-f57723d0,true
fam-zhajiangmian-1bb244b2,cat-noodle-dishes-f57723d0,true
fam-beef-chow-fun-f771c626,cat-noodle-dishes-f57723d0,true
fam-hiyashi-chuka-854c6ffe,cat-noodle-dishes-f57723d0,true
fam-hoto-ebad0744,cat-noodle-dishes-f57723d0,true
fam-tsukemen-9f7293c7,cat-noodle-dishes-f57723d0,true
fam-sara-udon-58e4fd32,cat-noodle-dishes-f57723d0,true
fam-tensoba-7e3659f3,cat-noodle-dishes-f57723d0,true
fam-toshikoshi-soba-70e1c16e,cat-noodle-dishes-f57723d0,true
fam-somen-9f223db6,cat-noodle-dishes-f57723d0,true
fam-udon-3611d9f6,cat-noodle-dishes-f57723d0,true
fam-yaki-udon-1c423a9d,cat-noodle-dishes-f57723d0,true
fam-yakisoba-b94c7fcd,cat-noodle-dishes-f57723d0,true
fam-otaru-ankake-yakisoba-b0790673,cat-noodle-dishes-f57723d0,true
fam-janchi-guksu-bef84fe7,cat-noodle-dishes-f57723d0,true
fam-jatguksu-e1824712,cat-noodle-dishes-f57723d0,true
fam-jjamppong-17850d33,cat-noodle-dishes-f57723d0,true
fam-jjolmyeon-8fec4d44,cat-noodle-dishes-f57723d0,true
fam-kalguksu-6f228227,cat-noodle-dishes-f57723d0,true
fam-kongguksu-aa26cf67,cat-noodle-dishes-f57723d0,true
fam-makguksu-1d316c89,cat-noodle-dishes-f57723d0,true
fam-milmyeon-98ed1e5c,cat-noodle-dishes-f57723d0,true
fam-naengmyeon-6eda9ef1,cat-noodle-dishes-f57723d0,true
fam-tsuivan-54e1ddf7,cat-noodle-dishes-f57723d0,true
fam-cellophane-noodles-13530355,cat-noodle-dishes-f57723d0,true
fam-a-gei-8ff097d0,cat-noodle-dishes-f57723d0,true
fam-eel-noodles-86f4c300,cat-noodle-dishes-f57723d0,true
fam-nabeyaki-egg-noodles-b836412d,cat-noodle-dishes-f57723d0,true
