source,target,edge_type,weight
fam-wd-q864174,dish-wd-q864174,family_dish,1.000
fam-wd-q25064159,dish-wd-q25064159,family_dish,1.000
fam-wd-q85742197,dish-wd-q85742197,family_dish,1.000
fam-wd-q24839104,dish-wd-q24839104,family_dish,1.000
fam-wd-q111913468,dish-wd-q111913468,family_dish,1.000
fam-wd-q4782215,dish-wd-q4782215,family_dish,1.000
fam-wd-q123256158,dish-wd-q123256158,family_dish,1.000
fam-wd-q11113287,dish-wd-q11113287,family_dish,1.000
fam-wd-q642702,dish-wd-q642702,family_dish,1.000
fam-wd-q135319281,dish-wd-q135319281,family_dish,1.000
fam-wd-q12808559,dish-wd-q12808559,family_dish,1.000
fam-wd-q100258740,dish-wd-q100258740,family_dish,1.000
fam-wd-q3462362,dish-wd-q3462362,family_dish,1.000
fam-wd-q703832,dish-wd-q703832,family_dish,1.000
fam-wd-q19872588,dish-wd-q19872588,family_dish,1.000
fam-wd-q4796545,dish-wd-q4796545,family_dish,1.000
fam-wd-q720254,dish-wd-q720254,family_dish,1.000
fam-wd-q4803469,dish-wd-q4803469,family_dish,1.000
fam-wd-q122999857,dish-wd-q122999857,family_dish,1.000
fam-wd-q137217603,dish-wd-q137217603,family_dish,1.000
fam-wd-q2984652,dish-wd-q2984652,family_dish,1.000
fam-wd-q837480,dish-wd-q837480,family_dish,1.000
fam-wd-q136922,dish-wd-q136922,family_dish,1.000
fam-wd-q30592390,dish-wd-q30592390,family_dish,1.000
fam-wd-q951525,dish-wd-q951525,family_dish,1.000
fam-wd-q16836245,dish-wd-q16836245,family_dish,1.000
fam-wd-q17998502,dish-wd-q17998502,family_dish,1.000
fam-wd-q85744456,dish-wd-q85744456,family_dish,1.000
fam-wd-q28163731,dish-wd-q28163731,family_dish,1.000
fam-wd-q65210405,dish-wd-q65210405,family_dish,1.000
fam-wd-q7309235,dish-wd-q7309235,family_dish,1.000
fam-wd-q2428787,dish-wd-q2428787,family_dish,1.000
fam-wd-q192892,dish-wd-q192892,family_dish,1.000
fam-wd-q4833788,dish-wd-q4833788,family_dish,1.000
fam-wd-q17032101,dish-wd-q17032101,family_dish,1.000
fam-wd-q84564532,dish-wd-q84564532,family_dish,1.000
fam-wd-q43768843,dish-wd-q43768843,family_dish,1.000
fam-wd-q65117391,dish-wd-q65117391,family_dish,1.000
fam-wd-q113291374,dish-wd-q113291374,family_dish,1.000
fam-wd-q28163754,dish-wd-q28163754,family_dish,1.000
fam-wd-q119828752,dish-wd-q119828752,family_dish,1.000
fam-wd-q4838117,dish-wd-q4838117,family_dish,1.000
fam-wd-q2878129,dish-wd-q2878129,family_dish,1.000
fam-wd-q541392,dish-wd-q541392,family_dish,1.000
fam-wd-q4838584,dish-wd-q4838584,family_dish,1.000
fam-wd-q16496019,dish-wd-q16496019,family_dish,1.000
fam-wd-q4838586,dish-wd-q4838586,family_dish,1.000
fam-wd-q4838579,dish-wd-q4838579,family_dish,1.000
fam-wd-q63228690,dish-wd-q63228690,family_dish,1.000
fam-wd-q3632533,dish-wd-q3632533,family_dish,1.000
fam-wd-q389574,dish-wd-q389574,family_dish,1.000
fam-wd-q1093790,dish-wd-q1093790,family_dish,1.000
fam-wd-q4841448,dish-wd-q4841448,family_dish,1.000
fam-wd-q111317807,dish-wd-q111317807,family_dish,1.000
fam-wd-q96372980,dish-wd-q96372980,family_dish,1.000
fam-wd-q2879351,dish-wd-q2879351,family_dish,1.000
fam-wd-q983160,dish-wd-q983160,family_dish,1.000
fam-wd-q65210830,dish-wd-q65210830,family_dish,1.000
fam-wd-q136393819,dish-wd-q136393819,family_dish,1.000
fam-wd-q540289,dish-wd-q540289,family_dish,1.000
fam-wd-q138011108,dish-wd-q138011108,family_dish,1.000
fam-wd-q7220887,dish-wd-q7220887,family_dish,1.000
fam-wd-q14954819,dish-wd-q14954819,family_dish,1.000
fam-wd-q187495,dish-wd-q187495,family_dish,1.000
fam-wd-q1293258,dish-wd-q1293258,family_dish,1.000
fam-wd-q16241452,dish-wd-q16241452,family_dish,1.000
fam-wd-q843795,dish-wd-q843795,family_dish,1.000
fam-wd-q4208144,dish-wd-q4208144,family_dish,1.000
fam-wd-q12473662,dish-wd-q12473662,family_dish,1.000
fam-wd-q4850911,dish-wd-q4850911,family_dish,1.000
fam-wd-q572275,dish-wd-q572275,family_dish,1.000
fam-wd-q3633458,dish-wd-q3633458,family_dish,1.000
fam-wd-q106653772,dish-wd-q106653772,family_dish,1.000
fam-wd-q1083840,dish-wd-q1083840,family_dish,1.000
fam-wd-q510521,dish-wd-q510521,family_dish,1.000
fam-wd-q1349413,dish-wd-q1349413,family_dish,1.000
fam-wd-q958759,dish-wd-q958759,family_dish,1.000
fam-wd-q16172783,dish-wd-q16172783,family_dish,1.000
fam-wd-q125475914,dish-wd-q125475914,family_dish,1.000
fam-wd-q2564638,dish-wd-q2564638,family_dish,1.000
fam-wd-q107323701,dish-wd-q107323701,family_dish,1.000
fam-wd-q2882471,dish-wd-q2882471,family_dish,1.000
fam-wd-q48880901,dish-wd-q48880901,family_dish,1.000
fam-wd-q564271,dish-wd-q564271,family_dish,1.000
fam-wd-q5004794,dish-wd-q5004794,family_dish,1.000
fam-wd-q5004800,dish-wd-q5004800,family_dish,1.000
fam-wd-q564567,dish-wd-q564567,family_dish,1.000
fam-wd-q118895947,dish-wd-q118895947,family_dish,1.000
fam-wd-q10742207,dish-wd-q10742207,family_dish,1.000
fam-wd-q5004810,dish-wd-q5004810,family_dish,1.000
fam-wd-q5004813,dish-wd-q5004813,family_dish,1.000
fam-wd-q28197390,dish-wd-q28197390,family_dish,1.000
fam-wd-q109429557,dish-wd-q109429557,family_dish,1.000
fam-wd-q123124821,dish-wd-q123124821,family_dish,1.000
fam-wd-q3848094,dish-wd-q3848094,family_dish,1.000
fam-wd-q12197801,dish-wd-q12197801,family_dish,1.000
fam-wd-q2294743,dish-wd-q2294743,family_dish,1.000
fam-wd-q1187319,dish-wd-q1187319,family_dish,1.000
fam-wd-q85745501,dish-wd-q85745501,family_dish,1.000
fam-wd-q109587599,dish-wd-q109587599,family_dish,1.000
fam-wd-q2317875,dish-wd-q2317875,family_dish,1.000
fam-wd-q689416,dish-wd-q689416,family_dish,1.000
fam-wd-q88462839,dish-wd-q88462839,family_dish,1.000
fam-wd-q2722375,dish-wd-q2722375,family_dish,1.000
fam-wd-q24951925,dish-wd-q24951925,family_dish,1.000
fam-wd-q534420,dish-wd-q534420,family_dish,1.000
fam-wd-q812609,dish-wd-q812609,family_dish,1.000
fam-wd-q4164571,dish-wd-q4164571,family_dish,1.000
fam-wd-q124053312,dish-wd-q124053312,family_dish,1.000
fam-wd-q812684,dish-wd-q812684,family_dish,1.000
fam-wd-q4876265,dish-wd-q4876265,family_dish,1.000
fam-wd-q107416756,dish-wd-q107416756,family_dish,1.000
fam-wd-q64358326,dish-wd-q64358326,family_dish,1.000
fam-wd-q1022124,dish-wd-q1022124,family_dish,1.000
fam-wd-q1412680,dish-wd-q1412680,family_dish,1.000
fam-wd-q4879864,dish-wd-q4879864,family_dish,1.000
fam-wd-q30173120,dish-wd-q30173120,family_dish,1.000
fam-wd-q4880437,dish-wd-q4880437,family_dish,1.000
fam-wd-q16879307,dish-wd-q16879307,family_dish,1.000
fam-wd-q62271704,dish-wd-q62271704,family_dish,1.000
fam-wd-q2641023,dish-wd-q2641023,family_dish,1.000
fam-wd-q3638314,dish-wd-q3638314,family_dish,1.000
fam-wd-q2897203,dish-wd-q2897203,family_dish,1.000
fam-wd-q152526,dish-wd-q152526,family_dish,1.000
fam-wd-q824592,dish-wd-q824592,family_dish,1.000
fam-wd-q4899060,dish-wd-q4899060,family_dish,1.000
fam-wd-q26806341,dish-wd-q26806341,family_dish,1.000
fam-wd-q24906665,dish-wd-q24906665,family_dish,1.000
fam-wd-q213105,dish-wd-q213105,family_dish,1.000
fam-wd-q16498169,dish-wd-q16498169,family_dish,1.000
fam-wd-q648352,dish-wd-q648352,family_dish,1.000
fam-wd-q6088454,dish-wd-q6088454,family_dish,1.000
fam-wd-q5728276,dish-wd-q5728276,family_dish,1.000
fam-wd-q18456540,dish-wd-q18456540,family_dish,1.000
fam-wd-q4905956,dish-wd-q4905956,family_dish,1.000
fam-wd-q4357631,dish-wd-q4357631,family_dish,1.000
fam-wd-q598222,dish-wd-q598222,family_dish,1.000
fam-wd-q4907305,dish-wd-q4907305,family_dish,1.000
fam-wd-q65050511,dish-wd-q65050511,family_dish,1.000
fam-wd-q10964995,dish-wd-q10964995,family_dish,1.000
fam-wd-q493784,dish-wd-q493784,family_dish,1.000
fam-wd-q19724350,dish-wd-q19724350,family_dish,1.000
fam-wd-q12476406,dish-wd-q12476406,family_dish,1.000
fam-wd-q1195276,dish-wd-q1195276,family_dish,1.000
fam-wd-q271555,dish-wd-q271555,family_dish,1.000
fam-wd-q3640406,dish-wd-q3640406,family_dish,1.000
fam-wd-q85747395,dish-wd-q85747395,family_dish,1.000
fam-wd-q4917275,dish-wd-q4917275,family_dish,1.000
fam-wd-q69394023,dish-wd-q69394023,family_dish,1.000
fam-wd-q3243732,dish-wd-q3243732,family_dish,1.000
fam-wd-q4835804,dish-wd-q4835804,family_dish,1.000
fam-wd-q1539635,dish-wd-q1539635,family_dish,1.000
fam-wd-q4920451,dish-wd-q4920451,family_dish,1.000
fam-wd-q130478550,dish-wd-q130478550,family_dish,1.000
fam-wd-q882556,dish-wd-q882556,family_dish,1.000
fam-wd-q3232406,dish-wd-q3232406,family_dish,1.000
fam-wd-q154482,dish-wd-q154482,family_dish,1.000
fam-wd-q4929458,dish-wd-q4929458,family_dish,1.000
fam-wd-q109260442,dish-wd-q109260442,family_dish,1.000
fam-wd-q888832,dish-wd-q888832,family_dish,1.000
fam-wd-q529941,dish-wd-q529941,family_dish,1.000
fam-wd-q952366,dish-wd-q952366,family_dish,1.000
fam-wd-q20826672,dish-wd-q20826672,family_dish,1.000
fam-wd-q25098851,dish-wd-q25098851,family_dish,1.000
fam-wd-q56893397,dish-wd-q56893397,family_dish,1.000
fam-wd-q61078926,dish-wd-q61078926,family_dish,1.000
fam-wd-q11128412,dish-wd-q11128412,family_dish,1.000
fam-wd-q733196,dish-wd-q733196,family_dish,1.000
fam-wd-q109312469,dish-wd-q109312469,family_dish,1.000
fam-wd-q19903564,dish-wd-q19903564,family_dish,1.000
fam-wd-q3565924,dish-wd-q3565924,family_dish,1.000
fam-wd-q97360429,dish-wd-q97360429,family_dish,1.000
fam-wd-q86732805,dish-wd-q86732805,family_dish,1.000
fam-wd-q135004750,dish-wd-q135004750,family_dish,1.000
fam-wd-q28163585,dish-wd-q28163585,family_dish,1.000
fam-wd-q137916343,dish-wd-q137916343,family_dish,1.000
fam-wd-q4940616,dish-wd-q4940616,family_dish,1.000
fam-wd-q116947279,dish-wd-q116947279,family_dish,1.000
fam-wd-q892952,dish-wd-q892952,family_dish,1.000
fam-wd-q4943588,dish-wd-q4943588,family_dish,1.000
fam-wd-q4944190,dish-wd-q4944190,family_dish,1.000
fam-wd-q8196212,dish-wd-q8196212,family_dish,1.000
fam-wd-q4551,dish-wd-q4551,family_dish,1.000
fam-wd-q910996,dish-wd-q910996,family_dish,1.000
fam-wd-q20984265,dish-wd-q20984265,family_dish,1.000
fam-wd-q4197759,dish-wd-q4197759,family_dish,1.000
fam-wd-q4949036,dish-wd-q4949036,family_dish,1.000
fam-wd-q2921567,dish-wd-q2921567,family_dish,1.000
fam-wd-q828043,dish-wd-q828043,family_dish,1.000
fam-wd-q12199101,dish-wd-q12199101,family_dish,1.000
fam-wd-q112568435,dish-wd-q112568435,family_dish,1.000
fam-wd-q83143290,dish-wd-q83143290,family_dish,1.000
fam-wd-q4950316,dish-wd-q4950316,family_dish,1.000
fam-wd-q12881337,dish-wd-q12881337,family_dish,1.000
fam-wd-q4090235,dish-wd-q4090235,family_dish,1.000
fam-wd-q28173633,dish-wd-q28173633,family_dish,1.000
fam-wd-q597921,dish-wd-q597921,family_dish,1.000
fam-wd-q2072130,dish-wd-q2072130,family_dish,1.000
fam-wd-q53844640,dish-wd-q53844640,family_dish,1.000
fam-wd-q56292893,dish-wd-q56292893,family_dish,1.000
fam-wd-q1855212,dish-wd-q1855212,family_dish,1.000
fam-wd-q3646108,dish-wd-q3646108,family_dish,1.000
fam-wd-q995299,dish-wd-q995299,family_dish,1.000
fam-wd-q2527136,dish-wd-q2527136,family_dish,1.000
fam-wd-q12512536,dish-wd-q12512536,family_dish,1.000
fam-wd-q573516,dish-wd-q573516,family_dish,1.000
fam-wd-q4982210,dish-wd-q4982210,family_dish,1.000
fam-wd-q4982218,dish-wd-q4982218,family_dish,1.000
fam-wd-q4982271,dish-wd-q4982271,family_dish,1.000
fam-wd-q30587715,dish-wd-q30587715,family_dish,1.000
fam-wd-q4197962,dish-wd-q4197962,family_dish,1.000
fam-wd-q16773515,dish-wd-q16773515,family_dish,1.000
fam-wd-q60754611,dish-wd-q60754611,family_dish,1.000
fam-wd-q2402333,dish-wd-q2402333,family_dish,1.000
fam-wd-q4818958,dish-wd-q4818958,family_dish,1.000
fam-wd-q1004735,dish-wd-q1004735,family_dish,1.000
fam-wd-q50634,dish-wd-q50634,family_dish,1.000
fam-wd-q123913891,dish-wd-q123913891,family_dish,1.000
fam-wd-q4997935,dish-wd-q4997935,family_dish,1.000
fam-wd-q60761467,dish-wd-q60761467,family_dish,1.000
fam-wd-q3647314,dish-wd-q3647314,family_dish,1.000
fam-wd-q85749574,dish-wd-q85749574,family_dish,1.000
fam-wd-q390823,dish-wd-q390823,family_dish,1.000
fam-wd-q42417869,dish-wd-q42417869,family_dish,1.000
fam-wd-q5736147,dish-wd-q5736147,family_dish,1.000
fam-wd-q114714086,dish-wd-q114714086,family_dish,1.000
fam-wd-q19712268,dish-wd-q19712268,family_dish,1.000
fam-wd-q54952473,dish-wd-q54952473,family_dish,1.000
fam-wd-q566533,dish-wd-q566533,family_dish,1.000
fam-wd-q5006522,dish-wd-q5006522,family_dish,1.000
fam-wd-q5015278,dish-wd-q5015278,family_dish,1.000
fam-wd-q1302342,dish-wd-q1302342,family_dish,1.000
fam-wd-q627744,dish-wd-q627744,family_dish,1.000
fam-wd-q2060858,dish-wd-q2060858,family_dish,1.000
fam-wd-q5016033,dish-wd-q5016033,family_dish,1.000
fam-wd-q16850213,dish-wd-q16850213,family_dish,1.000
fam-wd-q5016258,dish-wd-q5016258,family_dish,1.000
fam-wd-q5016266,dish-wd-q5016266,family_dish,1.000
fam-wd-q5016268,dish-wd-q5016268,family_dish,1.000
fam-wd-q130300520,dish-wd-q130300520,family_dish,1.000
fam-wd-q5016278,dish-wd-q5016278,family_dish,1.000
fam-wd-q5016279,dish-wd-q5016279,family_dish,1.000
fam-wd-q5016282,dish-wd-q5016282,family_dish,1.000
fam-wd-q5016284,dish-wd-q5016284,family_dish,1.000
fam-wd-q5016285,dish-wd-q5016285,family_dish,1.000
fam-wd-q5016287,dish-wd-q5016287,family_dish,1.000
fam-wd-q275508,dish-wd-q275508,family_dish,1.000
fam-wd-q138024534,dish-wd-q138024534,family_dish,1.000
fam-wd-q2933003,dish-wd-q2933003,family_dish,1.000
fam-wd-q2080641,dish-wd-q2080641,family_dish,1.000
fam-wd-q5055611,dish-wd-q5055611,family_dish,1.000
fam-wd-q1026488,dish-wd-q1026488,family_dish,1.000
fam-wd-q3823969,dish-wd-q3823969,family_dish,1.000
fam-wd-q1139527,dish-wd-q1139527,family_dish,1.000
fam-wd-q21087825,dish-wd-q21087825,family_dish,1.000
fam-wd-q18638792,dish-wd-q18638792,family_dish,1.000
fam-wd-q597159,dish-wd-q597159,family_dish,1.000
fam-wd-q28209622,dish-wd-q28209622,family_dish,1.000
fam-wd-q7212986,dish-wd-q7212986,family_dish,1.000
fam-wd-q61743260,dish-wd-q61743260,family_dish,1.000
fam-wd-q568364,dish-wd-q568364,family_dish,1.000
fam-wd-q69214,dish-wd-q69214,family_dish,1.000
fam-wd-q138553,dish-wd-q138553,family_dish,1.000
fam-wd-q876624,dish-wd-q876624,family_dish,1.000
fam-wd-q3848112,dish-wd-q3848112,family_dish,1.000
fam-wd-q136393820,dish-wd-q136393820,family_dish,1.000
fam-wd-q5043851,dish-wd-q5043851,family_dish,1.000
fam-wd-q5047987,dish-wd-q5047987,family_dish,1.000
fam-wd-q3661967,dish-wd-q3661967,family_dish,1.000
fam-wd-q3661969,dish-wd-q3661969,family_dish,1.000
fam-wd-q85750898,dish-wd-q85750898,family_dish,1.000
fam-wd-q3662049,dish-wd-q3662049,family_dish,1.000
fam-wd-q743714,dish-wd-q743714,family_dish,1.000
fam-wd-q5057827,dish-wd-q5057827,family_dish,1.000
fam-wd-q5058206,dish-wd-q5058206,family_dish,1.000
fam-wd-q109353074,dish-wd-q109353074,family_dish,1.000
fam-wd-q867426,dish-wd-q867426,family_dish,1.000
fam-wd-q11114189,dish-wd-q11114189,family_dish,1.000
fam-wd-q5065284,dish-wd-q5065284,family_dish,1.000
fam-wd-q1057953,dish-wd-q1057953,family_dish,1.000
fam-wd-q3274058,dish-wd-q3274058,family_dish,1.000
fam-wd-q124613458,dish-wd-q124613458,family_dish,1.000
fam-wd-q54371849,dish-wd-q54371849,family_dish,1.000
fam-wd-q5484859,dish-wd-q5484859,family_dish,1.000
fam-wd-q1059273,dish-wd-q1059273,family_dish,1.000
fam-wd-q15656515,dish-wd-q15656515,family_dish,1.000
fam-wd-q703286,dish-wd-q703286,family_dish,1.000
fam-wd-q2955932,dish-wd-q2955932,family_dish,1.000
fam-wd-q5070230,dish-wd-q5070230,family_dish,1.000
fam-wd-q138329557,dish-wd-q138329557,family_dish,1.000
fam-wd-q1061604,dish-wd-q1061604,family_dish,1.000
fam-wd-q2378108,dish-wd-q2378108,family_dish,1.000
fam-wd-q120014728,dish-wd-q120014728,family_dish,1.000
fam-wd-q5072761,dish-wd-q5072761,family_dish,1.000
fam-wd-q12618459,dish-wd-q12618459,family_dish,1.000
fam-wd-q28169436,dish-wd-q28169436,family_dish,1.000
fam-wd-q7185336,dish-wd-q7185336,family_dish,1.000
fam-wd-q5084112,dish-wd-q5084112,family_dish,1.000
fam-wd-q5084201,dish-wd-q5084201,family_dish,1.000
fam-wd-q136791457,dish-wd-q136791457,family_dish,1.000
fam-wd-q610130,dish-wd-q610130,family_dish,1.000
fam-wd-q1067884,dish-wd-q1067884,family_dish,1.000
fam-wd-q106194785,dish-wd-q106194785,family_dish,1.000
fam-wd-q111609502,dish-wd-q111609502,family_dish,1.000
fam-wd-q1068574,dish-wd-q1068574,family_dish,1.000
fam-wd-q2468860,dish-wd-q2468860,family_dish,1.000
fam-wd-q2961907,dish-wd-q2961907,family_dish,1.000
fam-wd-q125372014,dish-wd-q125372014,family_dish,1.000
fam-wd-q861293,dish-wd-q861293,family_dish,1.000
fam-wd-q5089408,dish-wd-q5089408,family_dish,1.000
fam-wd-q125357007,dish-wd-q125357007,family_dish,1.000
fam-wd-q1069097,dish-wd-q1069097,family_dish,1.000
fam-wd-q12305730,dish-wd-q12305730,family_dish,1.000
fam-wd-q17006531,dish-wd-q17006531,family_dish,1.000
fam-wd-q5092519,dish-wd-q5092519,family_dish,1.000
fam-wd-q25005355,dish-wd-q25005355,family_dish,1.000
fam-wd-q5094552,dish-wd-q5094552,family_dish,1.000
fam-wd-q96374874,dish-wd-q96374874,family_dish,1.000
fam-wd-q5094872,dish-wd-q5094872,family_dish,1.000
fam-wd-q43580216,dish-wd-q43580216,family_dish,1.000
fam-wd-q114352250,dish-wd-q114352250,family_dish,1.000
fam-wd-q5096335,dish-wd-q5096335,family_dish,1.000
fam-wd-q136953874,dish-wd-q136953874,family_dish,1.000
fam-wd-q111589124,dish-wd-q111589124,family_dish,1.000
fam-wd-q6013649,dish-wd-q6013649,family_dish,1.000
fam-wd-q542283,dish-wd-q542283,family_dish,1.000
fam-wd-q2214932,dish-wd-q2214932,family_dish,1.000
fam-wd-q5098719,dish-wd-q5098719,family_dish,1.000
fam-wd-q863794,dish-wd-q863794,family_dish,1.000
fam-wd-q5331853,dish-wd-q5331853,family_dish,1.000
fam-wd-q17072386,dish-wd-q17072386,family_dish,1.000
fam-wd-q19895414,dish-wd-q19895414,family_dish,1.000
fam-wd-q464545,dish-wd-q464545,family_dish,1.000
fam-wd-q5102345,dish-wd-q5102345,family_dish,1.000
fam-wd-q595744,dish-wd-q595744,family_dish,1.000
fam-wd-q30186,dish-wd-q30186,family_dish,1.000
fam-wd-q15985102,dish-wd-q15985102,family_dish,1.000
fam-wd-q134125172,dish-wd-q134125172,family_dish,1.000
fam-wd-q1721876,dish-wd-q1721876,family_dish,1.000
fam-wd-q5103662,dish-wd-q5103662,family_dish,1.000
fam-wd-q25038426,dish-wd-q25038426,family_dish,1.000
fam-wd-q20092696,dish-wd-q20092696,family_dish,1.000
fam-wd-q5103694,dish-wd-q5103694,family_dish,1.000
fam-wd-q15794115,dish-wd-q15794115,family_dish,1.000
fam-wd-q964107,dish-wd-q964107,family_dish,1.000
fam-wd-q6570706,dish-wd-q6570706,family_dish,1.000
fam-wd-q556060,dish-wd-q556060,family_dish,1.000
fam-wd-q2555488,dish-wd-q2555488,family_dish,1.000
fam-wd-q2967557,dish-wd-q2967557,family_dish,1.000
fam-wd-q16262179,dish-wd-q16262179,family_dish,1.000
fam-wd-q61360738,dish-wd-q61360738,family_dish,1.000
fam-wd-q15285629,dish-wd-q15285629,family_dish,1.000
fam-wd-q118944641,dish-wd-q118944641,family_dish,1.000
fam-wd-q25056748,dish-wd-q25056748,family_dish,1.000
fam-wd-q1089959,dish-wd-q1089959,family_dish,1.000
fam-wd-q997361,dish-wd-q997361,family_dish,1.000
fam-wd-q16987370,dish-wd-q16987370,family_dish,1.000
fam-wd-q11162,dish-wd-q11162,family_dish,1.000
fam-wd-q20113734,dish-wd-q20113734,family_dish,1.000
fam-wd-q11142810,dish-wd-q11142810,family_dish,1.000
fam-wd-q5120165,dish-wd-q5120165,family_dish,1.000
fam-wd-q137270645,dish-wd-q137270645,family_dish,1.000
fam-wd-q254979,dish-wd-q254979,family_dish,1.000
fam-wd-q32360952,dish-wd-q32360952,family_dish,1.000
fam-wd-q5123542,dish-wd-q5123542,family_dish,1.000
fam-wd-q29019793,dish-wd-q29019793,family_dish,1.000
fam-wd-q2975184,dish-wd-q2975184,family_dish,1.000
fam-wd-q3678059,dish-wd-q3678059,family_dish,1.000
fam-wd-q16965840,dish-wd-q16965840,family_dish,1.000
fam-wd-q1093380,dish-wd-q1093380,family_dish,1.000
fam-wd-q8077757,dish-wd-q8077757,family_dish,1.000
fam-wd-q503494,dish-wd-q503494,family_dish,1.000
fam-wd-q17122679,dish-wd-q17122679,family_dish,1.000
fam-wd-q2981212,dish-wd-q2981212,family_dish,1.000
fam-wd-q868158,dish-wd-q868158,family_dish,1.000
fam-wd-q136393848,dish-wd-q136393848,family_dish,1.000
fam-wd-q14481657,dish-wd-q14481657,family_dish,1.000
fam-wd-q70241,dish-wd-q70241,family_dish,1.000
fam-wd-q14914664,dish-wd-q14914664,family_dish,1.000
fam-wd-q5202996,dish-wd-q5202996,family_dish,1.000
fam-wd-q10752179,dish-wd-q10752179,family_dish,1.000
fam-wd-q5202956,dish-wd-q5202956,family_dish,1.000
fam-wd-q5202957,dish-wd-q5202957,family_dish,1.000
fam-wd-q11680825,dish-wd-q11680825,family_dish,1.000
fam-wd-q120682642,dish-wd-q120682642,family_dish,1.000
fam-wd-q2891036,dish-wd-q2891036,family_dish,1.000
fam-wd-q136564522,dish-wd-q136564522,family_dish,1.000
fam-wd-q3686985,dish-wd-q3686985,family_dish,1.000
fam-wd-q2082064,dish-wd-q2082064,family_dish,1.000
fam-wd-q10268547,dish-wd-q10268547,family_dish,1.000
fam-wd-q523224,dish-wd-q523224,family_dish,1.000
fam-wd-q12849581,dish-wd-q12849581,family_dish,1.000
fam-wd-q5171049,dish-wd-q5171049,family_dish,1.000
fam-wd-q1133127,dish-wd-q1133127,family_dish,1.000
fam-wd-q5171054,dish-wd-q5171054,family_dish,1.000
fam-wd-q531184,dish-wd-q531184,family_dish,1.000
fam-wd-q3330699,dish-wd-q3330699,family_dish,1.000
fam-wd-q848957,dish-wd-q848957,family_dish,1.000
fam-wd-q3695911,dish-wd-q3695911,family_dish,1.000
fam-wd-q2998597,dish-wd-q2998597,family_dish,1.000
fam-wd-q5175528,dish-wd-q5175528,family_dish,1.000
fam-wd-q1791462,dish-wd-q1791462,family_dish,1.000
fam-wd-q1138371,dish-wd-q1138371,family_dish,1.000
fam-wd-q12421702,dish-wd-q12421702,family_dish,1.000
fam-wd-q18111413,dish-wd-q18111413,family_dish,1.000
fam-wd-q5180222,dish-wd-q5180222,family_dish,1.000
fam-wd-q2628185,dish-wd-q2628185,family_dish,1.000
fam-wd-q135927668,dish-wd-q135927668,family_dish,1.000
fam-wd-q30742157,dish-wd-q30742157,family_dish,1.000
fam-wd-q5182787,dish-wd-q5182787,family_dish,1.000
fam-wd-q11299458,dish-wd-q11299458,family_dish,1.000
fam-wd-q137908289,dish-wd-q137908289,family_dish,1.000
fam-wd-q125030544,dish-wd-q125030544,family_dish,1.000
fam-wd-q12200,dish-wd-q12200,family_dish,1.000
fam-wd-q1088248,dish-wd-q1088248,family_dish,1.000
fam-wd-q18150258,dish-wd-q18150258,family_dish,1.000
fam-wd-q70125,dish-wd-q70125,family_dish,1.000
fam-wd-q1141574,dish-wd-q1141574,family_dish,1.000
fam-wd-q3005487,dish-wd-q3005487,family_dish,1.000
fam-wd-q2142465,dish-wd-q2142465,family_dish,1.000
fam-wd-q1142807,dish-wd-q1142807,family_dish,1.000
fam-wd-q48976623,dish-wd-q48976623,family_dish,1.000
fam-wd-q3847532,dish-wd-q3847532,family_dish,1.000
fam-wd-q132717554,dish-wd-q132717554,family_dish,1.000
fam-wd-q872503,dish-wd-q872503,family_dish,1.000
fam-wd-q17997299,dish-wd-q17997299,family_dish,1.000
fam-wd-q613665,dish-wd-q613665,family_dish,1.000
fam-wd-q85754826,dish-wd-q85754826,family_dish,1.000
fam-wd-q3699535,dish-wd-q3699535,family_dish,1.000
fam-wd-q2634430,dish-wd-q2634430,family_dish,1.000
fam-wd-q2307239,dish-wd-q2307239,family_dish,1.000
fam-wd-q17064469,dish-wd-q17064469,family_dish,1.000
fam-wd-q13231338,dish-wd-q13231338,family_dish,1.000
fam-wd-q28223958,dish-wd-q28223958,family_dish,1.000
fam-wd-q24945547,dish-wd-q24945547,family_dish,1.000
fam-wd-q19725078,dish-wd-q19725078,family_dish,1.000
fam-wd-q55642975,dish-wd-q55642975,family_dish,1.000
fam-wd-q3234514,dish-wd-q3234514,family_dish,1.000
fam-wd-q2785975,dish-wd-q2785975,family_dish,1.000
fam-wd-q5208692,dish-wd-q5208692,family_dish,1.000
fam-wd-q5208800,dish-wd-q5208800,family_dish,1.000
fam-wd-q762285,dish-wd-q762285,family_dish,1.000
fam-wd-q2723206,dish-wd-q2723206,family_dish,1.000
fam-wd-q929364,dish-wd-q929364,family_dish,1.000
fam-wd-q128006259,dish-wd-q128006259,family_dish,1.000
fam-wd-q126961970,dish-wd-q126961970,family_dish,1.000
fam-wd-q108905093,dish-wd-q108905093,family_dish,1.000
fam-wd-q7780958,dish-wd-q7780958,family_dish,1.000
fam-wd-q107007191,dish-wd-q107007191,family_dish,1.000
fam-wd-q1137315,dish-wd-q1137315,family_dish,1.000
fam-wd-q19851743,dish-wd-q19851743,family_dish,1.000
fam-wd-q107357106,dish-wd-q107357106,family_dish,1.000
fam-wd-q10896709,dish-wd-q10896709,family_dish,1.000
fam-wd-q85755689,dish-wd-q85755689,family_dish,1.000
fam-wd-q10936666,dish-wd-q10936666,family_dish,1.000
fam-wd-q132175543,dish-wd-q132175543,family_dish,1.000
