dish_family_id,technique_id,role,is_core,weight
fam-wd-q70241,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q14914664,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q14914664,tec-puree-c8c7256b,core,true,0.850
fam-wd-q14914664,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q120682642,tec-deep-fry-a6271d1b,core,true,1.000
fam-wd-q120682642,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q3686985,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q3686985,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q3686985,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q2082064,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q2082064,tec-puree-c8c7256b,core,true,0.850
fam-wd-q2082064,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q2082064,tec-sweat-aromatics-593b919d,supporting,false,0.550
fam-wd-q523224,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q523224,tec-steam-3f9d1489,core,true,0.850
fam-wd-q523224,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q5171049,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q5171049,tec-puree-c8c7256b,core,true,0.850
fam-wd-q5171049,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q5171054,tec-deep-fry-a6271d1b,core,true,1.000
fam-wd-q5171054,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q3695911,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q3695911,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q3695911,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q2998597,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q2998597,tec-braise-4a3832ff,core,true,0.850
fam-wd-q2998597,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q5175528,tec-temper-eggs-c3d18391,core,true,1.000
fam-wd-q5175528,tec-set-custard-84144438,core,true,0.850
fam-wd-q1138371,tec-whisk-297ea626,core,true,1.000
fam-wd-q1138371,tec-fold-3d6b3a9d,core,true,0.850
fam-wd-q1138371,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q12421702,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q12421702,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q12421702,tec-finish-with-herbs-a5755269,supporting,false,0.700
fam-wd-q18111413,tec-grill-7732deea,core,true,1.000
fam-wd-q18111413,tec-poach-37fe693c,core,true,0.850
fam-wd-q18111413,tec-pan-fry-b855a6f6,supporting,false,0.700
fam-wd-q5180222,tec-grill-7732deea,core,true,1.000
fam-wd-q5180222,tec-poach-37fe693c,core,true,0.850
fam-wd-q5180222,tec-pan-fry-b855a6f6,supporting,false,0.700
fam-wd-q135927668,tec-knead-4eb20c7d,core,true,1.000
fam-wd-q135927668,tec-proof-24fa378d,core,true,0.850
fam-wd-q135927668,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q11299458,tec-steam-3f9d1489,core,true,1.000
fam-wd-q11299458,tec-grill-7732deea,core,true,0.850
fam-wd-q11299458,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q137908289,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q137908289,tec-puree-c8c7256b,core,true,0.850
fam-wd-q137908289,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q125030544,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q125030544,tec-puree-c8c7256b,core,true,0.850
fam-wd-q125030544,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q12200,tec-whisk-297ea626,core,true,1.000
fam-wd-q12200,tec-griddle-717e3046,core,true,0.850
fam-wd-q12200,tec-fold-3d6b3a9d,supporting,false,0.700
fam-wd-q12200,tec-sweat-aromatics-593b919d,supporting,false,0.550
fam-wd-q1088248,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q1088248,tec-braise-4a3832ff,core,true,0.850
fam-wd-q1088248,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q18150258,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q18150258,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q18150258,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q70125,tec-deep-fry-a6271d1b,core,true,1.000
fam-wd-q70125,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q1141574,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q1141574,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q1141574,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q3005487,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q3005487,tec-braise-4a3832ff,core,true,0.850
fam-wd-q3005487,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q2142465,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q2142465,tec-braise-4a3832ff,core,true,0.850
fam-wd-q2142465,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q132717554,tec-chop-1d857e6f,core,true,1.000
fam-wd-q132717554,tec-dress-salad-91d1ae3a,core,true,0.850
fam-wd-q132717554,tec-season-d2973ba3,supporting,false,0.700
fam-wd-q872503,tec-slice-c5c54944,core,true,1.000
fam-wd-q872503,tec-toast-033b5dd6,core,true,0.850
fam-wd-q17997299,tec-whisk-297ea626,core,true,1.000
fam-wd-q17997299,tec-fold-3d6b3a9d,core,true,0.850
fam-wd-q17997299,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q3699535,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q3699535,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q3699535,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q2634430,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q2634430,tec-steam-3f9d1489,core,true,0.850
fam-wd-q2634430,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q2634430,tec-bloom-spices-969673dd,supporting,false,0.550
fam-wd-q2307239,tec-laminate-ca13220f,core,true,1.000
fam-wd-q2307239,tec-blind-bake-37c44eed,core,true,0.850
fam-wd-q2307239,tec-brush-wash-a5a993b1,supporting,false,0.700
fam-wd-q2307239,tec-sweat-aromatics-593b919d,supporting,false,0.550
fam-wd-q3234514,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q3234514,tec-steam-3f9d1489,core,true,0.850
fam-wd-q3234514,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q5208692,tec-slice-c5c54944,core,true,1.000
fam-wd-q5208692,tec-toast-033b5dd6,core,true,0.850
fam-wd-q5208800,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q5208800,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q5208800,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q762285,tec-grill-7732deea,core,true,1.000
fam-wd-q762285,tec-roast-72d2c26d,core,true,0.850
fam-wd-q762285,tec-dress-salad-91d1ae3a,supporting,false,0.700
fam-wd-q126961970,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q126961970,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q126961970,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q1137315,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q1137315,tec-braise-4a3832ff,core,true,0.850
fam-wd-q1137315,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q104864044,tec-laminate-ca13220f,core,true,1.000
fam-wd-q104864044,tec-blind-bake-37c44eed,core,true,0.850
fam-wd-q104864044,tec-brush-wash-a5a993b1,supporting,false,0.700
fam-wd-q2723965,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q2723965,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q2723965,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q171983,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q171983,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q171983,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q1228260,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q1228260,tec-steam-3f9d1489,core,true,0.850
fam-wd-q1228260,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q62018789,tec-toast-spices-1bf6f315,core,true,1.000
fam-wd-q62018789,tec-braise-4a3832ff,core,true,0.850
fam-wd-q62018789,tec-griddle-717e3046,supporting,false,0.700
fam-wd-q136674388,tec-grill-7732deea,core,true,0.850
fam-wd-q11853198,tec-grill-7732deea,core,true,1.000
fam-wd-q11853198,tec-poach-37fe693c,core,true,0.850
fam-wd-q11853198,tec-pan-fry-b855a6f6,supporting,false,0.700
fam-wd-q5286620,tec-steam-3f9d1489,core,true,1.000
fam-wd-q5286620,tec-grill-7732deea,core,true,0.850
fam-wd-q5286620,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q5296979,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q5296979,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q5296979,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q5305996,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q5305996,tec-puree-c8c7256b,core,true,0.850
fam-wd-q5305996,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q5309357,tec-boil-29213ba5,core,true,1.000
fam-wd-q5309357,tec-stir-fry-ee979e71,core,true,0.850
fam-wd-q5309357,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q2893649,tec-grill-7732deea,core,true,1.000
fam-wd-q2893649,tec-poach-37fe693c,core,true,0.850
fam-wd-q2893649,tec-pan-fry-b855a6f6,supporting,false,0.700
fam-wd-q113002820,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q113002820,tec-puree-c8c7256b,core,true,0.850
fam-wd-q113002820,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q122957244,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q122957244,tec-steam-3f9d1489,core,true,0.850
fam-wd-q122957244,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q115217655,tec-chop-1d857e6f,core,true,1.000
fam-wd-q115217655,tec-dress-salad-91d1ae3a,core,true,0.850
fam-wd-q115217655,tec-season-d2973ba3,supporting,false,0.700
fam-wd-q17019149,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q17019149,tec-steam-3f9d1489,core,true,0.850
fam-wd-q17019149,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q112787717,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q112787717,tec-puree-c8c7256b,core,true,0.850
fam-wd-q112787717,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q747457,tec-laminate-ca13220f,core,true,1.000
fam-wd-q747457,tec-blind-bake-37c44eed,core,true,0.850
fam-wd-q747457,tec-brush-wash-a5a993b1,supporting,false,0.700
fam-wd-q876096,tec-toast-spices-1bf6f315,core,true,1.000
fam-wd-q876096,tec-braise-4a3832ff,core,true,0.850
fam-wd-q876096,tec-griddle-717e3046,supporting,false,0.700
fam-wd-q5832771,tec-toast-spices-1bf6f315,core,true,1.000
fam-wd-q5832771,tec-braise-4a3832ff,core,true,0.850
fam-wd-q5832771,tec-griddle-717e3046,supporting,false,0.700
fam-wd-q5379416,tec-slice-c5c54944,core,true,1.000
fam-wd-q5379416,tec-toast-033b5dd6,core,true,0.850
fam-wd-q2915859,tec-boil-29213ba5,core,true,1.000
fam-wd-q2915859,tec-coat-pasta-0f9ce17f,core,true,0.850
fam-wd-q2915859,tec-emulsify-bd4af416,supporting,false,0.700
fam-wd-q20016,tec-boil-29213ba5,core,true,1.000
fam-wd-q20016,tec-stir-fry-ee979e71,core,true,0.850
fam-wd-q20016,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q117481518,tec-whisk-297ea626,core,true,1.000
fam-wd-q117481518,tec-fold-3d6b3a9d,core,true,0.850
fam-wd-q117481518,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q60763218,tec-boil-29213ba5,core,true,1.000
fam-wd-q60763218,tec-coat-pasta-0f9ce17f,core,true,0.850
fam-wd-q60763218,tec-emulsify-bd4af416,supporting,false,0.700
fam-wd-q18693799,tec-caramelize-d17b034e,core,true,1.000
fam-wd-q18693799,tec-crystallize-5937cbc3,core,true,0.850
fam-wd-q5862467,tec-toast-spices-1bf6f315,core,true,1.000
fam-wd-q5862467,tec-braise-4a3832ff,core,true,0.850
fam-wd-q5862467,tec-griddle-717e3046,supporting,false,0.700
fam-wd-q3309212,tec-slice-c5c54944,core,true,1.000
fam-wd-q3309212,tec-toast-033b5dd6,core,true,0.850
fam-wd-q18164838,tec-blend-smooth-74fe9e41,core,true,1.000
fam-wd-q18164838,tec-whisk-297ea626,core,true,0.850
fam-wd-q18164838,tec-drizzle-c6841926,supporting,false,0.700
fam-wd-q30737843,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q30737843,tec-braise-4a3832ff,core,true,0.850
fam-wd-q30737843,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q1756289,tec-knead-4eb20c7d,core,true,1.000
fam-wd-q1756289,tec-proof-24fa378d,core,true,0.850
fam-wd-q1756289,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q5503619,tec-deep-fry-a6271d1b,core,true,1.000
fam-wd-q5503619,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q1465330,tec-deep-fry-a6271d1b,core,true,1.000
fam-wd-q1465330,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q5503628,tec-deep-fry-a6271d1b,core,true,1.000
fam-wd-q5503628,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q1076874,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q1076874,tec-steam-3f9d1489,core,true,0.850
fam-wd-q1076874,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q152088,tec-grill-7732deea,core,true,0.850
fam-wd-q137785263,tec-chop-1d857e6f,core,true,1.000
fam-wd-q137785263,tec-dress-salad-91d1ae3a,core,true,0.850
fam-wd-q137785263,tec-season-d2973ba3,supporting,false,0.700
fam-wd-q152834,tec-chop-1d857e6f,core,true,1.000
fam-wd-q152834,tec-dress-salad-91d1ae3a,core,true,0.850
fam-wd-q152834,tec-season-d2973ba3,supporting,false,0.700
fam-wd-q1471040,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q1471040,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q1471040,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q379138,tec-caramelize-d17b034e,core,true,1.000
fam-wd-q379138,tec-crystallize-5937cbc3,core,true,0.850
fam-wd-q5517536,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q5517536,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q5517536,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q5317729,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q5317729,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q5317729,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q923729,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q923729,tec-braise-4a3832ff,core,true,0.850
fam-wd-q923729,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q3094712,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q3094712,tec-braise-4a3832ff,core,true,0.850
fam-wd-q3094712,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q109820549,tec-knead-4eb20c7d,core,true,1.000
fam-wd-q109820549,tec-proof-24fa378d,core,true,0.850
fam-wd-q109820549,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q3083513,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q3083513,tec-braise-4a3832ff,core,true,0.850
fam-wd-q3083513,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q5522421,tec-chop-1d857e6f,core,true,1.000
fam-wd-q5522421,tec-dress-salad-91d1ae3a,core,true,0.850
fam-wd-q5522421,tec-season-d2973ba3,supporting,false,0.700
fam-wd-q15121455,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q15121455,tec-puree-c8c7256b,core,true,0.850
fam-wd-q15121455,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q683495,tec-whisk-297ea626,core,true,1.000
fam-wd-q683495,tec-fold-3d6b3a9d,core,true,0.850
fam-wd-q683495,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q5528400,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q5528400,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q5528400,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q1146771,tec-grill-7732deea,core,true,1.000
fam-wd-q1146771,tec-poach-37fe693c,core,true,0.850
fam-wd-q1146771,tec-pan-fry-b855a6f6,supporting,false,0.700
fam-wd-q3769881,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q3769881,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q3769881,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q1533235,tec-boil-29213ba5,core,true,1.000
fam-wd-q1533235,tec-coat-pasta-0f9ce17f,core,true,0.850
fam-wd-q1533235,tec-emulsify-bd4af416,supporting,false,0.700
fam-wd-q25220535,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q25220535,tec-puree-c8c7256b,core,true,0.850
fam-wd-q25220535,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q205762,tec-braise-4a3832ff,core,true,0.850
fam-wd-q205762,tec-slow-cook-101c2f4f,supporting,false,0.700
fam-wd-q713869,tec-temper-eggs-c3d18391,core,true,1.000
fam-wd-q713869,tec-set-custard-84144438,core,true,0.850
fam-wd-q240801,tec-chop-1d857e6f,core,true,1.000
fam-wd-q240801,tec-dress-salad-91d1ae3a,core,true,0.850
fam-wd-q240801,tec-season-d2973ba3,supporting,false,0.700
fam-wd-q240801,tec-grill-7732deea,supporting,false,0.550
fam-wd-q5613356,tec-toast-spices-1bf6f315,core,true,1.000
fam-wd-q5613356,tec-braise-4a3832ff,core,true,0.850
fam-wd-q5613356,tec-griddle-717e3046,supporting,false,0.700
fam-wd-q30607840,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q30607840,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q30607840,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q16573500,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q16573500,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q16573500,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q24027629,tec-grill-7732deea,core,true,0.850
fam-wd-q5643900,tec-knead-4eb20c7d,core,true,1.000
fam-wd-q5643900,tec-proof-24fa378d,core,true,0.850
fam-wd-q5643900,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q6663,tec-form-patties-e37967de,core,true,1.000
fam-wd-q6663,tec-grill-7732deea,core,true,0.850
fam-wd-q6663,tec-rest-after-cooking-b2985e35,supporting,false,0.700
fam-wd-q3062329,tec-steam-3f9d1489,core,true,1.000
fam-wd-q3062329,tec-grill-7732deea,core,true,0.850
fam-wd-q3062329,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q111938080,tec-knead-4eb20c7d,core,true,1.000
fam-wd-q111938080,tec-proof-24fa378d,core,true,0.850
fam-wd-q111938080,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q590076,tec-knead-4eb20c7d,core,true,1.000
fam-wd-q590076,tec-proof-24fa378d,core,true,0.850
fam-wd-q590076,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q97609970,tec-knead-4eb20c7d,core,true,1.000
fam-wd-q97609970,tec-proof-24fa378d,core,true,0.850
fam-wd-q97609970,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q16928375,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q16928375,tec-puree-c8c7256b,core,true,0.850
fam-wd-q16928375,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q5750159,tec-steam-3f9d1489,core,true,1.000
fam-wd-q5750159,tec-grill-7732deea,core,true,0.850
fam-wd-q5750159,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q20009814,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q20009814,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q20009814,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q11326596,tec-steam-3f9d1489,core,true,1.000
fam-wd-q11326596,tec-grill-7732deea,core,true,0.850
fam-wd-q11326596,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q109409667,tec-grill-7732deea,core,true,1.000
fam-wd-q109409667,tec-poach-37fe693c,core,true,0.850
fam-wd-q109409667,tec-pan-fry-b855a6f6,supporting,false,0.700
fam-wd-q2681008,tec-toast-spices-1bf6f315,core,true,1.000
fam-wd-q2681008,tec-braise-4a3832ff,core,true,0.850
fam-wd-q2681008,tec-griddle-717e3046,supporting,false,0.700
fam-wd-q30324437,tec-sweat-aromatics-593b919d,core,true,1.000
fam-wd-q30324437,tec-braise-4a3832ff,core,true,0.850
fam-wd-q30324437,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q2445410,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q2445410,tec-steam-3f9d1489,core,true,0.850
fam-wd-q2445410,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q16182271,tec-boil-29213ba5,core,true,1.000
fam-wd-q16182271,tec-stir-fry-ee979e71,core,true,0.850
fam-wd-q16182271,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q1156634,tec-coat-pasta-0f9ce17f,core,true,1.000
fam-wd-q1156634,tec-reduce-d97bb11e,core,true,0.850
fam-wd-q1156634,tec-mount-with-butter-f902731b,supporting,false,0.700
fam-wd-q263351,tec-boil-29213ba5,core,true,1.000
fam-wd-q263351,tec-stir-fry-ee979e71,core,true,0.850
fam-wd-q263351,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q11259099,tec-steam-3f9d1489,core,true,1.000
fam-wd-q11259099,tec-grill-7732deea,core,true,0.850
fam-wd-q11259099,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q2138334,tec-steam-3f9d1489,core,true,1.000
fam-wd-q2138334,tec-grill-7732deea,core,true,0.850
fam-wd-q2138334,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q25066353,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q25066353,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q25066353,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q6038850,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q6038850,tec-steam-3f9d1489,core,true,0.850
fam-wd-q6038850,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q2904240,tec-chop-1d857e6f,core,true,1.000
fam-wd-q2904240,tec-dress-salad-91d1ae3a,core,true,0.850
fam-wd-q2904240,tec-season-d2973ba3,supporting,false,0.700
fam-wd-q6125429,tec-steam-3f9d1489,core,true,1.000
fam-wd-q6125429,tec-grill-7732deea,core,true,0.850
fam-wd-q6125429,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q120961670,tec-laminate-ca13220f,core,true,1.000
fam-wd-q120961670,tec-blind-bake-37c44eed,core,true,0.850
fam-wd-q120961670,tec-brush-wash-a5a993b1,supporting,false,0.700
fam-wd-q715040,tec-boil-29213ba5,core,true,1.000
fam-wd-q715040,tec-stir-fry-ee979e71,core,true,0.850
fam-wd-q715040,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q30671978,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q30671978,tec-steam-3f9d1489,core,true,0.850
fam-wd-q30671978,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q19746552,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q19746552,tec-steam-3f9d1489,core,true,0.850
fam-wd-q19746552,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q6297757,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q6297757,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q6297757,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q2202018,tec-knead-4eb20c7d,core,true,1.000
fam-wd-q2202018,tec-proof-24fa378d,core,true,0.850
fam-wd-q2202018,tec-bake-6c2c6bda,supporting,false,0.700
fam-wd-q816663,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q816663,tec-steam-3f9d1489,core,true,0.850
fam-wd-q816663,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q11676485,tec-boil-29213ba5,core,true,1.000
fam-wd-q11676485,tec-stir-fry-ee979e71,core,true,0.850
fam-wd-q11676485,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q11676485,tec-steam-3f9d1489,supporting,false,0.550
fam-wd-q6009729,tec-marinate-859deca1,core,true,1.000
fam-wd-q6009729,tec-grill-7732deea,core,true,0.850
fam-wd-q6009729,tec-baste-10f9f578,supporting,false,0.700
fam-wd-q905204,tec-steam-3f9d1489,core,true,1.000
fam-wd-q905204,tec-grill-7732deea,core,true,0.850
fam-wd-q905204,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q19573003,tec-boil-29213ba5,core,true,1.000
fam-wd-q19573003,tec-stir-fry-ee979e71,core,true,0.850
fam-wd-q19573003,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q122782077,tec-reduce-d97bb11e,core,true,1.000
fam-wd-q122782077,tec-pickle-62549dfa,core,true,0.850
fam-wd-q122782077,tec-emulsify-bd4af416,supporting,false,0.700
fam-wd-q125457823,tec-grill-7732deea,core,true,1.000
fam-wd-q125457823,tec-poach-37fe693c,core,true,0.850
fam-wd-q125457823,tec-pan-fry-b855a6f6,supporting,false,0.700
fam-wd-q85773496,tec-simmer-4a118b1f,core,true,1.000
fam-wd-q85773496,tec-steam-3f9d1489,core,true,0.850
fam-wd-q85773496,tec-rest-9a118f54,supporting,false,0.700
fam-wd-q85773496,tec-bloom-spices-969673dd,supporting,false,0.550
fam-wd-q96385320,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q96385320,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q96385320,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q1124851,tec-boil-29213ba5,core,true,1.000
fam-wd-q1124851,tec-stir-fry-ee979e71,core,true,0.850
fam-wd-q1124851,tec-season-to-finish-6e59cbba,supporting,false,0.700
fam-wd-q134562216,tec-steam-3f9d1489,core,true,1.000
fam-wd-q134562216,tec-grill-7732deea,core,true,0.850
fam-wd-q134562216,tec-slice-c5c54944,supporting,false,0.700
fam-wd-q123910268,tec-caramelize-d17b034e,core,true,1.000
fam-wd-q123910268,tec-crystallize-5937cbc3,core,true,0.850
fam-wd-q85774104,tec-bloom-spices-969673dd,core,true,1.000
fam-wd-q85774104,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q85774104,tec-temper-e0ec7440,supporting,false,0.700
fam-wd-q13013252,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q13013252,tec-finish-with-herbs-a5755269,supporting,false,0.700
fam-wd-q17000111,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q17000111,tec-finish-with-herbs-a5755269,supporting,false,0.700
fam-wd-q85774221,tec-blend-smooth-74fe9e41,core,true,1.000
fam-wd-q85774221,tec-whisk-297ea626,core,true,0.850
fam-wd-q85774221,tec-drizzle-c6841926,supporting,false,0.700
fam-wd-q13013315,tec-simmer-4a118b1f,core,true,0.850
fam-wd-q13013315,tec-finish-with-herbs-a5755269,supporting,false,0.700
fam-wd-q65072654,tec-simmer-4a118b1f,core,true,0.850
