id,slug,name,normalized_name,description,dish_id,parent_variation_id,variation_type,source_id,source_url,attribution_text,author_name,location_text,is_canonical,created_at,updated_at
var-10-won-bread-45f69aa2,10-won-bread,10 Won Bread,10 won bread,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q119496294,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q119496294,Canonical starter reference,,South Korea,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-3-in-1-991da12a,3-in-1,3-in-1,3 in 1,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q130265510,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q130265510,Canonical starter reference,,Ireland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aakkoset-8de98f5f,aakkoset,Aakkoset,aakkoset,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q65248056,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q65248056,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-abbamele-8d6c015f,abbamele,Abbamele,abbamele,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q3603155,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q3603155,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aboukir-15c74971,aboukir,Aboukir,aboukir,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q85850163,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q85850163,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-abula-3fd20ce9,abula,Abula,abula,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q65091072,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q65091072,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-abunuabunu-72ad731e,abunuabunu,Abunuabunu,abunuabunu,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q64490692,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q64490692,Canonical starter reference,,Ghana,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-achma-ad83a247,achma,Achma,achma,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4073388,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4073388,Canonical starter reference,,Georgia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-achu-soup-56001127,achu-soup,Achu soup,achu soup,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q85739611,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q85739611,Canonical starter reference,,Cameroon,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-acorda-58fc9ec4,acorda,Açorda,acorda,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q7309432,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q7309432,Canonical starter reference,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-adrem-2afdb85a,adrem,adrem,adrem,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q19749023,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q19749023,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-afang-3a23f7f5,afang,Afang,afang,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q30599785,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q30599785,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-afghan-salad-f84fa770,afghan-salad,Afghan salad,afghan salad,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q25055799,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q25055799,Canonical starter reference,,Afghanistan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-african-salad-9cc3b1c6,african-salad,African Salad,african salad,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q107358883,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q107358883,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aggakaka-5172ac79,aggakaka,Äggakaka,aggakaka,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q10725547,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q10725547,Canonical starter reference,,Sweden,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-agliata-9c407f28,agliata,Agliata,agliata,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q3606603,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q3606603,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-agnolini-57065ad9,agnolini,Agnolini,agnolini,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q21210955,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q21210955,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-agnolotti-1512386d,agnolotti,agnolotti,agnolotti,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q20051,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q20051,Canonical starter reference,,France,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aguachile-5fb48c11,aguachile,Aguachile,aguachile,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q19949631,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q19949631,Canonical starter reference,,Mexico,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ahle-wurst-aa51faf5,ahle-wurst,Ahle Wurst,ahle wurst,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q123441,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q123441,Canonical starter reference,,Hesse,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ahriche-9a650538,ahriche,Ahriche,ahriche,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2827721,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2827721,Canonical starter reference,,Morocco,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-airheads-71ca8e2f,airheads,AirHeads,airheads,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4697660,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4697660,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-airwaves-2ab8eb77,airwaves,Airwaves,airwaves,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2828762,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2828762,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-akhni-8fd15a41,akhni,Akhni,akhni,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q61360646,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q61360646,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-akhuni-bf603367,akhuni,Akhuni,akhuni,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q24946983,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q24946983,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-akindo-sushiro-924c6f30,akindo-sushiro,Akindo Sushiro,akindo sushiro,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q11257037,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q11257037,Canonical starter reference,,Japan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-akki-rotti-e67e8477,akki-rotti,Akki rotti,akki rotti,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4701369,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4701369,Canonical starter reference,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-alaju-334a8737,alaju,Alajú,alaju,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q5662130,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q5662130,Canonical starter reference,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aland-pancake-47c4a7f7,aland-pancake,Åland pancake,aland pancake,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q99654352,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q99654352,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-albap-99fbc2a4,albap,albap,albap,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q30011777,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q30011777,Canonical starter reference,,Korea,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-alentejano-bread-9d4306c8,alentejano-bread,Alentejano bread,alentejano bread,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q110738684,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q110738684,Canonical starter reference,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aletria-c7ed486a,aletria,aletria,aletria,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q9601457,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q9601457,Canonical starter reference,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aligue-fried-rice-8e6f8ff8,aligue-fried-rice,Aligue fried rice,aligue fried rice,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q96371762,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q96371762,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-alivongvong-cc65f22a,alivongvong,Alivongvong,alivongvong,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q127433632,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q127433632,Canonical starter reference,,Taiwan Island,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-almond-chicken-577c995f,almond-chicken,almond chicken,almond chicken,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q118901115,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q118901115,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-alplermagronen-a064bbd8,alplermagronen,Älplermagronen,alplermagronen,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q254807,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q254807,Canonical starter reference,,Switzerland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-alu-potala-rasa-cc43506b,alu-potala-rasa,Alu Potala Rasa,alu potala rasa,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4737104,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4737104,Canonical starter reference,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aluek-trei-ngeat-ad42a8f7,aluek-trei-ngeat,Aluek trei ngeat,aluek trei ngeat,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q133284186,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q133284186,Canonical starter reference,,Cambodia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-amala-d82ffde4,amala,Amala,amala,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4739207,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4739207,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-amatriciana-sauce-92923784,amatriciana-sauce,amatriciana sauce,amatriciana sauce,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q997633,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q997633,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ameijoas-a-bulhao-pato-16ffa97b,ameijoas-a-bulhao-pato,Amêijoas à Bulhão Pato,ameijoas a bulhao pato,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q9611817,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q9611817,Canonical starter reference,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-amich-1f73fa4c,amich,Amich,amich,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q30890348,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q30890348,Canonical starter reference,,Armenia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-amiwo-add2dd3d,amiwo,Amiwô,amiwo,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q107489664,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q107489664,Canonical starter reference,,Benin,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-amsterdam-ossenworst-24f9ee31,amsterdam-ossenworst,Amsterdam ossenworst,amsterdam ossenworst,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2286933,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2286933,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-amuse-bouche-85535c68,amuse-bouche,amuse-bouche,amuse bouche,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q481774,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q481774,Canonical starter reference,,France,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-andes-chocolate-mints-bb4bd7e5,andes-chocolate-mints,Andes Chocolate Mints,andes chocolate mints,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4754282,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4754282,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-angels-on-horseback-ae9e66d1,angels-on-horseback,angels on horseback,angels on horseback,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2849577,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2849577,Canonical starter reference,,England,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-angus-burger-ac348d3e,angus-burger,Angus burger,angus burger,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q16301690,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q16301690,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-anishi-a8917a8d,anishi,Anishi,anishi,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q137690873,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q137690873,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ansungtangmyun-752e9313,ansungtangmyun,Ansungtangmyun,ansungtangmyun,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6821745,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6821745,Canonical starter reference,,South Korea,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ants-climbing-a-tree-c4b29fa3,ants-climbing-a-tree,ants climbing a tree,ants climbing a tree,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q864174,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q864174,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-apfelkuchle-19063ab8,apfelkuchle,Apfelküchle,apfelkuchle,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q25064159,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q25064159,Canonical starter reference,,Germany,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-apio-852d7176,apio,Apio,apio,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q85742197,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q85742197,Canonical starter reference,,Balkans,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-apple-bread-e2a89579,apple-bread,Apple Bread,apple bread,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q24839104,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q24839104,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-apple-crumble-1fbfaddd,apple-crumble,apple crumble,apple crumble,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q111913468,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q111913468,Canonical starter reference,,United Kingdom,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-apteekin-salmiakki-148c1c6a,apteekin-salmiakki,Apteekin salmiakki,apteekin salmiakki,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4782215,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4782215,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-areias-48901d63,areias,Areias,areias,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q123256158,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q123256158,Canonical starter reference,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arem-arem-6b2a9196,arem-arem,Arem-Arem,arem arem,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q11113287,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q11113287,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arepa-4415b3aa,arepa,arepa,arepa,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q642702,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q642702,Canonical starter reference,,Colombia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arganak-a29d30c9,arganak,Arganak,arganak,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q135319281,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q135319281,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arnavut-cigeri-c0e8c4d4,arnavut-cigeri,Arnavut ciğeri,arnavut cigeri,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q12808559,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q12808559,Canonical starter reference,,Turkey,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arook-d61aae53,arook,Arook,arook,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q100258740,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q100258740,Canonical starter reference,,Iraq,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arros-a-banda-45b74cc6,arros-a-banda,Arròs a banda,arros a banda,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q3462362,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q3462362,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arroz-de-marisco-9d97b187,arroz-de-marisco,arroz de marisco,arroz de marisco,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q703832,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q703832,Canonical starter reference,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arroz-negro-629cdb57,arroz-negro,Arroz negro,arroz negro,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q19872588,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q19872588,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-arsik-c9eb64fe,arsik,Arsik,arsik,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4796545,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4796545,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-asado-4dd14f9c,asado,asado,asado,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q720254,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q720254,Canonical starter reference,,Argentina,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-asam-pedas-89c5e911,asam-pedas,asam pedas,asam pedas,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4803469,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4803469,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-asaro-2258721a,asaro,Asaro,asaro,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q122999857,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q122999857,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ashoka-halwa-ca00b0a8,ashoka-halwa,Ashoka Halwa,ashoka halwa,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q137217603,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q137217603,Canonical starter reference,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-asida-0d72822e,asida,Asida,asida,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2984652,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2984652,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-aspic-f87ef043,aspic,aspic,aspic,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q837480,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q837480,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-asure-e1cad366,asure,aşure,asure,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q136922,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q136922,Canonical starter reference,,ancient Near East,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-atama-soup-3ab45e26,atama-soup,Atama soup,atama soup,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q30592390,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q30592390,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-avial-89abe6f4,avial,Avial,avial,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q951525,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q951525,Canonical starter reference,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ayam-goreng-f3635c4a,ayam-goreng,Ayam goreng,ayam goreng,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q16836245,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q16836245,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ayam-goreng-kalasan-11c71c9b,ayam-goreng-kalasan,ayam goreng Kalasan,ayam goreng kalasan,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q17998502,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q17998502,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ayam-kodok-47127596,ayam-kodok,Ayam kodok,ayam kodok,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q85744456,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q85744456,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ayam-masak-kicap-08ff50c5,ayam-masak-kicap,Ayam masak kicap,ayam masak kicap,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q28163731,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q28163731,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ayam-panggang-c7f3f6ca,ayam-panggang,Ayam panggang,ayam panggang,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q65210405,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q65210405,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ayam-pansuh-61eb6bbe,ayam-pansuh,Ayam pansuh,ayam pansuh,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q7309235,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q7309235,Canonical starter reference,,Malaysia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ayam-taliwang-8d7ce33a,ayam-taliwang,ayam Taliwang,ayam taliwang,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2428787,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2428787,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ayran-da59839d,ayran,ayran,ayran,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q192892,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q192892,Canonical starter reference,,Iran,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-b-c-roll-6f741670,b-c-roll,B.C. roll,b c roll,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4833788,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4833788,Canonical starter reference,,Canada,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-baba-a69602af,baba,Baba,baba,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q17032101,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q17032101,Canonical starter reference,,Yunnan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-baba-de-camelo-709080df,baba-de-camelo,Baba de camelo,baba de camelo,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q84564532,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q84564532,Canonical starter reference,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-babarsa-a28b7ad2,babarsa,Babarsa,babarsa,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q43768843,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q43768843,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-babbouche-68180ad6,babbouche,Babbouche,babbouche,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q65117391,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q65117391,Canonical starter reference,,Morocco,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-babelutte-79c7f42d,babelutte,babelutte,babelutte,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q113291374,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q113291374,Canonical starter reference,,Belgium,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-babi-kecap-84e96e66,babi-kecap,babi kecap,babi kecap,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q28163754,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q28163754,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-babka-cf464a6f,babka,babka,babka,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q119828752,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q119828752,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
