id,slug,name,normalized_name,description,dish_id,parent_variation_id,variation_type,source_id,source_url,attribution_text,author_name,location_text,is_canonical,created_at,updated_at
var-maque-choux-8d6ce658,maque-choux,maque choux,maque choux,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6754314,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6754314,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-margi-special-1a8539ce,margi-special,Margi special,margi special,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q100320697,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q100320697,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-marianne-eb3a3362,marianne,Marianne,marianne,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q5062050,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q5062050,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-maritozzo-712c1150,maritozzo,maritozzo,maritozzo,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q3849360,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q3849360,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-maroi-bori-thongba-c858fbd6,maroi-bori-thongba,Maroi Bori Thongba,maroi bori thongba,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q138337365,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q138337365,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-maror-a4107399,maror,Maror,maror,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2047314,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2047314,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-marquesita-48ad4ced,marquesita,Marquesita,marquesita,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q77501769,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q77501769,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-marraqueta-b270bcd0,marraqueta,Marraqueta,marraqueta,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q982758,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q982758,Canonical starter reference,,Bolivia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mary-jane-5425d7b9,mary-jane,Mary Jane,mary jane,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6779865,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6779865,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-maryland-crab-soup-fd80d895,maryland-crab-soup,Maryland crab soup,maryland crab soup,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q137908295,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q137908295,Canonical starter reference,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-masa-2accbb9d,masa,Masa,masa,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q137921897,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q137921897,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mashed-potato-49cfe508,mashed-potato,mashed potato,mashed potato,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q322787,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q322787,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-masi-36052ef4,masi,Masi,masi,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q60760541,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q60760541,Canonical starter reference,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-maskurolhi-2dbc497d,maskurolhi,Maskurolhi,maskurolhi,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q132132567,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q132132567,Canonical starter reference,,Maldives,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mastava-2b891ec1,mastava,Mastava,mastava,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q12553023,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q12553023,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-matapa-c84d7de8,matapa,matapa,matapa,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q96742694,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q96742694,Canonical starter reference,,Mozambique,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mataz-29a1de32,mataz,Mataz,mataz,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6528443,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6528443,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-matoke-694f8cce,matoke,Matoke,matoke,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1626853,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1626853,Canonical starter reference,,Uganda,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mattar-paneer-45e5dd99,mattar-paneer,Mattar paneer,mattar paneer,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6789614,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6789614,Canonical starter reference,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-matzah-brei-4a5a5b29,matzah-brei,matzah brei,matzah brei,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2654880,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2654880,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mazamorra-02c1e4be,mazamorra,Mazamorra,mazamorra,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1131897,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1131897,Canonical starter reference,,Latin America,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mazzerelle-b494ec34,mazzerelle,Mazzerelle,mazzerelle,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q3853270,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q3853270,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mcarabia-83c2aa06,mcarabia,McArabia,mcarabia,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6799964,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6799964,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mcplant-8e76ac72,mcplant,McPlant,mcplant,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q111940640,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q111940640,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mcveggie-0d75a4fb,mcveggie,McVeggie,mcveggie,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q85784605,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q85784605,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-meat-pie-377e19f7,meat-pie,meat pie,meat pie,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q5367573,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q5367573,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-meatball-noodles-4ffe2e8c,meatball-noodles,Meatball noodles,meatball noodles,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q97101726,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q97101726,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mebos-9e3ca7b9,mebos,Mebos,mebos,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q104698217,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q104698217,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-medfouna-f49be8bd,medfouna,Medfouna,medfouna,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q20726175,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q20726175,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mefun-6e364274,mefun,Mefun,mefun,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6807955,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6807955,Canonical starter reference,,Japan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mehallabiyya-109e5b9b,mehallabiyya,mehallabiyya,mehallabiyya,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q11343150,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q11343150,Canonical starter reference,,Iran,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-menemen-2c71b06c,menemen,menemen,menemen,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1920415,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1920415,Canonical starter reference,,Turkey,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mentos-250614d6,mentos,Mentos,mentos,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1046535,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1046535,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-menudo-8a386d35,menudo,Menudo,menudo,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6817675,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6817675,Canonical starter reference,,Mexico,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-menudo-f400184e,menudo,Menudo,menudo,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6817673,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6817673,Canonical starter reference,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mercato-metropolitano-in-elephant-and-castle-056c188e,mercato-metropolitano-in-elephant-and-castle,Mercato Metropolitano in Elephant and Castle,mercato metropolitano in elephant and castle,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q136514395,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q136514395,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-merci-5d46a2b7,merci,Merci,merci,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1146477,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1146477,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-merveilleux-97987e1c,merveilleux,merveilleux,merveilleux,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q18595468,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q18595468,Canonical starter reference,,Belgium,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mesclun-46d803d2,mesclun,Mesclun,mesclun,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q3082973,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q3082973,Canonical starter reference,,France,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mett-65fb0fb1,mett,Mett,mett,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q16706914,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q16706914,Canonical starter reference,,Germany,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-meuseukat-a2afcc88,meuseukat,Meuseukat,meuseukat,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q19746250,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q19746250,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mexican-pizza-b5c1f74f,mexican-pizza,Mexican pizza,mexican pizza,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6826082,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6826082,Canonical starter reference,,Mexico,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mfarakeh-0a9eda86,mfarakeh,mfarakeh,mfarakeh,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q47005562,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q47005562,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mi-gomak-b49eae95,mi-gomak,Mi gomak,mi gomak,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q19738539,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q19738539,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mi-krop-5b9b0127,mi-krop,mi krop,mi krop,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6827067,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6827067,Canonical starter reference,,Thailand,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mianwo-aaaadf26,mianwo,Mianwo,mianwo,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6827710,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6827710,Canonical starter reference,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-midget-gems-d19dd3ca,midget-gems,Midget Gems,midget gems,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6842216,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6842216,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mie-ayam-623ec92a,mie-ayam,mie ayam,mie ayam,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q16765345,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q16765345,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mie-bangladesh-0b658b77,mie-bangladesh,Mie Bangladesh,mie bangladesh,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q130553333,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q130553333,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mie-celor-e58250e9,mie-celor,Mie celor,mie celor,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4208661,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4208661,Canonical starter reference,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-migas-3fc1aedb,migas,Migas,migas,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q957776,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q957776,Canonical starter reference,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mignon-f9f6035b,mignon,Mignon,mignon,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1932441,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1932441,Canonical starter reference,,Finland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-miguelitos-b7adc660,miguelitos,Miguelitos,miguelitos,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q935937,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q935937,Canonical starter reference,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mihidana-8fd376ce,mihidana,Mihidana,mihidana,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q30673009,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q30673009,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-milanesa-bce09e58,milanesa,milanesa,milanesa,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q30326666,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q30326666,Canonical starter reference,,Buenos Aires,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-military-chocolate-0a56515c,military-chocolate,military chocolate,military chocolate,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q26877970,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q26877970,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mille-feuille-a1265ff5,mille-feuille,mille-feuille,mille feuille,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q12491,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q12491,Canonical starter reference,,France,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mimosa-salad-be0e8d41,mimosa-salad,mimosa salad,mimosa salad,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q4293923,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q4293923,Canonical starter reference,,Soviet Union,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mimosa-sugar-ball-1e605728,mimosa-sugar-ball,mimosa sugar ball,mimosa sugar ball,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1142998,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1142998,Canonical starter reference,,Nepal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mince-on-toast-d9f7ed11,mince-on-toast,mince on toast,mince on toast,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q60745567,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q60745567,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-minchee-138364b0,minchee,Minchee,minchee,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6863335,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6863335,Canonical starter reference,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-ming-oko-6e3d3c93,ming-oko,Ming'oko,ming oko,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q19958198,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q19958198,Canonical starter reference,,Tanzania,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mish-mash-c03370e0,mish-mash,mish-mash,mish mash,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q12287205,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q12287205,Canonical starter reference,,Bulgaria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mishti-doi-1c261224,mishti-doi,Mishti doi,mishti doi,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6881572,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6881572,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mititei-7e2ec4e9,mititei,Mititei,mititei,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q600438,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q600438,Canonical starter reference,,Romania,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mitraillette-4dcc1723,mitraillette,mitraillette,mitraillette,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2485491,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2485491,Canonical starter reference,,Belgium,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mixed-pickle-31a1994e,mixed-pickle,mixed pickle,mixed pickle,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q777487,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q777487,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-miyar-kuka-e3ffe6d4,miyar-kuka,miyar kuka,miyar kuka,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q25043234,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q25043234,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-miyar-zogale-976e7678,miyar-zogale,Miyar zogale,miyar zogale,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q112911928,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q112911928,Canonical starter reference,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-moche-6a2788f0,moche,Moche,moche,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q60760520,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q60760520,Canonical starter reference,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-modjeska-b068ea8f,modjeska,Modjeska,modjeska,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q16935343,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q16935343,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mohr-im-hemd-3fd30508,mohr-im-hemd,Mohr im Hemd,mohr im hemd,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q872611,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q872611,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mokthuk-c5fb5c66,mokthuk,Mokthuk,mokthuk,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q118874832,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q118874832,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mollete-of-antequera-54d87957,mollete-of-antequera,Mollete of Antequera,mollete of antequera,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q110533119,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q110533119,Canonical starter reference,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-molotof-41c5b9bc,molotof,Molotof,molotof,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q56307726,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q56307726,Canonical starter reference,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mondeghili-3e479e16,mondeghili,Mondeghili,mondeghili,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q25617898,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q25617898,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mondulkiri-wild-honey-628d174a,mondulkiri-wild-honey,Mondulkiri wild honey,mondulkiri wild honey,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q113159014,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q113159014,Canonical starter reference,,Cambodia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mongolian-beef-7628a981,mongolian-beef,Mongolian beef,mongolian beef,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6899667,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6899667,Canonical starter reference,,Taiwan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-monkey-brains-785b52c4,monkey-brains,monkey brains,monkey brains,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1141370,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1141370,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-monte-cristo-sandwich-27b7956a,monte-cristo-sandwich,Monte Cristo sandwich,monte cristo sandwich,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6904753,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6904753,Canonical starter reference,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-montreal-style-smoked-meat-c4083c0c,montreal-style-smoked-meat,Montreal-style smoked meat,montreal style smoked meat,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q5056486,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q5056486,Canonical starter reference,,Canada,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-moorkop-843ac4ab,moorkop,moorkop,moorkop,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q2234053,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q2234053,Canonical starter reference,,Netherlands,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-moose-tracks-a69b9792,moose-tracks,Moose Tracks,moose tracks,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q25339122,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q25339122,Canonical starter reference,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mopkenbrot-1034b0c2,mopkenbrot,Möpkenbrot,mopkenbrot,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1476953,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1476953,Canonical starter reference,,Germany,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-morioka-jajamen-ef20f5ba,morioka-jajamen,Morioka jajamen,morioka jajamen,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q11581336,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q11581336,Canonical starter reference,,Japan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-moros-y-cristianos-96314d1d,moros-y-cristianos,Moros y Cristianos,moros y cristianos,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1639853,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1639853,Canonical starter reference,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mosbolletjies-b4847df6,mosbolletjies,Mosbolletjies,mosbolletjies,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q31739973,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q31739973,Canonical starter reference,,South Africa,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-moules-frites-dedfd546,moules-frites,moules-frites,moules frites,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q1200514,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q1200514,Canonical starter reference,,Belgium,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mountain-bar-32caffc2,mountain-bar,Mountain Bar,mountain bar,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q6924874,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q6924874,Canonical starter reference,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-moussaka-360b09cb,moussaka,moussaka,moussaka,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q206918,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q206918,Canonical starter reference,,Greece,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
var-mpanatigghi-1e513bff,mpanatigghi,'Mpanatigghi,mpanatigghi,Canonical reference variation anchored to the source-backed dish record.,dish-wd-q3596214,,canonical_reference,src-wikidata,https://www.wikidata.org/wiki/Q3596214,Canonical starter reference,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
