id,slug,name,normalized_name,description,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title,dbpedia_uri,popularity_rank,created_at,updated_at
fam-wd-q1138371,crab-cake,crab cake,crab cake,Canonical starter dish entry for crab cake. Associated cuisine: cuisine of the United States. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,cat-cakes-and-gateaux-d8e29f50,cui-american-60d23958,Q1138371,Crab cake,,515,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q12421702,crab-curry,Crab Curry,crab curry,Canonical starter dish entry for Crab Curry. Seeded from Wikidata with an English Wikipedia sitelink.,cat-curries-c13d2ace,,Q12421702,Crab curry,,516,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q18111413,crab-jujube,Crab jujube,crab jujube,Canonical starter dish entry for Crab jujube. Associated cuisine: Teochew cuisine. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,cat-seafood-dishes-67642233,,Q18111413,Crab jujube,,517,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q5180222,crab-louie,Crab Louie,crab louie,Canonical starter dish entry for Crab Louie. Associated cuisine: cuisine of the Western United States. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,cat-seafood-dishes-67642233,cui-american-60d23958,Q5180222,Crab Louie,,518,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2628185,cranachan,cranachan,cranachan,Canonical starter dish entry for cranachan. Origin: Scotland. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q2628185,Cranachan,,519,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q135927668,cranberry-wild-rice-bread,Cranberry wild rice bread,cranberry wild rice bread,Canonical starter dish entry for Cranberry wild rice bread. Seeded from Wikidata with an English Wikipedia sitelink.,cat-breads-and-loaves-c2814f9c,,Q135927668,Cranberry wild rice bread,,520,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q30742157,craquelin,Craquelin,craquelin,Canonical starter dish entry for Craquelin. Origin: Belgium. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-belgian-f69a2115,Q30742157,Craquelin,,521,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q5182787,crawfish-monica,Crawfish Monica,crawfish monica,Canonical starter dish entry for Crawfish Monica. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-american-60d23958,Q5182787,Crawfish Monica,,522,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q11299458,cream-box,Cream Box,cream box,Canonical starter dish entry for Cream Box. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q234138,Q11299458,Cream Box,,523,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q137908289,cream-of-crab-soup,Cream of crab soup,cream of crab soup,Canonical starter dish entry for Cream of crab soup. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,cat-soups-58c2caa7,cui-american-60d23958,Q137908289,Cream of crab soup,,524,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q125030544,cream-of-sorrel-soup,cream of sorrel soup,cream of sorrel soup,Canonical starter dish entry for cream of sorrel soup. Associated cuisine: French cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,cat-soups-58c2caa7,,Q125030544,Cream of sorrel soup,,525,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q12200,crepe,crêpe,crepe,Canonical starter dish entry for crêpe. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,cat-pancakes-and-crepes-283edd96,cui-wd-q6661,Q12200,Crêpe,,526,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1088248,crocche,crocchè,crocche,Canonical starter dish entry for crocchè. Associated cuisine: Sicilian cuisine. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q6661,Q1088248,Crocchè,,527,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q18150258,crocetta-of-caltanissetta,Crocetta of Caltanissetta,crocetta of caltanissetta,Canonical starter dish entry for Crocetta of Caltanissetta. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192786,Q18150258,Crocetta di Caltanissetta,,529,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q70125,croquette,croquette,croquette,Canonical starter dish entry for croquette. Seeded from Wikidata with an English Wikipedia sitelink.,cat-fried-dishes-and-fritters-31bc2558,,Q70125,Croquette,,530,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1141574,crostini,crostini,crostini,Canonical starter dish entry for crostini. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192786,Q1141574,Crostini,,531,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3005487,crozets-de-savoie,Crozets de Savoie,crozets de savoie,Canonical starter dish entry for Crozets de Savoie. Associated cuisine: French cuisine. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q6661,Q3005487,Crozets de Savoie,,532,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2142465,crudites,crudités,crudites,Canonical starter dish entry for crudités. Associated cuisine: French cuisine. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q6661,Q2142465,Crudités,,533,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1142807,cuajada,Cuajada,cuajada,Canonical starter dish entry for Cuajada. Associated cuisine: Spanish cuisine. Origin: Spain. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q622512,Q1142807,Cuajada,,534,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q48976623,cube-toast,Cube toast,cube toast,Canonical starter dish entry for Cube toast. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q48976623,Cube toast,,535,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3847532,cuchifritos,Cuchifritos,cuchifritos,Canonical starter dish entry for Cuchifritos. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3847532,Cuchifritos,,536,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
