id,slug,name,normalized_name,description,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title,dbpedia_uri,popularity_rank,created_at,updated_at
fam-wd-q5954806,khoresh-karafs,Khoresh karafs,khoresh karafs,Canonical starter dish entry for Khoresh karafs. Associated cuisine: Iranian cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q5954806,Khoresh karafs,,951,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q10369989,khoresht-mast,Khoresht mast,khoresht mast,Canonical starter dish entry for Khoresht mast. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q10369989,Khoresht mast,,952,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6403206,khushka-rice,Khushka Rice,khushka rice,Canonical starter dish entry for Khushka Rice. Seeded from Wikidata with an English Wikipedia sitelink.,cat-rice-dishes-e5a0eea5,,Q6403206,Khushka Rice,,953,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q65066634,kiampong,Kiampong,kiampong,Canonical starter dish entry for Kiampong. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q1520796,Q65066634,Kiampong,,954,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1988970,kibinai,kibinai,kibinai,Canonical starter dish entry for kibinai. Associated cuisine: Karaite cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q1988970,Kibinai,,955,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6404116,kichadi,Kichadi,kichadi,Canonical starter dish entry for Kichadi. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,cat-rice-dishes-e5a0eea5,cui-wd-q192087,Q6404116,Kichadi,,959,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6405076,kidyo,Kidyo,kidyo,Canonical starter dish entry for Kidyo. Associated cuisine: Indian cuisine. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192087,Q6405076,Kidyo,,960,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q65044294,kikomando,Kikomando,kikomando,Canonical starter dish entry for Kikomando. Origin: Uganda. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q65044294,Kikomando,,961,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1275518,kilishi,kilishi,kilishi,Canonical starter dish entry for kilishi. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q7033037,Q1275518,Kilishi,,962,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q104881657,king-s-hand,King's Hand,king s hand,Canonical starter dish entry for King's Hand. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q104881657,King's Hand,,964,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q18693814,kiss-kiss,Kiss-Kiss,kiss kiss,Canonical starter dish entry for Kiss-Kiss. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q18693814,Kiss-Kiss,,965,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q20639980,kisses-confectionery,Kisses (confectionery),kisses confectionery,Canonical starter dish entry for Kisses (confectionery). Seeded from Wikidata with an English Wikipedia sitelink.,,,Q20639980,Kisses (confectionery),,966,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q111914087,kissuto-rombo,Kissuto rombo,kissuto rombo,Canonical starter dish entry for Kissuto rombo. Origin: Angola. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q111914087,Kissuto rombo,,967,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q430583,kkakdugi,kkakdugi,kkakdugi,Canonical starter dish entry for kkakdugi. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q430583,Kkakdugi,,968,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3391647,klappertaart,klappertaart,klappertaart,Canonical starter dish entry for klappertaart. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q3391647,Klappertaart,,969,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q13096825,klatak-satay,klatak satay,klatak satay,Canonical starter dish entry for klatak satay. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,cat-skewers-and-grilled-dishes-08780632,cui-wd-q787497,Q13096825,Sate klatak,,970,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1152783,klenat,klenät,klenat,Canonical starter dish entry for klenät. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q1152783,Klenät,,971,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q11299865,klondike-bar,Klondike bar,klondike bar,Canonical starter dish entry for Klondike bar. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q11299865,Klondike bar,,972,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2446322,knish,knish,knish,Canonical starter dish entry for knish. Origin: Ukraine. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q1503789,Q2446322,Knish,,973,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q17107651,koba,Koba,koba,Canonical starter dish entry for Koba. Origin: Madagascar. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q17107651,Koba (sweet),,975,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q48781104,koe-sister,Koe'sister,koe sister,Canonical starter dish entry for Koe'sister. Origin: South Africa. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q48781104,Koe'sister,,976,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q227830,kogel-mogel,kogel mogel,kogel mogel,Canonical starter dish entry for kogel mogel. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q227830,Kogel mogel,,977,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3198369,koki,Koki,koki,Canonical starter dish entry for Koki. Origin: Cameroon. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3198369,Koki (food),,978,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q104849442,kola-kanda,Kola kanda,kola kanda,Canonical starter dish entry for Kola kanda. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q104849442,Kola kanda,,979,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q5257857,kolak,kolak,kolak,Canonical starter dish entry for kolak. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q5257857,Kolak (food),,980,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q125745103,kolkata-biryani,Kolkata biryani,kolkata biryani,Canonical starter dish entry for Kolkata biryani. Seeded from Wikidata with an English Wikipedia sitelink.,cat-rice-dishes-e5a0eea5,,Q125745103,Kolkata biryani,,981,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6427832,kolot,Kolot,kolot,Canonical starter dish entry for Kolot. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q654493,Q6427832,Kolot,,982,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q12841103,kombe,Kömbe,kombe,Canonical starter dish entry for Kömbe. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q654493,Q12841103,Kömbe,,983,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q17110849,kondowole,Kondowole,kondowole,Canonical starter dish entry for Kondowole. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q17110849,Kondowole,,984,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q56311538,kondreh-food,Kondreh (food),kondreh food,Canonical starter dish entry for Kondreh (food). Seeded from Wikidata with an English Wikipedia sitelink.,,,Q56311538,Kondreh (food),,985,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q907849,kongbap,Kongbap,kongbap,Canonical starter dish entry for Kongbap. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q647500,Q907849,Kongbap,,986,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3378248,kongen-af-danmark,Kongen af Danmark,kongen af danmark,Canonical starter dish entry for Kongen af Danmark. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3378248,Kongen af Danmark (confectionery),,987,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1781865,konowata,Konowata,konowata,Canonical starter dish entry for Konowata. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q234138,Q1781865,Konowata,,988,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6429813,konro,konro,konro,Canonical starter dish entry for konro. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q6429813,Konro,,989,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q96386264,koose,Koose,koose,Canonical starter dish entry for Koose. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q96386264,Koose,,990,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q540837,kopanisti-mykonou,Kopanisti mykonou,kopanisti mykonou,Canonical starter dish entry for Kopanisti mykonou. Origin: Greece. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q744027,Q540837,Kopanisti,,991,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q134475160,kore-mochi,Kore mochi,kore mochi,Canonical starter dish entry for Kore mochi. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q234138,Q134475160,Kore mochi,,992,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q28455614,korean-black-goat-stew,Korean black goat stew,korean black goat stew,Canonical starter dish entry for Korean black goat stew. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,cat-stews-ce00fa93,cui-wd-q647500,Q28455614,Heugyeomso-tang,,993,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1197104,koshari,koshari,koshari,Canonical starter dish entry for koshari. Origin: Egypt. Seeded from Wikidata with an English Wikipedia sitelink.,cat-noodle-dishes-f57723d0,cui-wd-q1346230,Q1197104,Koshary,,994,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6434112,kotlet-schabowy,kotlet schabowy,kotlet schabowy,Canonical starter dish entry for kotlet schabowy. Associated cuisine: Polish cuisine. Origin: Poland. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q756020,Q6434112,Kotlet schabowy,,995,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6454033,kottsoppa,Köttsoppa,kottsoppa,Canonical starter dish entry for Köttsoppa. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q6454033,Köttsoppa,,996,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1372313,krautshauptchen,Krautshäuptchen,krautshauptchen,Canonical starter dish entry for Krautshäuptchen. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q1372313,Krautshäuptchen,,997,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6436687,krembanan,Krembanan,krembanan,Canonical starter dish entry for Krembanan. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q6436687,Krembanan,,998,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q101440969,krokan,Krokan,krokan,Canonical starter dish entry for Krokan. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q101440969,Krokan,,999,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2937861,krowki,krówki,krowki,Canonical starter dish entry for krówki. Origin: Poland. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q756020,Q2937861,Krówki,,1000,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q693525,kruidnoten,Kruidnoten,kruidnoten,Canonical starter dish entry for Kruidnoten. Origin: Netherlands. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q693525,Kruidnoten,,1001,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3476509,kuai,kuai,kuai,Canonical starter dish entry for kuai. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3476509,Kuai (dish),,1002,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q518601,kuciukai,kūčiukai,kuciukai,Canonical starter dish entry for kūčiukai. Origin: Lithuania. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q518601,Kūčiukai,,1003,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6441755,kudos,Kudos,kudos,Canonical starter dish entry for Kudos. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q6441755,Kudos (granola bar),,1004,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q19728050,kue-ape,kue ape,kue ape,Canonical starter dish entry for kue ape. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q19728050,Kue ape,,1005,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q21014439,kue-gapit,Kue gapit,kue gapit,Canonical starter dish entry for Kue gapit. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q21014439,Kue gapit,,1006,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7377183,kue-leker,kue leker,kue leker,Canonical starter dish entry for kue leker. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q7377183,Kue leker,,1007,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q97178289,kue-putu-mayang,Kue putu mayang,kue putu mayang,Canonical starter dish entry for Kue putu mayang. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q97178289,Kue putu mayang,,1008,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q17997301,kue-rangi,kue rangi,kue rangi,Canonical starter dish entry for kue rangi. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q17997301,Kue rangi,,1009,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q25052639,kue-satu,Kue satu,kue satu,Canonical starter dish entry for Kue satu. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q25052639,Kue satu,,1010,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q12518675,kue-talam,Kue talam,kue talam,Canonical starter dish entry for Kue talam. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q12518675,Kue talam,,1011,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3220237,kuivaliha,Kuivaliha,kuivaliha,Canonical starter dish entry for Kuivaliha. Associated cuisine: Finnish cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3220237,Kuivaliha,,1012,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q60738834,kuksu,Kuksu,kuksu,Canonical starter dish entry for Kuksu. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q647500,Q60738834,Kuksi,,1013,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6421494,kuli-kuli,Kuli-kuli,kuli kuli,Canonical starter dish entry for Kuli-kuli. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q7033037,Q6421494,Kuli-kuli,,1014,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q12492887,kuluban,Kuluban,kuluban,Canonical starter dish entry for Kuluban. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q12492887,Kuluban,,1015,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q15427731,kumpir,kumpir,kumpir,Canonical starter dish entry for kumpir. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q654493,Q15427731,Kumpir,,1016,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q16669050,kurnik,Kurnik,kurnik,Canonical starter dish entry for Kurnik. Origin: Russia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-russian-0a46376e,Q16669050,Kurnik (pirog),,1017,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q16906849,kuru-fasulye,kuru fasulye,kuru fasulye,Canonical starter dish entry for kuru fasulye. Associated cuisine: Turkish cuisine. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q654493,Q16906849,Kuru fasulye,,1018,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2963566,kwanga,kwanga,kwanga,Canonical starter dish entry for kwanga. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q2963566,Chikwangue,,1019,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q137393900,kyalla,Kyalla,kyalla,Canonical starter dish entry for Kyalla. Origin: Armenia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q684343,Q137393900,Kyalla,,1020,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3272930,kyaraben,Kyaraben,kyaraben,Canonical starter dish entry for Kyaraben. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q234138,Q3272930,Kyaraben,,1021,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q137883935,la-bouillie,La bouillie,la bouillie,Canonical starter dish entry for La bouillie. Origin: Chad. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q137883935,La bouillie (Chadian food),,1022,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6493,labskaus,Labskaus,labskaus,Canonical starter dish entry for Labskaus. Associated cuisine: German cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q6493,Labskaus,,1023,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1218450,lacon-gallego,Lacón Gallego,lacon gallego,Canonical starter dish entry for Lacón Gallego. Associated cuisine: Galician cuisine. Origin: Spain. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q622512,Q1218450,Lacón,,1026,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6469786,ladob,Ladob,ladob,Canonical starter dish entry for Ladob. Origin: Seychelles. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q6469786,Ladob,,1027,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6478911,lakerda,Lakerda,lakerda,Canonical starter dish entry for Lakerda. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q654493,Q6478911,Lakerda,,1028,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1414887,lamajun,Lamajun,lamajun,Canonical starter dish entry for Lamajun. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q1414887,Lahmacun,,1029,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1561248,lamian,lamian,lamian,Canonical starter dish entry for lamian. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q1561248,Lamian,,1030,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q12492825,lampet,lampet,lampet,Canonical starter dish entry for lampet. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q12492825,Lampet,,1031,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q30587986,lamprais,Lamprais,lamprais,Canonical starter dish entry for Lamprais. Origin: Sri Lanka. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q2234037,Q30587986,Lamprais,,1032,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q613717,lampredotto,Lampredotto,lampredotto,Canonical starter dish entry for Lampredotto. Associated cuisine: Italian cuisine. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192786,Q613717,Lampredotto,,1033,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q109539600,lamprey-pie,Lamprey pie,lamprey pie,Canonical starter dish entry for Lamprey pie. Seeded from Wikidata with an English Wikipedia sitelink.,cat-pies-and-pastries-eefde59e,,Q109539600,Lamprey pie,,1034,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q575790,langos,lángos,langos,Canonical starter dish entry for lángos. Origin: Hungary. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q264327,Q575790,Lángos,,1035,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q55285600,laoyou-rice-noodles,Laoyou Rice Noodles,laoyou rice noodles,Canonical starter dish entry for Laoyou Rice Noodles. Seeded from Wikidata with an English Wikipedia sitelink.,cat-rice-dishes-e5a0eea5,,Q55285600,Laoyou rice noodles,,1036,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q20034,lasagna,lasagna,lasagna,Canonical starter dish entry for lasagna. Associated cuisine: Italian cuisine. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q20034,Lasagna,,1037,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q827654,lassi,lassi,lassi,Canonical starter dish entry for lassi. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192087,Q827654,Lassi,,1038,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q104856718,lavariya,Lavariya,lavariya,Canonical starter dish entry for Lavariya. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q104856718,Lavariya,,1039,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q4199436,lawar,lawar,lawar,Canonical starter dish entry for lawar. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q4199436,Lawar (food),,1040,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q12237734,layali-lubnan,layali lubnan,layali lubnan,Canonical starter dish entry for layali lubnan. Origin: Lebanon. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q929239,Q12237734,Layali lubnan,,1041,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2632589,lazanki,lazanki,lazanki,Canonical starter dish entry for lazanki. Origin: Poland. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q756020,Q2632589,Lazanki,,1042,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q872625,leberknodel,Leberknödel,leberknodel,Canonical starter dish entry for Leberknödel. Origin: Germany. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q47629,Q872625,Leberknödel,,1043,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q60776617,lechon-manok,Lechon manok,lechon manok,Canonical starter dish entry for Lechon manok. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q1520796,Q60776617,Lechon manok,,1045,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q25302535,ledikeni,Ledikeni,ledikeni,Canonical starter dish entry for Ledikeni. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q25302535,Ledikeni,,1046,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2180951,lekkerbekje,lekkerbekje,lekkerbekje,Canonical starter dish entry for lekkerbekje. Associated cuisine: Dutch cuisine. Origin: Netherlands. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q2180951,Lekkerbekje,,1047,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1684997,lemang,lemang,lemang,Canonical starter dish entry for lemang. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q1684997,Lemang,,1048,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q107094509,lemon-bar,lemon bar,lemon bar,Canonical starter dish entry for lemon bar. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q107094509,Lemon bar,,1049,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q120069075,lemon-pepper-wings,Lemon pepper wings,lemon pepper wings,Canonical starter dish entry for Lemon pepper wings. Associated cuisine: cuisine of the Southern United States. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q120069075,Lemon pepper wings,,1050,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2414031,lemper,lemper,lemper,Canonical starter dish entry for lemper. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q2414031,Lemper,,1051,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1827035,lentil-soup,lentil soup,lentil soup,Canonical starter dish entry for lentil soup. Seeded from Wikidata with an English Wikipedia sitelink.,cat-soups-58c2caa7,,Q1827035,Lentil soup,,1052,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3068890,licitar,licitar,licitar,Canonical starter dish entry for licitar. Origin: Croatia. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3068890,Licitar,,1053,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q112167282,limber,Limber,limber,Canonical starter dish entry for Limber. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q112167282,Limber (dessert),,1054,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q19839599,list-of-apple-dishes,list of apple dishes,list of apple dishes,Canonical starter dish entry for list of apple dishes. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q19839599,List of apple dishes,,1055,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1811076,liver-and-onions,Liver and onions,liver and onions,Canonical starter dish entry for Liver and onions. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q1811076,Liver and onions,,1056,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1570466,liverwurst,liverwurst,liverwurst,Canonical starter dish entry for liverwurst. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q1570466,Liverwurst,,1057,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
