id,label,node_type,parent_id,cuisine_id,category_id,family_id,size_hint
fam-beef-noodle-soup-4dcd1b76,Beef noodle soup,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-beef-noodle-soup-4dcd1b76,9
fam-cart-noodle-68dca97c,Cart noodle,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-cart-noodle-68dca97c,9
fam-chongqing-noodles-22010713,Chongqing noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-chongqing-noodles-22010713,9
fam-kuanfen-noodles-b76d80e5,Kuanfen noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kuanfen-noodles-b76d80e5,9
fam-dan-zai-noodles-ca2e9b85,Dan zai noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-dan-zai-noodles-ca2e9b85,9
fam-dandan-noodles-1697cf2d,Dandan noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-dandan-noodles-1697cf2d,9
fam-hokkien-mee-2e6d199a,Hokkien mee,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-hokkien-mee-2e6d199a,9
fam-hot-and-sour-noodles-ec5fccc5,Hot and sour noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-hot-and-sour-noodles-ec5fccc5,9
fam-hot-dry-noodles-4344c226,Hot dry noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-hot-dry-noodles-4344c226,9
fam-hui-mian-796b70f6,Hui mian,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-hui-mian-796b70f6,9
fam-jiangshui-noodles-8e3aa880,Jiangshui noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-jiangshui-noodles-8e3aa880,9
fam-lanzhou-beef-noodle-soup-668c941c,Lanzhou beef noodle soup,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-lanzhou-beef-noodle-soup-668c941c,9
fam-liangpi-6f660477,Liangpi,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-liangpi-6f660477,9
fam-luosifen-73f10469,Luosifen,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-luosifen-73f10469,9
fam-mee-pok-f55a6d9a,Mee pok,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mee-pok-f55a6d9a,9
fam-millinge-3b66325a,Millinge,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-millinge-3b66325a,9
fam-misua-5bd394ac,Misua,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-misua-5bd394ac,9
fam-noodles-with-tomato-egg-sauce-c9b214fc,Noodles with tomato egg sauce,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-noodles-with-tomato-egg-sauce-c9b214fc,9
fam-satay-bee-hoon-2b13daee,Satay bee hoon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-satay-bee-hoon-2b13daee,9
fam-shanghai-fried-noodles-54307b4e,Shanghai fried noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-shanghai-fried-noodles-54307b4e,9
fam-suan-la-fen-6bb3c793,Suan la fen,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-suan-la-fen-6bb3c793,9
fam-wonton-noodles-4872c2ba,Wonton noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-wonton-noodles-4872c2ba,9
fam-yuntunmian-b8050086,Yuntunmian,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-yuntunmian-b8050086,9
fam-zhajiangmian-1bb244b2,Zhajiangmian,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-zhajiangmian-1bb244b2,9
fam-beef-chow-fun-f771c626,Beef chow fun,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-beef-chow-fun-f771c626,9
fam-hiyashi-chuka-854c6ffe,Hiyashi chūka,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-hiyashi-chuka-854c6ffe,9
fam-hoto-ebad0744,Hōtō,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-hoto-ebad0744,9
fam-tsukemen-9f7293c7,Tsukemen,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-tsukemen-9f7293c7,9
fam-sara-udon-58e4fd32,Sara udon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-sara-udon-58e4fd32,9
fam-tensoba-7e3659f3,Tensoba,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-tensoba-7e3659f3,9
fam-toshikoshi-soba-70e1c16e,Toshikoshi soba,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-toshikoshi-soba-70e1c16e,9
fam-somen-9f223db6,Sōmen,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-somen-9f223db6,9
fam-udon-3611d9f6,Udon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-udon-3611d9f6,9
fam-yaki-udon-1c423a9d,Yaki udon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-yaki-udon-1c423a9d,9
fam-yakisoba-b94c7fcd,Yakisoba,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-yakisoba-b94c7fcd,9
fam-otaru-ankake-yakisoba-b0790673,Otaru Ankake Yakisoba,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-otaru-ankake-yakisoba-b0790673,9
fam-janchi-guksu-bef84fe7,Janchi guksu,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-janchi-guksu-bef84fe7,9
fam-jatguksu-e1824712,Jatguksu,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-jatguksu-e1824712,9
fam-jjamppong-17850d33,Jjamppong,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-jjamppong-17850d33,9
fam-jjolmyeon-8fec4d44,Jjolmyeon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-jjolmyeon-8fec4d44,9
fam-kalguksu-6f228227,Kalguksu,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kalguksu-6f228227,9
fam-kongguksu-aa26cf67,Kongguksu,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kongguksu-aa26cf67,9
fam-makguksu-1d316c89,Makguksu,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-makguksu-1d316c89,9
fam-milmyeon-98ed1e5c,Milmyeon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-milmyeon-98ed1e5c,9
fam-naengmyeon-6eda9ef1,Naengmyeon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-naengmyeon-6eda9ef1,9
fam-tsuivan-54e1ddf7,Tsuivan,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-tsuivan-54e1ddf7,9
fam-cellophane-noodles-13530355,Cellophane noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-cellophane-noodles-13530355,9
fam-a-gei-8ff097d0,A-gei,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-a-gei-8ff097d0,9
fam-eel-noodles-86f4c300,Eel noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-eel-noodles-86f4c300,9
fam-nabeyaki-egg-noodles-b836412d,Nabeyaki egg noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-nabeyaki-egg-noodles-b836412d,9
fam-neritic-squid-rice-noodles-1c6803d2,Neritic squid rice noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-neritic-squid-rice-noodles-1c6803d2,9
fam-oyster-vermicelli-056b5546,Oyster vermicelli,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-oyster-vermicelli-056b5546,9
fam-pumpkin-rice-vermicelli-fad7ec9e,Pumpkin rice vermicelli,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pumpkin-rice-vermicelli-fad7ec9e,9
fam-taiwanese-beef-noodle-soup-a7b4d36f,Taiwanese beef noodle soup,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-taiwanese-beef-noodle-soup-a7b4d36f,9
fam-tshik-a-mi-4bbb29ec,Tshik-á-mī,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-tshik-a-mi-4bbb29ec,9
fam-guthuk-5785a5ee,Guthuk,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-guthuk-5785a5ee,9
fam-laping-b6499cd6,Laping,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-laping-b6499cd6,9
fam-thenthuk-649c28b9,Thenthuk,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-thenthuk-649c28b9,9
fam-thukpa-ed1cffe3,Thukpa,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-thukpa-ed1cffe3,9
fam-kat-kyi-kaik-7d04fffa,Kat kyi kaik,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kat-kyi-kaik-7d04fffa,9
fam-kyay-oh-e0b37854,Kyay oh,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kyay-oh-e0b37854,9
fam-kya-zan-hinga-9201ce73,Kya zan hinga,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kya-zan-hinga-9201ce73,9
fam-meeshay-2d12cd07,Meeshay,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-meeshay-2d12cd07,9
fam-mohinga-b6a4ff33,Mohinga,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mohinga-b6a4ff33,9
fam-mont-di-3526da91,Mont di,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mont-di-3526da91,9
fam-nan-gyi-thohk-5f3f9ada,Nan gyi thohk,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-nan-gyi-thohk-5f3f9ada,9
fam-ohn-no-khao-swe-87b1e41f,Ohn no khao swè,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-ohn-no-khao-swe-87b1e41f,9
fam-sigyet-khauk-swe-904818fa,Sigyet khauk swè,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-sigyet-khauk-swe-904818fa,9
fam-banh-kanh-e8487094,Banh kanh,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-banh-kanh-e8487094,9
fam-kuyteav-59245d18,Kuyteav,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kuyteav-59245d18,9
fam-batchoy-286d355a,Batchoy,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-batchoy-286d355a,9
fam-kinalas-eafa8d24,Kinalas,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kinalas-eafa8d24,9
fam-lomi-45e6a888,Lomi,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-lomi-45e6a888,9
fam-mami-soup-24bc4c1f,Mami soup,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mami-soup-24bc4c1f,9
fam-odong-2163a1e7,Odong,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-odong-2163a1e7,9
fam-pancit-canton-1d2ac036,Pancit canton,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pancit-canton-1d2ac036,9
fam-pancit-choca-9e7e7448,Pancit choca,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pancit-choca-9e7e7448,9
fam-pancit-bihon-c8b85750,Pancit bihon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pancit-bihon-c8b85750,9
fam-pancit-estacion-897b41c9,Pancit estacion,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pancit-estacion-897b41c9,9
fam-pancit-luglug-4b57f7c5,Pancit luglug,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pancit-luglug-4b57f7c5,9
fam-pancit-molo-4244a2ed,Pancit molo,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pancit-molo-4244a2ed,9
fam-pancit-miki-83088799,Pancit miki,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pancit-miki-83088799,9
fam-pancit-palabok-c98ecef6,Pancit palabok,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-pancit-palabok-c98ecef6,9
fam-sopa-de-fideo-fb30790c,Sopa de fideo,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-sopa-de-fideo-fb30790c,9
fam-bihun-goreng-237286ac,Bihun goreng,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-bihun-goreng-237286ac,9
fam-char-kway-teow-56b0b7f1,Char kway teow,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-char-kway-teow-56b0b7f1,9
fam-kwetiau-ayam-9a743136,Kwetiau ayam,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kwetiau-ayam-9a743136,9
fam-kwetiau-goreng-a4f1c509,Kwetiau goreng,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-kwetiau-goreng-a4f1c509,9
fam-beef-kway-teow-19237ecf,Beef kway teow,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-beef-kway-teow-19237ecf,9
fam-laksa-cc9bca99,Laksa,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-laksa-cc9bca99,9
fam-lakso-5d51fdea,Lakso,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-lakso-5d51fdea,9
fam-mie-aceh-42b65b20,Mie aceh,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-aceh-42b65b20,9
fam-mie-bakso-b85d7ec5,Mie bakso,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-bakso-b85d7ec5,9
fam-mie-cakalang-9735a007,Mie cakalang,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-cakalang-9735a007,9
fam-mie-caluk-dc7f5251,Mie caluk,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-caluk-dc7f5251,9
fam-mie-combor-9889bf49,Mie combor,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-combor-9889bf49,9
fam-mie-gomak-a81fee7f,Mie gomak,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-gomak-a81fee7f,9
fam-mie-goreng-cbaeed78,Mie goreng,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-goreng-cbaeed78,9
fam-mie-ikan-8028a52f,Mie ikan,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-ikan-8028a52f,9
fam-mie-jawa-a62fab35,Mie jawa,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-jawa-a62fab35,9
fam-rujak-c7834094,Rujak,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-rujak-c7834094,9
fam-curry-mee-a0fd0daf,Curry mee,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-curry-mee-a0fd0daf,9
fam-mie-kangkung-1a90c8fb,Mie kangkung,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-kangkung-1a90c8fb,9
fam-mie-kering-88d2d70a,Mie kering,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-kering-88d2d70a,9
fam-mie-koclok-4e8f642f,Mie koclok,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-koclok-4e8f642f,9
fam-mie-kocok-1908e108,Mie kocok,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-kocok-1908e108,9
fam-mie-kopyok-6f94c005,Mie kopyok,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-kopyok-6f94c005,9
fam-mie-kuah-0900b5f6,Mie kuah,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-kuah-0900b5f6,9
fam-wonton-noodle-6e2129d1,Wonton noodle,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-wonton-noodle-6e2129d1,9
fam-mie-rebus-30c626e2,Mie rebus,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-rebus-30c626e2,9
fam-mie-tarempa-10019b1d,Mie tarempa,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mie-tarempa-10019b1d,9
fam-tinutuan-3ac3a08d,Tinutuan,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-tinutuan-3ac3a08d,9
fam-soto-mie-f93f18a2,Soto mie,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-soto-mie-f93f18a2,9
fam-khao-poon-aa366719,Khao poon,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-khao-poon-aa366719,9
fam-khao-soi-fcac195f,Khao soi,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-khao-soi-fcac195f,9
fam-feu-food-12cd3836,Feu (food),dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-feu-food-12cd3836,9
fam-lard-na-17a9bfd5,Lard na,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-lard-na-17a9bfd5,9
fam-khao-piak-sen-22ed2a6d,Khao piak sen,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-khao-piak-sen-22ed2a6d,9
fam-duck-soup-noodles-a72aa514,Duck soup noodles,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-duck-soup-noodles-a72aa514,9
fam-hae-mee-0601f718,Hae mee,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-hae-mee-0601f718,9
fam-lor-mee-ceb0f80e,Lor mee,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-lor-mee-ceb0f80e,9
fam-mee-bandung-422f91b2,Mee bandung,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mee-bandung-422f91b2,9
fam-mee-goreng-c9905dcc,Mee goreng,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mee-goreng-c9905dcc,9
fam-mee-kolo-d34110f3,Mee kolo,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mee-kolo-d34110f3,9
fam-mi-rebus-26aeeb6b,Mi rebus,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mi-rebus-26aeeb6b,9
fam-mee-siam-e89c7fa6,Mee siam,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mee-siam-e89c7fa6,9
fam-mee-tauhu-d13b6e42,Mee tauhu,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-mee-tauhu-d13b6e42,9
fam-rice-noodle-roll-c5f40fef,Rice noodle roll,dish_family,cat-noodle-dishes-f57723d0,,cat-noodle-dishes-f57723d0,fam-rice-noodle-roll-c5f40fef,9
