id,name,normalized_name,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title
fam-wd-q3391647,klappertaart,klappertaart,,cui-wd-q787497,Q3391647,Klappertaart
fam-wd-q13096825,klatak satay,klatak satay,cat-skewers-and-grilled-dishes-08780632,cui-wd-q787497,Q13096825,Sate klatak
fam-wd-q1152783,klenät,klenat,,,Q1152783,Klenät
fam-wd-q11299865,Klondike bar,klondike bar,,,Q11299865,Klondike bar
fam-wd-q2446322,knish,knish,,cui-wd-q1503789,Q2446322,Knish
fam-wd-q17107651,Koba,koba,,,Q17107651,Koba (sweet)
fam-wd-q48781104,Koe'sister,koe sister,,,Q48781104,Koe'sister
fam-wd-q227830,kogel mogel,kogel mogel,,,Q227830,Kogel mogel
fam-wd-q3198369,Koki,koki,,,Q3198369,Koki (food)
fam-wd-q104849442,Kola kanda,kola kanda,,,Q104849442,Kola kanda
fam-wd-q5257857,kolak,kolak,,cui-wd-q787497,Q5257857,Kolak (food)
fam-wd-q125745103,Kolkata biryani,kolkata biryani,cat-rice-dishes-e5a0eea5,,Q125745103,Kolkata biryani
fam-wd-q6427832,Kolot,kolot,,cui-wd-q654493,Q6427832,Kolot
fam-wd-q12841103,Kömbe,kombe,,cui-wd-q654493,Q12841103,Kömbe
fam-wd-q17110849,Kondowole,kondowole,,,Q17110849,Kondowole
fam-wd-q56311538,Kondreh (food),kondreh food,,,Q56311538,Kondreh (food)
fam-wd-q907849,Kongbap,kongbap,,cui-wd-q647500,Q907849,Kongbap
fam-wd-q3378248,Kongen af Danmark,kongen af danmark,,,Q3378248,Kongen af Danmark (confectionery)
fam-wd-q1781865,Konowata,konowata,,cui-wd-q234138,Q1781865,Konowata
fam-wd-q6429813,konro,konro,,cui-wd-q787497,Q6429813,Konro
fam-wd-q96386264,Koose,koose,,,Q96386264,Koose
fam-wd-q540837,Kopanisti mykonou,kopanisti mykonou,,cui-wd-q744027,Q540837,Kopanisti
fam-wd-q134475160,Kore mochi,kore mochi,,cui-wd-q234138,Q134475160,Kore mochi
fam-wd-q28455614,Korean black goat stew,korean black goat stew,cat-stews-ce00fa93,cui-wd-q647500,Q28455614,Heugyeomso-tang
fam-wd-q1197104,koshari,koshari,cat-noodle-dishes-f57723d0,cui-wd-q1346230,Q1197104,Koshary
fam-wd-q6434112,kotlet schabowy,kotlet schabowy,,cui-wd-q756020,Q6434112,Kotlet schabowy
fam-wd-q6454033,Köttsoppa,kottsoppa,,,Q6454033,Köttsoppa
fam-wd-q1372313,Krautshäuptchen,krautshauptchen,,,Q1372313,Krautshäuptchen
fam-wd-q6436687,Krembanan,krembanan,,,Q6436687,Krembanan
fam-wd-q101440969,Krokan,krokan,,,Q101440969,Krokan
fam-wd-q2937861,krówki,krowki,,cui-wd-q756020,Q2937861,Krówki
fam-wd-q693525,Kruidnoten,kruidnoten,,,Q693525,Kruidnoten
fam-wd-q3476509,kuai,kuai,,,Q3476509,Kuai (dish)
fam-wd-q518601,kūčiukai,kuciukai,,,Q518601,Kūčiukai
fam-wd-q6441755,Kudos,kudos,,,Q6441755,Kudos (granola bar)
fam-wd-q19728050,kue ape,kue ape,,cui-wd-q787497,Q19728050,Kue ape
fam-wd-q21014439,Kue gapit,kue gapit,,cui-wd-q787497,Q21014439,Kue gapit
fam-wd-q7377183,kue leker,kue leker,,cui-wd-q787497,Q7377183,Kue leker
fam-wd-q97178289,Kue putu mayang,kue putu mayang,,cui-wd-q787497,Q97178289,Kue putu mayang
fam-wd-q17997301,kue rangi,kue rangi,,cui-wd-q787497,Q17997301,Kue rangi
fam-wd-q25052639,Kue satu,kue satu,,cui-wd-q787497,Q25052639,Kue satu
fam-wd-q12518675,Kue talam,kue talam,,cui-wd-q787497,Q12518675,Kue talam
fam-wd-q3220237,Kuivaliha,kuivaliha,,,Q3220237,Kuivaliha
fam-wd-q60738834,Kuksu,kuksu,,cui-wd-q647500,Q60738834,Kuksi
fam-wd-q6421494,Kuli-kuli,kuli kuli,,cui-wd-q7033037,Q6421494,Kuli-kuli
fam-wd-q12492887,Kuluban,kuluban,,cui-wd-q787497,Q12492887,Kuluban
fam-wd-q15427731,kumpir,kumpir,,cui-wd-q654493,Q15427731,Kumpir
fam-wd-q16669050,Kurnik,kurnik,,cui-russian-0a46376e,Q16669050,Kurnik (pirog)
fam-wd-q16906849,kuru fasulye,kuru fasulye,,cui-wd-q654493,Q16906849,Kuru fasulye
fam-wd-q2963566,kwanga,kwanga,,,Q2963566,Chikwangue
fam-wd-q137393900,Kyalla,kyalla,,cui-wd-q684343,Q137393900,Kyalla
fam-wd-q3272930,Kyaraben,kyaraben,,cui-wd-q234138,Q3272930,Kyaraben
fam-wd-q137883935,La bouillie,la bouillie,,,Q137883935,La bouillie (Chadian food)
fam-wd-q6493,Labskaus,labskaus,,,Q6493,Labskaus
fam-wd-q1218450,Lacón Gallego,lacon gallego,,cui-wd-q622512,Q1218450,Lacón
fam-wd-q6469786,Ladob,ladob,,,Q6469786,Ladob
fam-wd-q6478911,Lakerda,lakerda,,cui-wd-q654493,Q6478911,Lakerda
fam-wd-q1414887,Lamajun,lamajun,,,Q1414887,Lahmacun
fam-wd-q1561248,lamian,lamian,,,Q1561248,Lamian
fam-wd-q12492825,lampet,lampet,,cui-wd-q787497,Q12492825,Lampet
fam-wd-q30587986,Lamprais,lamprais,,cui-wd-q2234037,Q30587986,Lamprais
fam-wd-q613717,Lampredotto,lampredotto,,cui-wd-q192786,Q613717,Lampredotto
fam-wd-q109539600,Lamprey pie,lamprey pie,cat-pies-and-pastries-eefde59e,,Q109539600,Lamprey pie
fam-wd-q575790,lángos,langos,,cui-wd-q264327,Q575790,Lángos
fam-wd-q55285600,Laoyou Rice Noodles,laoyou rice noodles,cat-rice-dishes-e5a0eea5,,Q55285600,Laoyou rice noodles
fam-wd-q20034,lasagna,lasagna,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q20034,Lasagna
fam-wd-q827654,lassi,lassi,,cui-wd-q192087,Q827654,Lassi
fam-wd-q104856718,Lavariya,lavariya,,,Q104856718,Lavariya
fam-wd-q4199436,lawar,lawar,,cui-wd-q787497,Q4199436,Lawar (food)
fam-wd-q12237734,layali lubnan,layali lubnan,,cui-wd-q929239,Q12237734,Layali lubnan
fam-wd-q2632589,lazanki,lazanki,,cui-wd-q756020,Q2632589,Lazanki
fam-wd-q872625,Leberknödel,leberknodel,,cui-wd-q47629,Q872625,Leberknödel
fam-wd-q60776617,Lechon manok,lechon manok,,cui-wd-q1520796,Q60776617,Lechon manok
fam-wd-q25302535,Ledikeni,ledikeni,,,Q25302535,Ledikeni
fam-wd-q2180951,lekkerbekje,lekkerbekje,,,Q2180951,Lekkerbekje
fam-wd-q1684997,lemang,lemang,,cui-wd-q787497,Q1684997,Lemang
fam-wd-q107094509,lemon bar,lemon bar,,,Q107094509,Lemon bar
fam-wd-q120069075,Lemon pepper wings,lemon pepper wings,,,Q120069075,Lemon pepper wings
fam-wd-q2414031,lemper,lemper,,cui-wd-q787497,Q2414031,Lemper
fam-wd-q1827035,lentil soup,lentil soup,cat-soups-58c2caa7,,Q1827035,Lentil soup
fam-wd-q3068890,licitar,licitar,,,Q3068890,Licitar
fam-wd-q112167282,Limber,limber,,,Q112167282,Limber (dessert)
fam-wd-q19839599,list of apple dishes,list of apple dishes,,,Q19839599,List of apple dishes
fam-wd-q1811076,Liver and onions,liver and onions,,,Q1811076,Liver and onions
fam-wd-q1570466,liverwurst,liverwurst,,,Q1570466,Liverwurst
fam-wd-q3257494,Llapingacho,llapingacho,,,Q3257494,Llapingacho
fam-wd-q281385,lo mein,lo mein,cat-noodle-dishes-f57723d0,,Q281385,Lo mein
fam-wd-q121027105,Loaded fries,loaded fries,cat-snacks-and-street-food-7e6d6760,,Q121027105,Loaded fries
fam-wd-q2894864,Lobster Thermidor,lobster thermidor,cat-seafood-dishes-67642233,cui-wd-q6661,Q2894864,Lobster Thermidor
fam-wd-q1202255,Loco moco,loco moco,,cui-american-60d23958,Q1202255,Loco moco
fam-wd-q1420442,Lohikeitto,lohikeitto,,,Q1420442,Lohikeitto
fam-wd-q586307,lokma,lokma,,cui-wd-q1036498,Q586307,Lokma
fam-wd-q12033864,lokša,loksa,,,Q12033864,Lokša
fam-wd-q1868851,Lomo saltado,lomo saltado,,cui-wd-q749847,Q1868851,Lomo saltado
fam-wd-q11876213,London drops,london drops,,,Q11876213,London drops
fam-wd-q1683716,lontong,lontong,,cui-wd-q787497,Q1683716,Lontong
fam-wd-q16738075,Lontong dekem,lontong dekem,,cui-wd-q787497,Q16738075,Lontong dekem
fam-wd-q126888623,Lort cha,lort cha,,,Q126888623,Lort cha
fam-wd-q14918748,lotek,lotek,,cui-wd-q787497,Q14918748,Lotek (food)
fam-wd-q17116309,Love Hearts,love hearts,,,Q17116309,Love Hearts
fam-wd-q8265768,lower leg,lower leg,,,Q8265768,Crus (lower leg)
fam-wd-q1105512,Lula kebab,lula kebab,cat-skewers-and-grilled-dishes-08780632,,Q1105512,Lula kebab
fam-wd-q4103061,lumpia Semarang,lumpia semarang,,cui-wd-q787497,Q4103061,Lumpia semarang
fam-wd-q4202016,lupis,lupis,,cui-wd-q787497,Q4202016,Lupis (food)
fam-wd-q1094305,Luther Burger,luther burger,cat-burgers-09c6dfae,cui-american-60d23958,Q1094305,Luther Burger
fam-wd-q123171413,Luwombo,luwombo,,,Q123171413,Luwombo
fam-wd-q10910138,Luzhu Huoshao,luzhu huoshao,,,Q10910138,Luzhu huoshao
fam-wd-q15895670,Lychee pork,lychee pork,,,Q15895670,Lychee pork
fam-wd-q16664232,M'hancha,m hancha,,cui-wd-q1150262,Q16664232,Mhancha
fam-wd-q16888187,Maboké,maboke,,,Q16888187,Maboké
fam-wd-q378341,macaroni and cheese,macaroni and cheese,cat-pasta-dishes-18ec3e4d,cui-wd-q918277,Q378341,Macaroni and cheese
fam-wd-q2495505,macaroni casserole,macaroni casserole,cat-pasta-dishes-18ec3e4d,,Q2495505,Macaroni casserole
fam-wd-q11339918,macaroni salad,macaroni salad,cat-pasta-dishes-18ec3e4d,,Q11339918,Macaroni salad
fam-wd-q12971248,macaroni soup,macaroni soup,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q12971248,Macaroni soup
fam-wd-q60760532,Mache,mache,,cui-wd-q1520796,Q60760532,Mache (food)
fam-wd-q6723517,Machh bhaja,machh bhaja,,,Q6723517,Machh bhaja
fam-wd-q9026659,macun şekeri,macun sekeri,,cui-wd-q654493,Q9026659,Macun
fam-wd-q12496028,Madumongso,madumongso,,cui-wd-q787497,Q12496028,Madumongso
fam-wd-q6585018,Mafrum,mafrum,,,Q6585018,Mafrum
fam-wd-q6729605,Magaj,magaj,,cui-wd-q192087,Q6729605,Maghaz
fam-wd-q535064,magiritsa,magiritsa,,cui-wd-q744027,Q535064,Magiritsa
fam-wd-q17634577,mahjouba,mahjouba,,cui-wd-q3006881,Q17634577,Mahdjouba
fam-wd-q96742825,makaroni schotel,makaroni schotel,,cui-wd-q787497,Q96742825,Macaroni schotel
fam-wd-q6738866,makchang-gui,makchang gui,,cui-wd-q647500,Q6738866,Makchang
fam-wd-q1286804,Makkaraperunat,makkaraperunat,,,Q1286804,Makkaraperunat
fam-wd-q18883046,mala hot pot,mala hot pot,cat-stews-ce00fa93,,Q18883046,Chongqing hot pot
fam-wd-q1886687,Malakoff,malakoff,,,Q1886687,Malakoff (food)
fam-wd-q20060232,Mallung,mallung,,cui-wd-q2234037,Q20060232,Mallung
fam-wd-q2716518,Maltesers,maltesers,,,Q2716518,Maltesers
fam-wd-q1887892,Maluns,maluns,,cui-wd-q42029,Q1887892,Maluns
fam-wd-q6745480,Mamba,mamba,,,Q6745480,Mamba (candy)
fam-wd-q13018870,Mamuang kuan,mamuang kuan,,cui-wd-q841984,Q13018870,Mamuang kuan
fam-wd-q6747617,Manchow soup,manchow soup,cat-soups-58c2caa7,cui-wd-q192087,Q6747617,Manchow soup
fam-wd-q284983,mandu,mandu,,,Q284983,Mandu (food)
fam-wd-q28154305,Mangalorean Chicken Sukka,mangalorean chicken sukka,,cui-wd-q192087,Q28154305,Mangalorean chicken sukka
fam-wd-q60740781,mango float,mango float,,cui-wd-q1520796,Q60740781,Mango float
fam-wd-q13013369,mango sticky rice,mango sticky rice,cat-rice-dishes-e5a0eea5,,Q13013369,Mango sticky rice
fam-wd-q3286616,Mantecadas de Astorga,mantecadas de astorga,,cui-wd-q622512,Q3286616,Mantecada
fam-wd-q262796,manti,manti,,,Q262796,Manti (food)
fam-wd-q12496810,Manuk Napinadar,manuk napinadar,,cui-wd-q787497,Q12496810,Manuk napinadar
fam-wd-q6754314,maque choux,maque choux,,,Q6754314,Maque choux
fam-wd-q100320697,Margi special,margi special,,cui-wd-q7033037,Q100320697,Marghi special
fam-wd-q5062050,Marianne,marianne,,,Q5062050,Marianne (candy)
fam-wd-q3849360,maritozzo,maritozzo,,cui-wd-q192786,Q3849360,Maritozzo
fam-wd-q138337365,Maroi Bori Thongba,maroi bori thongba,,,Q138337365,Maroi bori thongba
fam-wd-q2047314,Maror,maror,,,Q2047314,Maror
fam-wd-q77501769,Marquesita,marquesita,,,Q77501769,Marquesita
fam-wd-q982758,Marraqueta,marraqueta,,,Q982758,Marraqueta
fam-wd-q6779865,Mary Jane,mary jane,,,Q6779865,Mary Jane (candy)
fam-wd-q137908295,Maryland crab soup,maryland crab soup,cat-soups-58c2caa7,cui-american-60d23958,Q137908295,Maryland crab soup
fam-wd-q137921897,Masa,masa,,,Q137921897,Masa (Nigerian food)
fam-wd-q322787,mashed potato,mashed potato,,,Q322787,Mashed potato
fam-wd-q60760541,Masi,masi,,cui-wd-q1520796,Q60760541,Masi (food)
fam-wd-q132132567,Maskurolhi,maskurolhi,,,Q132132567,Maskurolhi
fam-wd-q12553023,Mastava,mastava,,,Q12553023,Mastava
fam-wd-q96742694,matapa,matapa,,,Q96742694,Matapa
fam-wd-q6528443,Mataz,mataz,,,Q6528443,Mataz
fam-wd-q1626853,Matoke,matoke,,,Q1626853,Matoke
fam-wd-q6789614,Mattar paneer,mattar paneer,cat-vegetable-and-legume-mains-b836795b,cui-wd-q192087,Q6789614,Matar paneer
fam-wd-q2654880,matzah brei,matzah brei,,,Q2654880,Matzah brei
fam-wd-q1131897,Mazamorra,mazamorra,,,Q1131897,Mazamorra
fam-wd-q3853270,Mazzerelle,mazzerelle,,cui-wd-q192786,Q3853270,Mazzarelle
fam-wd-q6799964,McArabia,mcarabia,,,Q6799964,McArabia
fam-wd-q111940640,McPlant,mcplant,,,Q111940640,McPlant
fam-wd-q85784605,McVeggie,mcveggie,,,Q85784605,McVeggie
fam-wd-q5367573,meat pie,meat pie,cat-pies-and-pastries-eefde59e,cui-wd-q192786,Q5367573,Meat pie
fam-wd-q97101726,Meatball noodles,meatball noodles,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q97101726,Mie bakso
fam-wd-q104698217,Mebos,mebos,,,Q104698217,Mebos
fam-wd-q20726175,Medfouna,medfouna,,,Q20726175,Medfouna
fam-wd-q6807955,Mefun,mefun,,cui-wd-q234138,Q6807955,Mefun
fam-wd-q11343150,mehallabiyya,mehallabiyya,,cui-wd-q9943666,Q11343150,Muhallebi
fam-wd-q1920415,menemen,menemen,,cui-wd-q654493,Q1920415,Menemen (food)
fam-wd-q1046535,Mentos,mentos,,,Q1046535,Mentos
fam-wd-q6817675,Menudo,menudo,,cui-wd-q207965,Q6817675,Menudo (Mexican soup)
fam-wd-q6817673,Menudo,menudo,,cui-wd-q1520796,Q6817673,Menudo (Filipino stew)
fam-wd-q136514395,Mercato Metropolitano in Elephant and Castle,mercato metropolitano in elephant and castle,,,Q136514395,Mercato Metropolitano
fam-wd-q1146477,Merci,merci,,,Q1146477,Merci (candy)
fam-wd-q18595468,merveilleux,merveilleux,,cui-belgian-f69a2115,Q18595468,Merveilleux (dessert)
fam-wd-q3082973,Mesclun,mesclun,,cui-wd-q6661,Q3082973,Mesclun
fam-wd-q16706914,Mett,mett,,cui-wd-q47629,Q16706914,Mett
fam-wd-q19746250,Meuseukat,meuseukat,,cui-wd-q787497,Q19746250,Meuseukat
fam-wd-q6826082,Mexican pizza,mexican pizza,cat-flatbreads-and-pizzas-f0961fe2,cui-wd-q207965,Q6826082,Mexican pizza
fam-wd-q47005562,mfarakeh,mfarakeh,,,Q47005562,Mfarakeh
fam-wd-q19738539,Mi gomak,mi gomak,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q19738539,Mie gomak
fam-wd-q6827067,mi krop,mi krop,cat-noodle-dishes-f57723d0,cui-wd-q841984,Q6827067,Mi krop
fam-wd-q6827710,Mianwo,mianwo,,,Q6827710,Mianwo
fam-wd-q6842216,Midget Gems,midget gems,,,Q6842216,Midget Gems
fam-wd-q16765345,mie ayam,mie ayam,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q16765345,Mie ayam
fam-wd-q130553333,Mie Bangladesh,mie bangladesh,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q130553333,Mie Bangladesh
fam-wd-q4208661,Mie celor,mie celor,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q4208661,Mie celor
fam-wd-q957776,Migas,migas,,cui-wd-q622512,Q957776,Migas
fam-wd-q1932441,Mignon,mignon,,,Q1932441,Mignon (chocolate egg)
fam-wd-q935937,Miguelitos,miguelitos,,cui-wd-q622512,Q935937,Miguelitos
fam-wd-q30673009,Mihidana,mihidana,,,Q30673009,Mihidana
fam-wd-q30326666,milanesa,milanesa,,,Q30326666,Milanesa
fam-wd-q26877970,military chocolate,military chocolate,cat-confections-and-sweets-33dd665f,,Q26877970,Military chocolate (Switzerland)
fam-wd-q12491,mille-feuille,mille feuille,,cui-wd-q6661,Q12491,Mille-feuille
fam-wd-q4293923,mimosa salad,mimosa salad,cat-salads-aa3e870c,,Q4293923,Mimosa salad
fam-wd-q1142998,mimosa sugar ball,mimosa sugar ball,,cui-wd-q1194855,Q1142998,Mimosa Sugar Balls
fam-wd-q60745567,mince on toast,mince on toast,,,Q60745567,Mince on toast
fam-wd-q6863335,Minchee,minchee,,,Q6863335,Minchee
fam-wd-q19958198,Ming'oko,ming oko,,,Q19958198,Ming'oko
fam-wd-q12287205,mish-mash,mish mash,,,Q12287205,Mish-mash (food)
fam-wd-q6881572,Mishti doi,mishti doi,,,Q6881572,Mishti doi
fam-wd-q600438,Mititei,mititei,,,Q600438,Mititei
fam-wd-q2485491,mitraillette,mitraillette,,cui-belgian-f69a2115,Q2485491,Mitraillette
fam-wd-q777487,mixed pickle,mixed pickle,cat-sauces-and-condiments-10f97308,,Q777487,Mixed pickle
fam-wd-q25043234,miyar kuka,miyar kuka,,cui-wd-q7033037,Q25043234,Miyar kuka
fam-wd-q112911928,Miyar zogale,miyar zogale,,cui-wd-q7033037,Q112911928,Miyar zogale
fam-wd-q60760520,Moche,moche,,cui-wd-q1520796,Q60760520,Moche (food)
fam-wd-q16935343,Modjeska,modjeska,,,Q16935343,Modjeska (confection)
fam-wd-q872611,Mohr im Hemd,mohr im hemd,,,Q872611,Mohr im Hemd
fam-wd-q118874832,Mokthuk,mokthuk,,,Q118874832,Mokthuk
fam-wd-q110533119,Mollete of Antequera,mollete of antequera,,cui-wd-q622512,Q110533119,Mollete de Antequera
fam-wd-q56307726,Molotof,molotof,,cui-wd-q180817,Q56307726,Pudim Molotov
fam-wd-q25617898,Mondeghili,mondeghili,,cui-wd-q192786,Q25617898,Mondeghili
fam-wd-q113159014,Mondulkiri wild honey,mondulkiri wild honey,,cui-wd-q139430,Q113159014,Mondulkiri wild honey
fam-wd-q6899667,Mongolian beef,mongolian beef,,cui-wd-q707908,Q6899667,Mongolian beef
fam-wd-q1141370,monkey brains,monkey brains,,,Q1141370,Monkey brains
fam-wd-q6904753,Monte Cristo sandwich,monte cristo sandwich,cat-sandwiches-116c3e15,cui-american-60d23958,Q6904753,Monte Cristo sandwich
fam-wd-q5056486,Montreal-style smoked meat,montreal style smoked meat,,cui-wd-q1324207,Q5056486,Montreal-style smoked meat
fam-wd-q2234053,moorkop,moorkop,,,Q2234053,Moorkop
fam-wd-q25339122,Moose Tracks,moose tracks,,cui-american-60d23958,Q25339122,Moose Tracks
fam-wd-q1476953,Möpkenbrot,mopkenbrot,,cui-wd-q47629,Q1476953,Möpkenbrot
fam-wd-q11581336,Morioka jajamen,morioka jajamen,,cui-wd-q234138,Q11581336,Morioka jajamen
fam-wd-q1639853,Moros y Cristianos,moros y cristianos,,cui-wd-q622512,Q1639853,Moros y Cristianos (dish)
fam-wd-q31739973,Mosbolletjies,mosbolletjies,,,Q31739973,Mosbolletjies
fam-wd-q1200514,moules-frites,moules frites,,cui-belgian-f69a2115,Q1200514,Moules-frites
fam-wd-q6924874,Mountain Bar,mountain bar,,,Q6924874,Mountain Bar
fam-wd-q206918,moussaka,moussaka,cat-casseroles-and-bakes-43c0edef,cui-wd-q744027,Q206918,Moussaka
fam-wd-q3596214,'Mpanatigghi,mpanatigghi,,cui-wd-q192786,Q3596214,'Mpanatigghi
fam-wd-q1951443,Mr. Tom,mr tom,,,Q1951443,Mr. Tom
fam-wd-q136842110,Mshosh,mshosh,,cui-wd-q684343,Q136842110,Mshosh
fam-wd-q3327283,Msoki,msoki,,cui-wd-q1328433,Q3327283,Msoki
fam-wd-q3327301,Mtewem,mtewem,,cui-wd-q3006881,Q3327301,Tajine mtewem
fam-wd-q6944521,Mućkalica,muckalica,,,Q6944521,Mućkalica
fam-wd-q15730394,mücver,mucver,,cui-wd-q654493,Q15730394,Mücver
fam-wd-q52406,muesli,muesli,,,Q52406,Muesli
fam-wd-q655235,muffuletta,muffuletta,cat-sandwiches-116c3e15,cui-american-60d23958,Q655235,Muffuletta
fam-wd-q16411925,Mulgikapsad,mulgikapsad,,,Q16411925,Mulgikapsad
fam-wd-q2721752,Murukku,murukku,,cui-wd-q192087,Q2721752,Murukku
fam-wd-q16979788,Musk stick,musk stick,,,Q16979788,Musk stick
fam-wd-q3868691,Mustacciuoli,mustacciuoli,,cui-wd-q192786,Q3868691,Mustacciuoli
fam-wd-q20423491,Mutabbaq Samak,mutabbaq samak,cat-rice-dishes-e5a0eea5,,Q20423491,Mutabbaq samak
fam-wd-q5796448,mute,mute,,cui-wd-q909057,Q5796448,Mute (soup)
fam-wd-q4305901,Muzhuzhi,muzhuzhi,,cui-wd-q1199026,Q4305901,Muzhuzhi
fam-wd-q11883680,Mynthon,mynthon,,,Q11883680,Mynthon
fam-wd-q44130098,Nabadwip’s Red Curd,nabadwips red curd,,,Q44130098,Nabadwip-er lal doi
fam-wd-q4189615,nagasari,nagasari,,cui-wd-q787497,Q4189615,Nagasari
fam-wd-q1062144,namul,namul,,cui-wd-q647500,Q1062144,Namul
fam-wd-q2750595,Napoleon Sweets,napoleon sweets,,,Q2750595,Napoleon sweets
fam-wd-q6967043,Nasi bakar,nasi bakar,,cui-wd-q787497,Q6967043,Nasi bakar
fam-wd-q6967046,nasi bogana,nasi bogana,,cui-wd-q787497,Q6967046,Nasi bogana
fam-wd-q3273951,nasi campur,nasi campur,,cui-wd-q787497,Q3273951,Nasi campur
fam-wd-q12500151,Nasi gandul,nasi gandul,,cui-wd-q787497,Q12500151,Nasi gandul
fam-wd-q64216206,Nasi goreng Jawa,nasi goreng jawa,,,Q64216206,Nasi goreng jawa
fam-wd-q4205452,nasi kebuli,nasi kebuli,,cui-wd-q787497,Q4205452,Nasi kebuli
fam-wd-q3244647,nasi kucing,nasi kucing,,cui-wd-q787497,Q3244647,Nasi kucing
fam-wd-q3269818,nasi kuning,nasi kuning,,cui-wd-q787497,Q3269818,Nasi kuning
fam-wd-q6967048,Nasi liwet,nasi liwet,,cui-wd-q787497,Q6967048,Nasi liwet
fam-wd-q55593280,nasi minyak,nasi minyak,,cui-wd-q787497,Q55593280,Nasi minyak
fam-wd-q17054040,Nasi padang,nasi padang,,cui-wd-q787497,Q17054040,Nasi padang
fam-wd-q6967051,Nasi paprik,nasi paprik,,,Q6967051,Nasi paprik
fam-wd-q12500155,nasi tempong,nasi tempong,,cui-wd-q787497,Q12500155,Nasi tempong
fam-wd-q6967056,nasi tim,nasi tim,,cui-wd-q787497,Q6967056,Nasi tim
fam-wd-q3236175,nasi uduk,nasi uduk,,cui-wd-q787497,Q3236175,Nasi uduk
fam-wd-q4920553,Nasi ulam,nasi ulam,,cui-wd-q787497,Q4920553,Nasi ulam
fam-wd-q1193612,nata de coco,nata de coco,,cui-wd-q1520796,Q1193612,Nata de coco
fam-wd-q85787805,nata de piña,nata de pina,,cui-wd-q1520796,Q85787805,Nata de piña
fam-wd-q2135193,Natas do Céu,natas do ceu,,cui-wd-q180817,Q2135193,Natas do Céu
fam-wd-q13651680,Natinombur,natinombur,,cui-wd-q787497,Q13651680,Natinombur
fam-wd-q12555954,Nauryz kozhe,nauryz kozhe,,,Q12555954,Nauryz kozhe
fam-wd-q26693028,Nazook,nazook,,cui-wd-q684343,Q26693028,Nazook
fam-wd-q1131837,Ndolé,ndole,,,Q1131837,Ndolé
fam-wd-q176927,Neapolitan wafer,neapolitan wafer,,cui-wd-q42029,Q176927,Neapolitan wafer
fam-wd-q3874120,Neccio,neccio,,cui-wd-q192786,Q3874120,Neccio
fam-wd-q3537474,neera,neera,,cui-wd-q787497,Q3537474,Neera
fam-wd-q3301336,Negimaki,negimaki,,cui-american-60d23958,Q3301336,Negimaki
fam-wd-q109436498,Nem Lai Vung,nem lai vung,,cui-wd-q826059,Q109436498,Nem chua Lai Vung
fam-wd-q16159647,neobiani,neobiani,,cui-wd-q647500,Q16159647,Neobiani
fam-wd-q11275121,Nerikuri,nerikuri,,,Q11275121,Nerikuri
fam-wd-q6996558,Nero,nero,,,Q6996558,Nero (confectionery)
fam-wd-q129900296,Nesselrode pudding,nesselrode pudding,cat-puddings-and-custards-1664b0f1,,Q129900296,Nesselrode pudding
fam-wd-q7000528,nettle soup,nettle soup,cat-soups-58c2caa7,cui-wd-q654493,Q7000528,Nettle soup
fam-wd-q17110181,New Jersey sloppy joe,new jersey sloppy joe,,cui-american-60d23958,Q17110181,Sloppy joe (New Jersey)
fam-wd-q209486,Niçard salad,nicard salad,cat-salads-aa3e870c,cui-wd-q6661,Q209486,Salade niçoise
fam-wd-q15647777,Nièr beurre,nier beurre,,,Q15647777,Nièr beurre
fam-wd-q7034609,Nik-L-Nip,nik l nip,,,Q7034609,Nik-L-Nip
fam-wd-q109313490,niño envuelto,nino envuelto,,cui-wd-q579500,Q109313490,Niño envuelto
fam-wd-q12556365,Nisholda,nisholda,,cui-wd-q383096,Q12556365,Nisholda
fam-wd-q65336960,No htamin,no htamin,,,Q65336960,No htamin
fam-wd-q1115198,Nocciolini di Chivasso,nocciolini di chivasso,,cui-wd-q192786,Q1115198,Nocciolini di Chivasso
fam-wd-q4822464,nokul,nokul,,cui-wd-q654493,Q4822464,Nokul
fam-wd-q85789410,Noodle latkes,noodle latkes,cat-noodle-dishes-f57723d0,,Q85789410,Noodle latkes
fam-wd-q170883,Noon Chai,noon chai,,,Q170883,Noon chai
fam-wd-q25056844,Nsala soup,nsala soup,cat-soups-58c2caa7,cui-wd-q7033037,Q25056844,Nsala soup
fam-wd-q6516231,Nugatti,nugatti,,,Q6516231,Nugatti
fam-wd-q19695011,num banhchok,num banhchok,cat-noodle-dishes-f57723d0,cui-wd-q139430,Q19695011,Num banhchok
fam-wd-q28403180,Nutribun,nutribun,,cui-american-60d23958,Q28403180,Nutribun
fam-wd-q39053773,NY Dosas,ny dosas,,,Q39053773,NY Dosas
fam-wd-q22328037,Nyama choma,nyama choma,,,Q22328037,Nyama choma
fam-wd-q16681961,Nyanya,nyanya,,cui-russian-0a46376e,Q16681961,Nyanya (dish)
