entity_type,entity_id,alias,normalized_alias,language_code,source_id,is_preferred
ingredient,ing-mealdb-665,Pork knuckle,pork knuckle,en,src-mealdb,true
ingredient,ing-mealdb-666,Whipping Cream,whipping cream,en,src-mealdb,true
ingredient,ing-mealdb-667,Almond Flour,almond flour,en,src-mealdb,true
ingredient,ing-mealdb-668,Mixed Beef Cuts,mixed beef cuts,en,src-mealdb,true
ingredient,ing-mealdb-669,Morcilla,morcilla,en,src-mealdb,true
ingredient,ing-mealdb-670,Beef Cutlet,beef cutlet,en,src-mealdb,true
ingredient,ing-mealdb-671,Chimichurri sauce,chimichurri sauce,en,src-mealdb,true
ingredient,ing-mealdb-672,Dulce de leche,dulce de leche,en,src-mealdb,true
ingredient,ing-mealdb-673,Chickpea Flour,chickpea flour,en,src-mealdb,true
ingredient,ing-mealdb-673,garbanzo bean flour,garbanzo bean flour,en,src-foodon,false
ingredient,ing-mealdb-674,Beef Flank Steak,beef flank steak,en,src-mealdb,true
ingredient,ing-mealdb-675,sweet smoked paprika,sweet smoked paprika,en,src-mealdb,true
ingredient,ing-mealdb-676,manchego,manchego,en,src-mealdb,true
ingredient,ing-mealdb-677,Wild Garlic Leaves,wild garlic leaves,en,src-mealdb,true
ingredient,ing-mealdb-678,jamón ibérico,jamon iberico,en,src-mealdb,true
ingredient,ing-mealdb-679,Strong white bread flour,strong white bread flour,en,src-mealdb,true
ingredient,ing-mealdb-680,Dried white corn,dried white corn,en,src-mealdb,true
ingredient,ing-mealdb-681,Dried white beans,dried white beans,en,src-mealdb,true
ingredient,ing-mealdb-682,Seafood stock,seafood stock,en,src-mealdb,true
ingredient,ing-mealdb-683,Padron peppers,padron peppers,en,src-mealdb,true
ingredient,ing-mealdb-684,Raw tiger prawns,raw tiger prawns,en,src-mealdb,true
ingredient,ing-mealdb-685,Dry sherry,dry sherry,en,src-mealdb,true
ingredient,ing-mealdb-686,Hake,hake,en,src-mealdb,true
ingredient,ing-mealdb-686,merluccius spp.,merluccius spp,en,src-foodon,false
ingredient,ing-mealdb-686,"Merluccius Rafinesque, 1810",merluccius rafinesque 1810,en,src-foodon,false
ingredient,ing-mealdb-687,Sherry vinegar,sherry vinegar,en,src-mealdb,true
ingredient,ing-mealdb-688,Roasted pepper,roasted pepper,en,src-mealdb,true
ingredient,ing-mealdb-689,Pork belly slices,pork belly slices,en,src-mealdb,true
ingredient,ing-mealdb-690,Bacon lardon,bacon lardon,en,src-mealdb,true
ingredient,ing-mealdb-691,Mixed peppers,mixed peppers,en,src-mealdb,true
ingredient,ing-mealdb-692,Stale bread,stale bread,en,src-mealdb,true
ingredient,ing-mealdb-693,Dried cranberries,dried cranberries,en,src-mealdb,true
ingredient,ing-mealdb-694,Sweet Sherry,sweet sherry,en,src-mealdb,true
ingredient,ing-mealdb-695,Frozen Seafood mix,frozen seafood mix,en,src-mealdb,true
ingredient,ing-mealdb-696,Savoy Cabbage,savoy cabbage,en,src-mealdb,true
ingredient,ing-mealdb-697,White bread,white bread,en,src-mealdb,true
ingredient,ing-mealdb-698,Hot smoked paprika,hot smoked paprika,en,src-mealdb,true
ingredient,ing-mealdb-699,Garlic Bulb,garlic bulb,en,src-mealdb,true
ingredient,ing-mealdb-699,garlic,garlic,en,src-foodon,false
ingredient,ing-mealdb-699,<http://purl.obolibrary.org/obo/NCBITaxon_4682>,http purl obolibrary org obo ncbitaxon 4682,en,src-foodon,false
ingredient,ing-mealdb-700,Shelled Hazelnuts,shelled hazelnuts,en,src-mealdb,true
ingredient,ing-mealdb-701,Serrano Ham,serrano ham,en,src-mealdb,true
ingredient,ing-mealdb-701,Jamón serrano@es,jamon serrano es,en,src-foodon,false
ingredient,ing-mealdb-702,Beef tomatoes,beef tomatoes,en,src-mealdb,true
ingredient,ing-mealdb-703,Semolina,semolina,en,src-mealdb,true
ingredient,ing-mealdb-704,Ground Poppy seeds,ground poppy seeds,en,src-mealdb,true
ingredient,ing-mealdb-705,Bryndza cheese,bryndza cheese,en,src-mealdb,true
ingredient,ing-mealdb-706,Panang Curry Paste,panang curry paste,en,src-mealdb,true
ingredient,ing-mealdb-707,makrut lime leaves,makrut lime leaves,en,src-mealdb,true
ingredient,ing-mealdb-708,Dried Red Chillies,dried red chillies,en,src-mealdb,true
ingredient,ing-mealdb-709,Shrimp Paste,shrimp paste,en,src-mealdb,true
ingredient,ing-mealdb-709,shrimp sauce,shrimp sauce,en,src-foodon,false
ingredient,ing-mealdb-709,bagoong alamang,bagoong alamang,en,src-foodon,false
ingredient,ing-mealdb-709,bagoong aramang,bagoong aramang,en,src-foodon,false
ingredient,ing-mealdb-710,Galangal,galangal,en,src-mealdb,true
ingredient,ing-mealdb-711,Lemongrass,lemongrass,en,src-mealdb,true
ingredient,ing-mealdb-712,Ground Coriander,ground coriander,en,src-mealdb,true
ingredient,ing-mealdb-713,Ground Nutmeg,ground nutmeg,en,src-mealdb,true
ingredient,ing-mealdb-714,Flat Rice Noodles,flat rice noodles,en,src-mealdb,true
ingredient,ing-mealdb-715,Birds-eye Chillies,birds eye chillies,en,src-mealdb,true
ingredient,ing-mealdb-716,Sirloin steak,sirloin steak,en,src-mealdb,true
ingredient,ing-mealdb-717,Lemongrass Stalks,lemongrass stalks,en,src-mealdb,true
ingredient,ing-mealdb-718,Oyster Mushrooms,oyster mushrooms,en,src-mealdb,true
ingredient,ing-mealdb-719,Lime juice,lime juice,en,src-mealdb,true
ingredient,ing-mealdb-720,Thai Chilli Jam,thai chilli jam,en,src-mealdb,true
ingredient,ing-mealdb-721,Pork Tenderloin,pork tenderloin,en,src-mealdb,true
ingredient,ing-mealdb-722,Chilli Sauce,chilli sauce,en,src-mealdb,true
ingredient,ing-mealdb-723,Ground Nut Oil,ground nut oil,en,src-mealdb,true
ingredient,ing-mealdb-725,Runner Beans,runner beans,en,src-mealdb,true
ingredient,ing-mealdb-726,Trout,trout,en,src-mealdb,true
ingredient,ing-mealdb-726,salmo except salmo salar,salmo except salmo salar,en,src-foodon,false
ingredient,ing-mealdb-727,Baby Pak Koi,baby pak koi,en,src-mealdb,true
ingredient,ing-mealdb-728,Vermicelli Rice Noodles,vermicelli rice noodles,en,src-mealdb,true
ingredient,ing-mealdb-729,Raw Frozen Prawns,raw frozen prawns,en,src-mealdb,true
ingredient,ing-mealdb-730,Galangal Paste,galangal paste,en,src-mealdb,true
ingredient,ing-mealdb-731,Lime Leaves,lime leaves,en,src-mealdb,true
ingredient,ing-mealdb-732,Egg Noodles,egg noodles,en,src-mealdb,true
ingredient,ing-mealdb-733,Chinese Leaf,chinese leaf,en,src-mealdb,true
ingredient,ing-mealdb-734,Five Spice Powder,five spice powder,en,src-mealdb,true
ingredient,ing-mealdb-735,Brown Rice Noodle,brown rice noodle,en,src-mealdb,true
ingredient,ing-mealdb-736,Pak Choi,pak choi,en,src-mealdb,true
ingredient,ing-mealdb-737,Bamboo Shoot,bamboo shoot,en,src-mealdb,true
ingredient,ing-mealdb-738,Knafeh,knafeh,en,src-mealdb,true
ingredient,ing-mealdb-739,Arabic Rice,arabic rice,en,src-mealdb,true
ingredient,ing-mealdb-740,Hail,hail,en,src-mealdb,true
ingredient,ing-mealdb-741,Mixture Powder,mixture powder,en,src-mealdb,true
ingredient,ing-mealdb-742,Chuck Roast,chuck roast,en,src-mealdb,true
ingredient,ing-mealdb-743,Ground Clove,ground clove,en,src-mealdb,true
ingredient,ing-mealdb-744,Ground Cardomom,ground cardomom,en,src-mealdb,true
ingredient,ing-mealdb-745,Kabse Spice,kabse spice,en,src-mealdb,true
ingredient,ing-mealdb-746,Garlic Granules,garlic granules,en,src-mealdb,true
ingredient,ing-mealdb-747,Toast,toast,en,src-mealdb,true
ingredient,ing-mealdb-748,Unsalted Pistachio,unsalted pistachio,en,src-mealdb,true
ingredient,ing-mealdb-749,Oreo Cream Biscuits,oreo cream biscuits,en,src-mealdb,true
ingredient,ing-mealdb-750,Sevaiiya,sevaiiya,en,src-mealdb,true
ingredient,ing-mealdb-751,Malai,malai,en,src-mealdb,true
ingredient,ing-mealdb-752,Liquid Cheese,liquid cheese,en,src-mealdb,true
ingredient,ing-mealdb-753,Rice Paper Sheets,rice paper sheets,en,src-mealdb,true
ingredient,ing-mealdb-754,Rainbow Trout,rainbow trout,en,src-mealdb,true
ingredient,ing-mealdb-755,Bok Choi,bok choi,en,src-mealdb,true
ingredient,ing-mealdb-756,Fillet Of Steak,fillet of steak,en,src-mealdb,true
ingredient,ing-mealdb-757,Chinese Cabbage,chinese cabbage,en,src-mealdb,true
ingredient,ing-mealdb-758,Soda Water,soda water,en,src-mealdb,true
ingredient,ing-mealdb-759,Purple Sprouting Broccoli,purple sprouting broccoli,en,src-mealdb,true
ingredient,ing-mealdb-760,Lamb Shanks,lamb shanks,en,src-mealdb,true
ingredient,ing-mealdb-761,Lamb Stock,lamb stock,en,src-mealdb,true
ingredient,ing-mealdb-762,Radish,radish,en,src-mealdb,true
ingredient,ing-mealdb-762,<http://purl.obolibrary.org/obo/NCBITaxon_3726>,http purl obolibrary org obo ncbitaxon 3726,en,src-foodon,false
ingredient,ing-mealdb-763,Szechuan Peppercorns,szechuan peppercorns,en,src-mealdb,true
ingredient,ing-mealdb-764,Pork Shoulder Steaks,pork shoulder steaks,en,src-mealdb,true
ingredient,ing-mealdb-765,Palm Sugar,palm sugar,en,src-mealdb,true
ingredient,ing-mealdb-766,Soya Bean,soya bean,en,src-mealdb,true
ingredient,ing-mealdb-767,Marinated Tofu,marinated tofu,en,src-mealdb,true
ingredient,ing-mealdb-768,Hoisin Sauce,hoisin sauce,en,src-mealdb,true
ingredient,ing-mealdb-768,hoisin,hoisin,en,src-foodon,false
ingredient,ing-mealdb-769,Rice Flour Pancakes,rice flour pancakes,en,src-mealdb,true
ingredient,ing-mealdb-770,White Bread Mix,white bread mix,en,src-mealdb,true
ingredient,ing-mealdb-771,Roasted Peanut,roasted peanut,en,src-mealdb,true
ingredient,ing-mealdb-772,Hot Smoked Flaked Salmon,hot smoked flaked salmon,en,src-mealdb,true
ingredient,ing-mealdb-773,Red Cabbage,red cabbage,en,src-mealdb,true
ingredient,ing-mealdb-774,Sea Bass,sea bass,en,src-mealdb,true
ingredient,ing-mealdb-774,centropristis spp.,centropristis spp,en,src-foodon,false
ingredient,ing-mealdb-775,Sea Bass Fillets,sea bass fillets,en,src-mealdb,true
ingredient,ing-mealdb-776,Petit Pois,petit pois,en,src-mealdb,true
ingredient,ing-mealdb-777,Chicken Liver,chicken liver,en,src-mealdb,true
ingredient,ing-mealdb-778,Turkey,turkey,en,src-mealdb,true
ingredient,ing-mealdb-778,<http://purl.obolibrary.org/obo/NCBITaxon_9103>,http purl obolibrary org obo ncbitaxon 9103,en,src-foodon,false
ingredient,ing-mealdb-779,Raw Vegetables,raw vegetables,en,src-mealdb,true
ingredient,ing-mealdb-780,Vegan White Wine Vinegar,vegan white wine vinegar,en,src-mealdb,true
ingredient,ing-mealdb-781,Hummus,hummus,en,src-mealdb,true
ingredient,ing-mealdb-781,حمص بالطحينة‎@ar,ar,en,src-foodon,false
ingredient,ing-mealdb-781,ḥummuṣ bi-ṭaḥini@ar,hummus bi tahini ar,en,src-foodon,false
ingredient,ing-mealdb-782,Tempeh,tempeh,en,src-mealdb,true
ingredient,ing-mealdb-782,tempe,tempe,en,src-foodon,false
ingredient,ing-mealdb-782,témpé@jv,tempe jv,en,src-foodon,false
ingredient,ing-mealdb-782,tempeh gembus,tempeh gembus,en,src-foodon,false
ingredient,ing-mealdb-783,Romano Pepper,romano pepper,en,src-mealdb,true
ingredient,ing-mealdb-785,Red Pepper Paste,red pepper paste,en,src-mealdb,true
ingredient,ing-mealdb-786,Pomegranate Molasses,pomegranate molasses,en,src-mealdb,true
ingredient,ing-mealdb-787,Pul Biber,pul biber,en,src-mealdb,true
ingredient,ing-mealdb-788,Sumac,sumac,en,src-mealdb,true
ingredient,ing-mealdb-789,Dried Mint,dried mint,en,src-mealdb,true
ingredient,ing-mealdb-790,Sweet Peppadew Peppers,sweet peppadew peppers,en,src-mealdb,true
ingredient,ing-mealdb-791,Chicken Wings,chicken wings,en,src-mealdb,true
ingredient,ing-mealdb-792,Pistachio,pistachio,en,src-mealdb,true
ingredient,ing-mealdb-793,Smoky Aïoli,smoky aioli,en,src-mealdb,true
ingredient,ing-mealdb-794,Tahini Paste,tahini paste,en,src-mealdb,true
ingredient,ing-mealdb-795,Seasoning,seasoning,en,src-mealdb,true
ingredient,ing-mealdb-796,Stoned Dates,stoned dates,en,src-mealdb,true
ingredient,ing-mealdb-797,Strong Wholemeal Flour,strong wholemeal flour,en,src-mealdb,true
ingredient,ing-mealdb-798,Turkish Delight,turkish delight,en,src-mealdb,true
ingredient,ing-mealdb-800,Vanilla Custard,vanilla custard,en,src-mealdb,true
ingredient,ing-mealdb-801,Vanilla Bean Paste,vanilla bean paste,en,src-mealdb,true
ingredient,ing-mealdb-802,Ground Pistachios,ground pistachios,en,src-mealdb,true
ingredient,ing-mealdb-803,New Potatoes,new potatoes,en,src-mealdb,true
ingredient,ing-mealdb-804,Semolina Flour,semolina flour,en,src-mealdb,true
ingredient,ing-mealdb-805,Freekeh,freekeh,en,src-mealdb,true
ingredient,ing-mealdb-806,Emmentaler Cheese,emmentaler cheese,en,src-mealdb,true
ingredient,ing-mealdb-807,Phyllo Dough,phyllo dough,en,src-mealdb,true
ingredient,ing-mealdb-808,Plum Jam,plum jam,en,src-mealdb,true
ingredient,ing-mealdb-809,Pistachio Paste,pistachio paste,en,src-mealdb,true
ingredient,ing-mealdb-810,Unwaxed Lime,unwaxed lime,en,src-mealdb,true
ingredient,ing-mealdb-811,Polish Kabanos,polish kabanos,en,src-mealdb,true
ingredient,ing-mealdb-812,Hispi (sweetheart) Cabbage,hispi sweetheart cabbage,en,src-mealdb,true
ingredient,ing-mealdb-813,Baby Lettuce Leaves,baby lettuce leaves,en,src-mealdb,true
ingredient,ing-mealdb-814,Pomegranate,pomegranate,en,src-mealdb,true
ingredient,ing-mealdb-814,granado,granado,en,src-foodon,false
ingredient,ing-mealdb-814,grenadier,grenadier,en,src-foodon,false
ingredient,ing-mealdb-815,Almond Essence,almond essence,en,src-mealdb,true
ingredient,ing-mealdb-816,German Sausages,german sausages,en,src-mealdb,true
ingredient,ing-mealdb-817,Juniper Berries,juniper berries,en,src-mealdb,true
ingredient,ing-mealdb-818,Allspice Berries,allspice berries,en,src-mealdb,true
ingredient,ing-mealdb-819,Peppercorns,peppercorns,en,src-mealdb,true
ingredient,ing-mealdb-820,White Sauerkraut,white sauerkraut,en,src-mealdb,true
ingredient,ing-mealdb-821,Pork Shoulder,pork shoulder,en,src-mealdb,true
ingredient,ing-mealdb-822,Cabbage Leaves,cabbage leaves,en,src-mealdb,true
ingredient,ing-mealdb-823,Cooked Chestnut,cooked chestnut,en,src-mealdb,true
ingredient,ing-mealdb-824,Cranberry,cranberry,en,src-mealdb,true
ingredient,ing-mealdb-824,<http://purl.obolibrary.org/obo/NCBITaxon_13749>,http purl obolibrary org obo ncbitaxon 13749,en,src-foodon,false
ingredient,ing-mealdb-825,Pork Back Ribs,pork back ribs,en,src-mealdb,true
ingredient,ing-mealdb-826,Rye,rye,en,src-mealdb,true
ingredient,ing-mealdb-827,Poppy Seeds,poppy seeds,en,src-mealdb,true
ingredient,ing-mealdb-828,Wholegrain Mustard,wholegrain mustard,en,src-mealdb,true
ingredient,ing-mealdb-829,Kabanos Sausages,kabanos sausages,en,src-mealdb,true
ingredient,ing-mealdb-830,Frozen Mixed Berries,frozen mixed berries,en,src-mealdb,true
ingredient,ing-mealdb-831,Blackcurrant Jam,blackcurrant jam,en,src-mealdb,true
ingredient,ing-mealdb-832,Egg Wash,egg wash,en,src-mealdb,true
ingredient,ing-mealdb-833,Molasses,molasses,en,src-mealdb,true
ingredient,ing-mealdb-834,Bread Flour,bread flour,en,src-mealdb,true
ingredient,ing-mealdb-835,Unsweetened Cocoa,unsweetened cocoa,en,src-mealdb,true
ingredient,ing-mealdb-836,Coconut Flakes,coconut flakes,en,src-mealdb,true
ingredient,ing-mealdb-837,Peach Juice,peach juice,en,src-mealdb,true
ingredient,ing-mealdb-838,Cornmeal,cornmeal,en,src-mealdb,true
ingredient,ing-mealdb-838,corn meal,corn meal,en,src-foodon,false
ingredient,ing-mealdb-838,maize meal,maize meal,en,src-foodon,false
ingredient,ing-mealdb-839,Hind Shank,hind shank,en,src-mealdb,true
ingredient,ing-mealdb-840,Sweet Red Peppers,sweet red peppers,en,src-mealdb,true
ingredient,ing-mealdb-841,Cassaba,cassaba,en,src-mealdb,true
ingredient,ing-mealdb-842,Yautia,yautia,en,src-mealdb,true
ingredient,ing-mealdb-843,White Yam,white yam,en,src-mealdb,true
ingredient,ing-mealdb-844,Papelon,papelon,en,src-mealdb,true
ingredient,ing-mealdb-845,Skirty Steak,skirty steak,en,src-mealdb,true
ingredient,ing-mealdb-846,White Masarepa,white masarepa,en,src-mealdb,true
ingredient,ing-mealdb-847,Casabe,casabe,en,src-mealdb,true
ingredient,ing-mealdb-848,Turkey Ham,turkey ham,en,src-mealdb,true
ingredient,ing-mealdb-849,Ground Oats,ground oats,en,src-mealdb,true
ingredient,ing-mealdb-850,Sugar Syrup,sugar syrup,en,src-mealdb,true
ingredient,ing-mealdb-851,Pre-fried Tequeños,pre fried tequenos,en,src-mealdb,true
ingredient,ing-mealdb-852,Avacado Hass Pulp,avacado hass pulp,en,src-mealdb,true
ingredient,ing-mealdb-853,Sazon,sazon,en,src-mealdb,true
ingredient,ing-mealdb-854,Yellow Masarepa,yellow masarepa,en,src-mealdb,true
ingredient,ing-mealdb-855,Unflavoured Gelatin,unflavoured gelatin,en,src-mealdb,true
ingredient,ing-mealdb-856,Passion Fruit Pulp,passion fruit pulp,en,src-mealdb,true
ingredient,ing-mealdb-857,Corn Arepa Filled With Mozarella Cheese,corn arepa filled with mozarella cheese,en,src-mealdb,true
ingredient,ing-mealdb-858,Fried Ripe Bananas,fried ripe bananas,en,src-mealdb,true
ingredient,ing-mealdb-859,Pico De Gallo Sauce,pico de gallo sauce,en,src-mealdb,true
ingredient,ing-mealdb-860,Shredded Meat,shredded meat,en,src-mealdb,true
ingredient,ing-mealdb-861,Yellow Split Peas,yellow split peas,en,src-mealdb,true
ingredient,ing-mealdb-862,Dried White Navy Beans,dried white navy beans,en,src-mealdb,true
ingredient,ing-mealdb-863,Vegetable Shortening,vegetable shortening,en,src-mealdb,true
ingredient,ing-mealdb-864,Saskatoon Berries,saskatoon berries,en,src-mealdb,true
ingredient,ing-mealdb-865,Pitted Dates,pitted dates,en,src-mealdb,true
ingredient,ing-mealdb-866,Graham Cracker Crumbs,graham cracker crumbs,en,src-mealdb,true
ingredient,ing-mealdb-867,Cream Of Tartar,cream of tartar,en,src-mealdb,true
ingredient,ing-mealdb-868,Dried Leaves Of Summer Savoury,dried leaves of summer savoury,en,src-mealdb,true
ingredient,ing-mealdb-869,Russet Potato,russet potato,en,src-mealdb,true
ingredient,ing-mealdb-869,<http://purl.obolibrary.org/obo/FOODON_00004970>,http purl obolibrary org obo foodon 00004970,en,src-foodon,false
ingredient,ing-mealdb-870,All-purpose Seasoning,all purpose seasoning,en,src-mealdb,true
ingredient,ing-mealdb-871,Grape Nut Cereal,grape nut cereal,en,src-mealdb,true
ingredient,ing-mealdb-872,Beer,beer,en,src-mealdb,true
ingredient,ing-mealdb-873,Caramelized Sugar Sauce,caramelized sugar sauce,en,src-mealdb,true
ingredient,ing-mealdb-874,Dried Cherries,dried cherries,en,src-mealdb,true
ingredient,ing-mealdb-875,Ground Annatto,ground annatto,en,src-mealdb,true
ingredient,ing-mealdb-876,Shrimp Stock,shrimp stock,en,src-mealdb,true
ingredient,ing-mealdb-877,Snapper Fish,snapper fish,en,src-mealdb,true
ingredient,ing-mealdb-878,Fish Seasoning,fish seasoning,en,src-mealdb,true
ingredient,ing-mealdb-879,Penne Pasta,penne pasta,en,src-mealdb,true
ingredient,ing-mealdb-880,Jamaican Curry Powder,jamaican curry powder,en,src-mealdb,true
ingredient,ing-mealdb-881,Turkey Neck,turkey neck,en,src-mealdb,true
ingredient,ing-mealdb-882,Smoked Turkey Neck,smoked turkey neck,en,src-mealdb,true
ingredient,ing-mealdb-883,Ground Allspice,ground allspice,en,src-mealdb,true
ingredient,ing-mealdb-884,Tamarind Pulp,tamarind pulp,en,src-mealdb,true
ingredient,ing-mealdb-885,Callaloo,callaloo,en,src-mealdb,true
ingredient,ing-mealdb-886,Jumbo Shrimp,jumbo shrimp,en,src-mealdb,true
ingredient,ing-mealdb-887,Unsweetened Coconut Milk,unsweetened coconut milk,en,src-mealdb,true
ingredient,ing-mealdb-888,Fine Yellow Cornmeal,fine yellow cornmeal,en,src-mealdb,true
ingredient,ing-mealdb-889,Sweetened Condensed Milk,sweetened condensed milk,en,src-mealdb,true
ingredient,ing-mealdb-890,Orange Juice,orange juice,en,src-mealdb,true
ingredient,ing-mealdb-891,High Heat Cooking Oil,high heat cooking oil,en,src-mealdb,true
ingredient,ing-mealdb-892,Seasoned Rice Vinegar,seasoned rice vinegar,en,src-mealdb,true
ingredient,ing-mealdb-893,Napa Cabbage,napa cabbage,en,src-mealdb,true
ingredient,ing-mealdb-894,Cilantro Leaves,cilantro leaves,en,src-mealdb,true
ingredient,ing-mealdb-895,Silken Tofu,silken tofu,en,src-mealdb,true
ingredient,ing-mealdb-896,Chinese Sesame Sauce,chinese sesame sauce,en,src-mealdb,true
ingredient,ing-mealdb-897,Unsalted Beef Stock,unsalted beef stock,en,src-mealdb,true
ingredient,ing-mealdb-898,Shaoxing Wine,shaoxing wine,en,src-mealdb,true
ingredient,ing-mealdb-899,Mung Bean Sprouts,mung bean sprouts,en,src-mealdb,true
ingredient,ing-mealdb-900,Chinese Long Beans,chinese long beans,en,src-mealdb,true
ingredient,ing-mealdb-901,Dried Chillies,dried chillies,en,src-mealdb,true
ingredient,ing-mealdb-902,Chicken Bouillon Powder,chicken bouillon powder,en,src-mealdb,true
ingredient,ing-mealdb-903,Egg Roll Wrappers,egg roll wrappers,en,src-mealdb,true
ingredient,ing-mealdb-904,Plum Sauce,plum sauce,en,src-mealdb,true
ingredient,ing-mealdb-905,Chilli Bean Paste,chilli bean paste,en,src-mealdb,true
ingredient,ing-mealdb-906,Snow Peas,snow peas,en,src-mealdb,true
ingredient,ing-mealdb-907,Pineapple Chunks,pineapple chunks,en,src-mealdb,true
ingredient,ing-mealdb-908,Pineapple Juice,pineapple juice,en,src-mealdb,true
ingredient,ing-mealdb-909,Dried Shrimp,dried shrimp,en,src-mealdb,true
ingredient,ing-mealdb-910,Buckwheat Flour,buckwheat flour,en,src-mealdb,true
ingredient,ing-mealdb-911,Split Peas,split peas,en,src-mealdb,true
ingredient,ing-mealdb-912,Ground Sugar,ground sugar,en,src-mealdb,true
ingredient,ing-mealdb-913,Speculaas Spice Mix,speculaas spice mix,en,src-mealdb,true
ingredient,ing-mealdb-914,Almond Paste,almond paste,en,src-mealdb,true
ingredient,ing-mealdb-915,Dutch Stroop,dutch stroop,en,src-mealdb,true
ingredient,ing-foodon-foodon_00004512,00 white wheat flour,00 white wheat flour,en,src-foodon,true
ingredient,ing-foodon-foodon_00004512,00 flour,00 flour,en,src-foodon,false
ingredient,ing-foodon-foodon_03540009,00090 - buckwheat (efsa foodex2),00090 buckwheat efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540009,fagopyrum esculentum,fagopyrum esculentum,en,src-foodon,false
ingredient,ing-foodon-foodon_03540096,00960 - groats (efsa foodex2),00960 groats efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03400649,01 fruits (ccpr),01 fruits ccpr,en,src-foodon,true
ingredient,ing-foodon-foodon_03540103,01030 - bulgur (efsa foodex2),01030 bulgur efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540104,01040 - semolina (efsa foodex2),01040 semolina efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03401222,0110000 - citrus fruit (ec),0110000 citrus fruit ec,en,src-foodon,true
ingredient,ing-foodon-foodon_03540129,01290 - pumpernickel (efsa foodex2),01290 pumpernickel efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03401224,0130000 - pome fruit (ec),0130000 pome fruit ec,en,src-foodon,true
ingredient,ing-foodon-foodon_03401225,0140000 - stone fruit (ec),0140000 stone fruit ec,en,src-foodon,true
ingredient,ing-foodon-foodon_03540142,01420 - matzo (efsa foodex2),01420 matzo efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540142,matzah,matzah,en,src-foodon,false
ingredient,ing-foodon-foodon_03540143,01430 - tortilla (efsa foodex2),01430 tortilla efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540143,taco,taco,en,src-foodon,false
ingredient,ing-foodon-foodon_03540144,01440 - roti (efsa foodex2),01440 roti efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540145,01450 - chapati (efsa foodex2),01450 chapati efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540145,chapatti,chapatti,en,src-foodon,false
ingredient,ing-foodon-foodon_03400680,015 pulses (vd) (ccpr),015 pulses vd ccpr,en,src-foodon,true
ingredient,ing-foodon-foodon_03401267,0160000 - miscellaneous fruit (ec),0160000 miscellaneous fruit ec,en,src-foodon,true
ingredient,ing-foodon-foodon_03540162,01620 - rusk (efsa foodex2),01620 rusk efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540169,01690 - pretzels (efsa foodex2),01690 pretzels efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540171,01710 - breadcrumbs (efsa foodex2),01710 breadcrumbs efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540171,bread raspings,bread raspings,en,src-foodon,false
ingredient,ing-foodon-foodon_03540171,paniermehl,paniermehl,en,src-foodon,false
ingredient,ing-foodon-foodon_03540172,01720 - croutons (efsa foodex2),01720 croutons efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540193,01930 - gnocchi (efsa foodex2),01930 gnocchi efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540193,potato gnocchi,potato gnocchi,en,src-foodon,false
ingredient,ing-foodon-foodon_03540196,01960 - couscous (efsa foodex2),01960 couscous efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03400692,02 breakfast cereals (efg),02 breakfast cereals efg,en,src-foodon,true
ingredient,ing-foodon-foodon_03400650,02 vegetables (ccpr),02 vegetables ccpr,en,src-foodon,true
ingredient,ing-foodon-foodon_03401229,0220000 - bulb vegetables (ec),0220000 bulb vegetables ec,en,src-foodon,true
ingredient,ing-foodon-foodon_03400686,023 oilseed (so) (ccpr),023 oilseed so ccpr,en,src-foodon,true
ingredient,ing-foodon-foodon_03401230,0230000 - fruiting vegetables (ec),0230000 fruiting vegetables ec,en,src-foodon,true
ingredient,ing-foodon-foodon_03540237,02370 - biscuits (efsa foodex2),02370 biscuits efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03401231,0240000 - brassica vegetables (ec),0240000 brassica vegetables ec,en,src-foodon,true
ingredient,ing-foodon-foodon_03540244,02440 - speculaas (efsa foodex2),02440 speculaas efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540247,02470 - wafers (efsa foodex2),02470 wafers efsa foodex2,en,src-foodon,true
ingredient,ing-foodon-foodon_03540247,cookies,cookies,en,src-foodon,false
ingredient,ing-foodon-foodon_03540247,raffaello,raffaello,en,src-foodon,false
ingredient,ing-foodon-foodon_03540249,02490 - éclair (efsa foodex2),02490 eclair efsa foodex2,en,src-foodon,true
