entity_type,entity_id,alias,normalized_alias,language_code,source_id,is_preferred
dish_family,fam-wd-q122957244,egg fried rice,egg fried rice,en,src-wikidata,true
dish,dish-wd-q122957244,egg fried rice,egg fried rice,en,src-wikidata,true
dish_family,fam-wd-q115217655,eggplant salad,eggplant salad,en,src-wikidata,true
dish,dish-wd-q115217655,eggplant salad,eggplant salad,en,src-wikidata,true
dish_family,fam-wd-q115217655,Eggplant salads and appetizers,eggplant salads and appetizers,en,src-wikipedia-en,false
dish,dish-wd-q115217655,Eggplant salads and appetizers,eggplant salads and appetizers,en,src-wikipedia-en,false
dish_family,fam-wd-q28000941,Eiernockerl,eiernockerl,en,src-wikidata,true
dish,dish-wd-q28000941,Eiernockerl,eiernockerl,en,src-wikidata,true
dish_family,fam-wd-q138537728,Eight Immortals Crossing the Sea Gamboling Around the Arhat,eight immortals crossing the sea gamboling around the arhat,en,src-wikidata,true
dish,dish-wd-q138537728,Eight Immortals Crossing the Sea Gamboling Around the Arhat,eight immortals crossing the sea gamboling around the arhat,en,src-wikidata,true
dish_family,fam-wd-q17019149,Eight treasure rice,eight treasure rice,en,src-wikidata,true
dish,dish-wd-q17019149,Eight treasure rice,eight treasure rice,en,src-wikidata,true
dish_family,fam-wd-q112787717,Eka soup,eka soup,en,src-wikidata,true
dish,dish-wd-q112787717,Eka soup,eka soup,en,src-wikidata,true
dish_family,fam-wd-q4811799,Ekmek kadayıfı,ekmek kadayf,en,src-wikidata,true
dish,dish-wd-q4811799,Ekmek kadayıfı,ekmek kadayf,en,src-wikidata,true
dish_family,fam-wd-q107358554,Ekpang Nkwukwo,ekpang nkwukwo,en,src-wikidata,true
dish,dish-wd-q107358554,Ekpang Nkwukwo,ekpang nkwukwo,en,src-wikidata,true
dish_family,fam-wd-q107358554,Ekwang,ekwang,en,src-wikipedia-en,false
dish,dish-wd-q107358554,Ekwang,ekwang,en,src-wikipedia-en,false
dish_family,fam-wd-q10271107,Ekuru,ekuru,en,src-wikidata,true
dish,dish-wd-q10271107,Ekuru,ekuru,en,src-wikidata,true
dish_family,fam-wd-q2565922,Ema datshi,ema datshi,en,src-wikidata,true
dish,dish-wd-q2565922,Ema datshi,ema datshi,en,src-wikidata,true
dish_family,fam-wd-q5373825,empal gentong,empal gentong,en,src-wikidata,true
dish,dish-wd-q5373825,empal gentong,empal gentong,en,src-wikidata,true
dish_family,fam-wd-q17050490,empal gepuk,empal gepuk,en,src-wikidata,true
dish,dish-wd-q17050490,empal gepuk,empal gepuk,en,src-wikidata,true
dish_family,fam-wd-q17050490,Gepuk,gepuk,en,src-wikipedia-en,false
dish,dish-wd-q17050490,Gepuk,gepuk,en,src-wikipedia-en,false
dish_family,fam-wd-q747457,empanada,empanada,en,src-wikidata,true
dish,dish-wd-q747457,empanada,empanada,en,src-wikidata,true
dish_family,fam-wd-q10931125,Empanadilla,empanadilla,en,src-wikidata,true
dish,dish-wd-q10931125,Empanadilla,empanadilla,en,src-wikidata,true
dish_family,fam-wd-q123474581,Encharcada,encharcada,en,src-wikidata,true
dish,dish-wd-q123474581,Encharcada,encharcada,en,src-wikidata,true
dish_family,fam-wd-q876096,enchilada,enchilada,en,src-wikidata,true
dish,dish-wd-q876096,enchilada,enchilada,en,src-wikidata,true
dish_family,fam-wd-q5832771,Enfrijoladas,enfrijoladas,en,src-wikidata,true
dish,dish-wd-q5832771,Enfrijoladas,enfrijoladas,en,src-wikidata,true
dish_family,fam-wd-q5379416,Enormous Omelet Sandwich,enormous omelet sandwich,en,src-wikidata,true
dish,dish-wd-q5379416,Enormous Omelet Sandwich,enormous omelet sandwich,en,src-wikidata,true
dish_family,fam-wd-q65067382,Erachichor,erachichor,en,src-wikidata,true
dish,dish-wd-q65067382,Erachichor,erachichor,en,src-wikidata,true
dish_family,fam-wd-q5389704,erkuai,erkuai,en,src-wikidata,true
dish,dish-wd-q5389704,erkuai,erkuai,en,src-wikidata,true
dish_family,fam-wd-q28208795,Eru,eru,en,src-wikidata,true
dish,dish-wd-q28208795,Eru,eru,en,src-wikidata,true
dish_family,fam-wd-q28208795,Eru (soup),eru soup,en,src-wikipedia-en,false
dish,dish-wd-q28208795,Eru (soup),eru soup,en,src-wikipedia-en,false
dish_family,fam-wd-q16975890,es buah,es buah,en,src-wikidata,true
dish,dish-wd-q16975890,es buah,es buah,en,src-wikidata,true
dish_family,fam-wd-q3909175,es doger,es doger,en,src-wikidata,true
dish,dish-wd-q3909175,es doger,es doger,en,src-wikidata,true
dish_family,fam-wd-q16942586,es goyobod,es goyobod,en,src-wikidata,true
dish,dish-wd-q16942586,es goyobod,es goyobod,en,src-wikidata,true
dish_family,fam-wd-q135650124,Esh,esh,en,src-wikidata,true
dish,dish-wd-q135650124,Esh,esh,en,src-wikidata,true
dish_family,fam-wd-q135650124,Esh (dish),esh dish,en,src-wikipedia-en,false
dish,dish-wd-q135650124,Esh (dish),esh dish,en,src-wikipedia-en,false
dish_family,fam-wd-q3097864,espetada,espetada,en,src-wikidata,true
dish,dish-wd-q3097864,espetada,espetada,en,src-wikidata,true
dish_family,fam-wd-q3044741,Esqueixada,esqueixada,en,src-wikidata,true
dish,dish-wd-q3044741,Esqueixada,esqueixada,en,src-wikidata,true
dish_family,fam-wd-q5642869,étouffée,etouffee,en,src-wikidata,true
dish,dish-wd-q5642869,étouffée,etouffee,en,src-wikidata,true
dish_family,fam-wd-q121379458,evil jungle prince,evil jungle prince,en,src-wikidata,true
dish,dish-wd-q121379458,evil jungle prince,evil jungle prince,en,src-wikidata,true
dish_family,fam-wd-q47005642,Ewa Agoyin,ewa agoyin,en,src-wikidata,true
dish,dish-wd-q47005642,Ewa Agoyin,ewa agoyin,en,src-wikidata,true
dish_family,fam-wd-q47005642,Ewa aganyin,ewa aganyin,en,src-wikipedia-en,false
dish,dish-wd-q47005642,Ewa aganyin,ewa aganyin,en,src-wikipedia-en,false
dish_family,fam-wd-q1049501,Extra,extra,en,src-wikidata,true
dish,dish-wd-q1049501,Extra,extra,en,src-wikidata,true
dish_family,fam-wd-q1049501,Extra (gum),extra gum,en,src-wikipedia-en,false
dish,dish-wd-q1049501,Extra (gum),extra gum,en,src-wikipedia-en,false
dish_family,fam-wd-q995376,Fabada asturiana,fabada asturiana,en,src-wikidata,true
dish,dish-wd-q995376,Fabada asturiana,fabada asturiana,en,src-wikidata,true
dish_family,fam-wd-q188788,falafel,falafel,en,src-wikidata,true
dish,dish-wd-q188788,falafel,falafel,en,src-wikidata,true
dish_family,fam-wd-q5435395,Farl,farl,en,src-wikidata,true
dish,dish-wd-q5435395,Farl,farl,en,src-wikidata,true
dish_family,fam-wd-q5436113,Faroese puffin,faroese puffin,en,src-wikidata,true
dish,dish-wd-q5436113,Faroese puffin,faroese puffin,en,src-wikidata,true
dish_family,fam-wd-q1397036,farofa,farofa,en,src-wikidata,true
dish,dish-wd-q1397036,farofa,farofa,en,src-wikidata,true
dish_family,fam-wd-q1397169,Farsu magru,farsu magru,en,src-wikidata,true
dish,dish-wd-q1397169,Farsu magru,farsu magru,en,src-wikidata,true
dish_family,fam-wd-q10280270,Fatias de Tomar,fatias de tomar,en,src-wikidata,true
dish,dish-wd-q10280270,Fatias de Tomar,fatias de tomar,en,src-wikidata,true
dish_family,fam-wd-q85760630,Fatoot samneh,fatoot samneh,en,src-wikidata,true
dish,dish-wd-q85760630,Fatoot samneh,fatoot samneh,en,src-wikidata,true
dish_family,fam-wd-q1398251,fattoush,fattoush,en,src-wikidata,true
dish,dish-wd-q1398251,fattoush,fattoush,en,src-wikidata,true
dish_family,fam-wd-q19723512,fava,fava,en,src-wikidata,true
dish,dish-wd-q19723512,fava,fava,en,src-wikidata,true
dish_family,fam-wd-q19723512,Fava (Turkish dish),fava turkish dish,en,src-wikipedia-en,false
dish,dish-wd-q19723512,Fava (Turkish dish),fava turkish dish,en,src-wikipedia-en,false
dish_family,fam-wd-q59208435,festival,festival,en,src-wikidata,true
dish,dish-wd-q59208435,festival,festival,en,src-wikidata,true
dish_family,fam-wd-q59208435,Festival (food),festival food,en,src-wikipedia-en,false
dish,dish-wd-q59208435,Festival (food),festival food,en,src-wikipedia-en,false
dish_family,fam-wd-q2915859,Fettuccine Alfredo,fettuccine alfredo,en,src-wikidata,true
dish,dish-wd-q2915859,Fettuccine Alfredo,fettuccine alfredo,en,src-wikidata,true
dish_family,fam-wd-q20016,fideuà,fideua,en,src-wikidata,true
dish,dish-wd-q20016,fideuà,fideua,en,src-wikidata,true
dish_family,fam-wd-q117481518,Fig-cake,fig cake,en,src-wikidata,true
dish,dish-wd-q117481518,Fig-cake,fig cake,en,src-wikidata,true
dish_family,fam-wd-q117481518,Fig cake (fruit),fig cake fruit,en,src-wikipedia-en,false
dish,dish-wd-q117481518,Fig cake (fruit),fig cake fruit,en,src-wikipedia-en,false
dish_family,fam-wd-q60763218,Filipino spaghetti,filipino spaghetti,en,src-wikidata,true
dish,dish-wd-q60763218,Filipino spaghetti,filipino spaghetti,en,src-wikidata,true
dish_family,fam-wd-q18693799,Finlandia (candy),finlandia candy,en,src-wikidata,true
dish,dish-wd-q18693799,Finlandia (candy),finlandia candy,en,src-wikidata,true
dish_family,fam-wd-q113038927,Fio Fio,fio fio,en,src-wikidata,true
dish,dish-wd-q113038927,Fio Fio,fio fio,en,src-wikidata,true
dish_family,fam-wd-q4352160,Flake,flake,en,src-wikidata,true
dish,dish-wd-q4352160,Flake,flake,en,src-wikidata,true
dish_family,fam-wd-q4352160,Flake (chocolate bar),flake chocolate bar,en,src-wikipedia-en,false
dish,dish-wd-q4352160,Flake (chocolate bar),flake chocolate bar,en,src-wikipedia-en,false
dish_family,fam-wd-q8961756,flaki,flaki,en,src-wikidata,true
dish,dish-wd-q8961756,flaki,flaki,en,src-wikidata,true
dish_family,fam-wd-q5862467,Flauta,flauta,en,src-wikidata,true
dish,dish-wd-q5862467,Flauta,flauta,en,src-wikidata,true
dish_family,fam-wd-q5462678,Fluffy Stuff,fluffy stuff,en,src-wikidata,true
dish,dish-wd-q5462678,Fluffy Stuff,fluffy stuff,en,src-wikidata,true
dish_family,fam-wd-q2395693,forshmak,forshmak,en,src-wikidata,true
dish,dish-wd-q2395693,forshmak,forshmak,en,src-wikidata,true
dish_family,fam-wd-q3080164,Fouée,fouee,en,src-wikidata,true
dish,dish-wd-q3080164,Fouée,fouee,en,src-wikidata,true
dish_family,fam-wd-q5477799,Fraise Tagada,fraise tagada,en,src-wikidata,true
dish,dish-wd-q5477799,Fraise Tagada,fraise tagada,en,src-wikidata,true
dish_family,fam-wd-q681770,Frankfurter Würstchen,frankfurter wurstchen,en,src-wikidata,true
dish,dish-wd-q681770,Frankfurter Würstchen,frankfurter wurstchen,en,src-wikidata,true
dish_family,fam-wd-q3087310,Freedent,freedent,en,src-wikidata,true
dish,dish-wd-q3087310,Freedent,freedent,en,src-wikidata,true
dish_family,fam-wd-q3309212,French dip sandwich,french dip sandwich,en,src-wikidata,true
dish,dish-wd-q3309212,French dip sandwich,french dip sandwich,en,src-wikidata,true
dish_family,fam-wd-q3309212,French dip,french dip,en,src-wikipedia-en,false
dish,dish-wd-q3309212,French dip,french dip,en,src-wikipedia-en,false
dish_family,fam-wd-q18164838,French onion dip,french onion dip,en,src-wikidata,true
dish,dish-wd-q18164838,French onion dip,french onion dip,en,src-wikidata,true
dish_family,fam-wd-q30737843,French tacos,french tacos,en,src-wikidata,true
dish,dish-wd-q30737843,French tacos,french tacos,en,src-wikidata,true
dish_family,fam-wd-q938386,Fricasse,fricasse,en,src-wikidata,true
dish,dish-wd-q938386,Fricasse,fricasse,en,src-wikidata,true
dish_family,fam-wd-q5503409,Fricot,fricot,en,src-wikidata,true
dish,dish-wd-q5503409,Fricot,fricot,en,src-wikidata,true
dish_family,fam-wd-q1756289,fried bread,fried bread,en,src-wikidata,true
dish,dish-wd-q1756289,fried bread,fried bread,en,src-wikidata,true
dish_family,fam-wd-q5503619,fried eggplant,fried eggplant,en,src-wikidata,true
dish,dish-wd-q5503619,fried eggplant,fried eggplant,en,src-wikidata,true
dish_family,fam-wd-q1465330,fried ice cream,fried ice cream,en,src-wikidata,true
dish,dish-wd-q1465330,fried ice cream,fried ice cream,en,src-wikidata,true
dish_family,fam-wd-q5503628,fried plantain,fried plantain,en,src-wikidata,true
dish,dish-wd-q5503628,fried plantain,fried plantain,en,src-wikidata,true
dish_family,fam-wd-q1076874,fried rice,fried rice,en,src-wikidata,true
dish,dish-wd-q1076874,fried rice,fried rice,en,src-wikidata,true
dish_family,fam-wd-q152088,fries,fries,en,src-wikidata,true
dish,dish-wd-q152088,fries,fries,en,src-wikidata,true
dish_family,fam-wd-q152088,French fries,french fries,en,src-wikipedia-en,false
dish,dish-wd-q152088,French fries,french fries,en,src-wikipedia-en,false
dish_family,fam-wd-q1464898,frikandel,frikandel,en,src-wikidata,true
dish,dish-wd-q1464898,frikandel,frikandel,en,src-wikidata,true
dish_family,fam-wd-q85762176,Fritas de prasa,fritas de prasa,en,src-wikidata,true
dish,dish-wd-q85762176,Fritas de prasa,fritas de prasa,en,src-wikidata,true
dish_family,fam-wd-q5506126,Frooties,frooties,en,src-wikidata,true
dish,dish-wd-q5506126,Frooties,frooties,en,src-wikidata,true
dish_family,fam-wd-q137785263,Frozen salad,frozen salad,en,src-wikidata,true
dish,dish-wd-q137785263,Frozen salad,frozen salad,en,src-wikidata,true
dish_family,fam-wd-q5506367,Fruit Gushers,fruit gushers,en,src-wikidata,true
dish,dish-wd-q5506367,Fruit Gushers,fruit gushers,en,src-wikidata,true
dish_family,fam-wd-q152834,fruit salad,fruit salad,en,src-wikidata,true
dish,dish-wd-q152834,fruit salad,fruit salad,en,src-wikidata,true
dish_family,fam-wd-q2620136,Fruit-tella,fruit tella,en,src-wikidata,true
dish,dish-wd-q2620136,Fruit-tella,fruit tella,en,src-wikidata,true
dish_family,fam-wd-q1471040,Frutta martorana,frutta martorana,en,src-wikidata,true
dish,dish-wd-q1471040,Frutta martorana,frutta martorana,en,src-wikidata,true
dish_family,fam-wd-q379138,fudge,fudge,en,src-wikidata,true
dish,dish-wd-q379138,fudge,fudge,en,src-wikidata,true
dish_family,fam-wd-q941004,fufu,fufu,en,src-wikidata,true
dish,dish-wd-q941004,fufu,fufu,en,src-wikidata,true
dish_family,fam-wd-q1473422,Ful medames,ful medames,en,src-wikidata,true
dish,dish-wd-q1473422,Ful medames,ful medames,en,src-wikidata,true
dish_family,fam-wd-q60150397,Funchoza,funchoza,en,src-wikidata,true
dish,dish-wd-q60150397,Funchoza,funchoza,en,src-wikidata,true
dish_family,fam-wd-q7202578,Gabacai,gabacai,en,src-wikidata,true
dish,dish-wd-q7202578,Gabacai,gabacai,en,src-wikidata,true
dish_family,fam-wd-q7202578,Guoba Cuisine,guoba cuisine,en,src-wikipedia-en,false
dish,dish-wd-q7202578,Guoba Cuisine,guoba cuisine,en,src-wikipedia-en,false
dish_family,fam-wd-q950976,gachas,gachas,en,src-wikidata,true
dish,dish-wd-q950976,gachas,gachas,en,src-wikidata,true
dish_family,fam-wd-q209304,gado-gado,gado gado,en,src-wikidata,true
dish,dish-wd-q209304,gado-gado,gado gado,en,src-wikidata,true
dish_family,fam-wd-q896508,Gaisburger Marsch,gaisburger marsch,en,src-wikidata,true
dish,dish-wd-q896508,Gaisburger Marsch,gaisburger marsch,en,src-wikidata,true
dish_family,fam-wd-q5517536,gajak,gajak,en,src-wikidata,true
dish,dish-wd-q5517536,gajak,gajak,en,src-wikidata,true
dish_family,fam-wd-q5317729,gajar ka halwa,gajar ka halwa,en,src-wikidata,true
dish,dish-wd-q5317729,gajar ka halwa,gajar ka halwa,en,src-wikidata,true
dish_family,fam-wd-q923729,galantine,galantine,en,src-wikidata,true
dish,dish-wd-q923729,galantine,galantine,en,src-wikidata,true
dish_family,fam-wd-q12233354,galayet bandora,galayet bandora,en,src-wikidata,true
dish,dish-wd-q12233354,galayet bandora,galayet bandora,en,src-wikidata,true
dish_family,fam-wd-q12233354,Qalayet bandora,qalayet bandora,en,src-wikipedia-en,false
dish,dish-wd-q12233354,Qalayet bandora,qalayet bandora,en,src-wikipedia-en,false
dish_family,fam-wd-q5371702,galbi-jjim,galbi jjim,en,src-wikidata,true
dish,dish-wd-q5371702,galbi-jjim,galbi jjim,en,src-wikidata,true
dish_family,fam-wd-q3094712,galette-saucisse,galette saucisse,en,src-wikidata,true
dish,dish-wd-q3094712,galette-saucisse,galette saucisse,en,src-wikidata,true
dish_family,fam-wd-q109820549,Galician bread,galician bread,en,src-wikidata,true
dish,dish-wd-q109820549,Galician bread,galician bread,en,src-wikidata,true
dish_family,fam-wd-q5875021,Gambas con gabardina,gambas con gabardina,en,src-wikidata,true
dish,dish-wd-q5875021,Gambas con gabardina,gambas con gabardina,en,src-wikidata,true
dish_family,fam-wd-q3083513,Garbure,garbure,en,src-wikidata,true
dish,dish-wd-q3083513,Garbure,garbure,en,src-wikidata,true
dish_family,fam-wd-q5522421,garden salad,garden salad,en,src-wikidata,true
dish,dish-wd-q5522421,garden salad,garden salad,en,src-wikidata,true
dish_family,fam-wd-q5523464,Garlic fingers,garlic fingers,en,src-wikidata,true
dish,dish-wd-q5523464,Garlic fingers,garlic fingers,en,src-wikidata,true
dish_family,fam-wd-q15121455,garlic soup,garlic soup,en,src-wikidata,true
dish,dish-wd-q15121455,garlic soup,garlic soup,en,src-wikidata,true
dish_family,fam-wd-q683495,gâteau Basque,gateau basque,en,src-wikidata,true
dish,dish-wd-q683495,gâteau Basque,gateau basque,en,src-wikidata,true
dish_family,fam-wd-q1408045,Gatsby,gatsby,en,src-wikidata,true
dish,dish-wd-q1408045,Gatsby,gatsby,en,src-wikidata,true
dish_family,fam-wd-q1408045,Gatsby (sandwich),gatsby sandwich,en,src-wikipedia-en,false
dish,dish-wd-q1408045,Gatsby (sandwich),gatsby sandwich,en,src-wikipedia-en,false
dish_family,fam-wd-q5528400,Gavvalu,gavvalu,en,src-wikidata,true
dish,dish-wd-q5528400,Gavvalu,gavvalu,en,src-wikidata,true
dish_family,fam-wd-q5528400,Sweet shells,sweet shells,en,src-wikipedia-en,false
dish,dish-wd-q5528400,Sweet shells,sweet shells,en,src-wikipedia-en,false
dish_family,fam-wd-q2364865,gazelle ankles,gazelle ankles,en,src-wikidata,true
dish,dish-wd-q2364865,gazelle ankles,gazelle ankles,en,src-wikidata,true
dish_family,fam-wd-q1146771,gefilte fish,gefilte fish,en,src-wikidata,true
dish,dish-wd-q1146771,gefilte fish,gefilte fish,en,src-wikidata,true
dish_family,fam-wd-q4264051,geplak,geplak,en,src-wikidata,true
dish,dish-wd-q4264051,geplak,geplak,en,src-wikidata,true
dish_family,fam-wd-q5262528,Getuk,getuk,en,src-wikidata,true
dish,dish-wd-q5262528,Getuk,getuk,en,src-wikidata,true
dish_family,fam-wd-q5262528,Gethuk,gethuk,en,src-wikipedia-en,false
dish,dish-wd-q5262528,Gethuk,gethuk,en,src-wikipedia-en,false
dish_family,fam-wd-q12484057,Getuk Goreng,getuk goreng,en,src-wikidata,true
dish,dish-wd-q12484057,Getuk Goreng,getuk goreng,en,src-wikidata,true
dish_family,fam-wd-q3104777,Ghapama,ghapama,en,src-wikidata,true
dish,dish-wd-q3104777,Ghapama,ghapama,en,src-wikidata,true
dish_family,fam-wd-q5560177,Gigandes plaki,gigandes plaki,en,src-wikidata,true
dish,dish-wd-q5560177,Gigandes plaki,gigandes plaki,en,src-wikidata,true
dish_family,fam-wd-q5560177,Gigantes plaki,gigantes plaki,en,src-wikipedia-en,false
dish,dish-wd-q5560177,Gigantes plaki,gigantes plaki,en,src-wikipedia-en,false
dish_family,fam-wd-q107047575,gilgeori toast,gilgeori toast,en,src-wikidata,true
dish,dish-wd-q107047575,gilgeori toast,gilgeori toast,en,src-wikidata,true
dish_family,fam-wd-q495360,gimbap,gimbap,en,src-wikidata,true
dish,dish-wd-q495360,gimbap,gimbap,en,src-wikidata,true
dish_family,fam-wd-q17035821,ginger duck,ginger duck,en,src-wikidata,true
dish,dish-wd-q17035821,ginger duck,ginger duck,en,src-wikidata,true
dish_family,fam-wd-q5565095,Githeri,githeri,en,src-wikidata,true
dish,dish-wd-q5565095,Githeri,githeri,en,src-wikidata,true
dish_family,fam-wd-q3769881,Giurgiulena,giurgiulena,en,src-wikidata,true
dish,dish-wd-q3769881,Giurgiulena,giurgiulena,en,src-wikidata,true
dish_family,fam-wd-q976073,Givré,givre,en,src-wikidata,true
dish,dish-wd-q976073,Givré,givre,en,src-wikidata,true
dish_family,fam-wd-q107357232,gizdodo,gizdodo,en,src-wikidata,true
dish,dish-wd-q107357232,gizdodo,gizdodo,en,src-wikidata,true
dish_family,fam-wd-q7723658,glogg,glogg,en,src-wikidata,true
dish,dish-wd-q7723658,glogg,glogg,en,src-wikidata,true
dish_family,fam-wd-q5574228,Gnetum africanum,gnetum africanum,en,src-wikidata,true
dish,dish-wd-q5574228,Gnetum africanum,gnetum africanum,en,src-wikidata,true
dish_family,fam-wd-q1533235,gnocchi alla romana,gnocchi alla romana,en,src-wikidata,true
dish,dish-wd-q1533235,gnocchi alla romana,gnocchi alla romana,en,src-wikidata,true
dish_family,fam-wd-q25220535,goat meat pepper soup,goat meat pepper soup,en,src-wikidata,true
dish,dish-wd-q25220535,goat meat pepper soup,goat meat pepper soup,en,src-wikidata,true
dish_family,fam-wd-q7799573,gỏi cuốn,goi cuon,en,src-wikidata,true
dish,dish-wd-q7799573,gỏi cuốn,goi cuon,en,src-wikidata,true
dish_family,fam-wd-q60761452,Goto,goto,en,src-wikidata,true
dish,dish-wd-q60761452,Goto,goto,en,src-wikidata,true
dish_family,fam-wd-q60761452,Goto (food),goto food,en,src-wikipedia-en,false
dish,dish-wd-q60761452,Goto (food),goto food,en,src-wikipedia-en,false
dish_family,fam-wd-q205762,goulash,goulash,en,src-wikidata,true
dish,dish-wd-q205762,goulash,goulash,en,src-wikidata,true
dish_family,fam-wd-q1420371,Goxua,goxua,en,src-wikidata,true
dish,dish-wd-q1420371,Goxua,goxua,en,src-wikidata,true
dish_family,fam-wd-q112261855,Goyang,goyang,en,src-wikidata,true
dish,dish-wd-q112261855,Goyang,goyang,en,src-wikidata,true
dish_family,fam-wd-q112261855,Goyang (fermented food),goyang fermented food,en,src-wikipedia-en,false
dish,dish-wd-q112261855,Goyang (fermented food),goyang fermented food,en,src-wikipedia-en,false
dish_family,fam-wd-q713869,grass jelly,grass jelly,en,src-wikidata,true
dish,dish-wd-q713869,grass jelly,grass jelly,en,src-wikidata,true
dish_family,fam-wd-q240801,Greek salad,greek salad,en,src-wikidata,true
dish,dish-wd-q240801,Greek salad,greek salad,en,src-wikidata,true
dish_family,fam-wd-q51796021,grilled cheese,grilled cheese,en,src-wikidata,true
dish,dish-wd-q51796021,grilled cheese,grilled cheese,en,src-wikidata,true
dish_family,fam-wd-q53698181,grilled cold noodles,grilled cold noodles,en,src-wikidata,true
dish,dish-wd-q53698181,grilled cold noodles,grilled cold noodles,en,src-wikidata,true
dish_family,fam-wd-q10316276,Grilled Lapas,grilled lapas,en,src-wikidata,true
dish,dish-wd-q10316276,Grilled Lapas,grilled lapas,en,src-wikidata,true
dish_family,fam-wd-q10316276,Grilled limpets,grilled limpets,en,src-wikipedia-en,false
dish,dish-wd-q10316276,Grilled limpets,grilled limpets,en,src-wikipedia-en,false
dish_family,fam-wd-q85764627,griot,griot,en,src-wikidata,true
dish,dish-wd-q85764627,griot,griot,en,src-wikidata,true
dish_family,fam-wd-q85764627,Griot (food),griot food,en,src-wikipedia-en,false
dish,dish-wd-q85764627,Griot (food),griot food,en,src-wikipedia-en,false
dish_family,fam-wd-q685680,Grünkohlessen,grunkohlessen,en,src-wikidata,true
dish,dish-wd-q685680,Grünkohlessen,grunkohlessen,en,src-wikidata,true
dish_family,fam-wd-q1367718,gu lou juk,gu lou juk,en,src-wikidata,true
dish,dish-wd-q1367718,gu lou juk,gu lou juk,en,src-wikidata,true
dish_family,fam-wd-q1367718,Sweet and sour pork,sweet and sour pork,en,src-wikipedia-en,false
dish,dish-wd-q1367718,Sweet and sour pork,sweet and sour pork,en,src-wikipedia-en,false
dish_family,fam-wd-q5613295,Guagua de pan,guagua de pan,en,src-wikidata,true
dish,dish-wd-q5613295,Guagua de pan,guagua de pan,en,src-wikidata,true
dish_family,fam-wd-q5613295,T'anta wawa,t anta wawa,en,src-wikipedia-en,false
dish,dish-wd-q5613295,T'anta wawa,t anta wawa,en,src-wikipedia-en,false
dish_family,fam-wd-q5613356,Guajolota,guajolota,en,src-wikidata,true
dish,dish-wd-q5613356,Guajolota,guajolota,en,src-wikidata,true
dish_family,fam-wd-q5615325,Gui,gui,en,src-wikidata,true
dish,dish-wd-q5615325,Gui,gui,en,src-wikidata,true
dish_family,fam-wd-q5615325,Gui (food),gui food,en,src-wikipedia-en,false
dish,dish-wd-q5615325,Gui (food),gui food,en,src-wikipedia-en,false
dish_family,fam-wd-q702692,gujeolpan,gujeolpan,en,src-wikidata,true
dish,dish-wd-q702692,gujeolpan,gujeolpan,en,src-wikidata,true
dish_family,fam-wd-q1554207,gulab jamun,gulab jamun,en,src-wikidata,true
dish,dish-wd-q1554207,gulab jamun,gulab jamun,en,src-wikidata,true
dish_family,fam-wd-q30607840,Gulgula,gulgula,en,src-wikidata,true
dish,dish-wd-q30607840,Gulgula,gulgula,en,src-wikidata,true
dish_family,fam-wd-q30607840,Gulgula (doughnut),gulgula doughnut,en,src-wikipedia-en,false
dish,dish-wd-q30607840,Gulgula (doughnut),gulgula doughnut,en,src-wikipedia-en,false
dish_family,fam-wd-q1501043,güllaç,gullac,en,src-wikidata,true
dish,dish-wd-q1501043,güllaç,gullac,en,src-wikidata,true
dish_family,fam-wd-q3503333,gulyásleves,gulyasleves,en,src-wikidata,true
dish,dish-wd-q3503333,gulyásleves,gulyasleves,en,src-wikidata,true
dish_family,fam-wd-q113023113,Gurasa,gurasa,en,src-wikidata,true
dish,dish-wd-q113023113,Gurasa,gurasa,en,src-wikidata,true
dish_family,fam-wd-q16573500,Gushtab,gushtab,en,src-wikidata,true
dish,dish-wd-q16573500,Gushtab,gushtab,en,src-wikidata,true
dish_family,fam-wd-q16573500,Goshtaab,goshtaab,en,src-wikipedia-en,false
dish,dish-wd-q16573500,Goshtaab,goshtaab,en,src-wikipedia-en,false
dish_family,fam-wd-q1703796,Hákarl,hakarl,en,src-wikidata,true
dish,dish-wd-q1703796,Hákarl,hakarl,en,src-wikidata,true
dish_family,fam-wd-q24027629,Halal snack pack,halal snack pack,en,src-wikidata,true
dish,dish-wd-q24027629,Halal snack pack,halal snack pack,en,src-wikidata,true
dish_family,fam-wd-q12208569,Halawet el Jibn,halawet el jibn,en,src-wikidata,true
dish,dish-wd-q12208569,Halawet el Jibn,halawet el jibn,en,src-wikidata,true
dish_family,fam-wd-q3085085,hallaca,hallaca,en,src-wikidata,true
dish,dish-wd-q3085085,hallaca,hallaca,en,src-wikidata,true
dish_family,fam-wd-q5643212,Hallulla,hallulla,en,src-wikidata,true
dish,dish-wd-q5643212,Hallulla,hallulla,en,src-wikidata,true
dish_family,fam-wd-q5643900,ham and egg bun,ham and egg bun,en,src-wikidata,true
dish,dish-wd-q5643900,ham and egg bun,ham and egg bun,en,src-wikidata,true
dish_family,fam-wd-q1572563,ham and eggs,ham and eggs,en,src-wikidata,true
dish,dish-wd-q1572563,ham and eggs,ham and eggs,en,src-wikidata,true
dish_family,fam-wd-q6663,hamburger,hamburger,en,src-wikidata,true
dish,dish-wd-q6663,hamburger,hamburger,en,src-wikidata,true
dish_family,fam-wd-q3062329,Hampen,hampen,en,src-wikidata,true
dish,dish-wd-q3062329,Hampen,hampen,en,src-wikidata,true
dish_family,fam-wd-q3062329,Hanpen,hanpen,en,src-wikipedia-en,false
